,electricity-lbmp-nyiso-capitl,electricity-lbmp-nyiso-north,electricity-lbmp-nyiso-h_q,electricity-lbmp-nyiso-dunwod,electricity-lbmp-nyiso-mhk_valley,electricity-lbmp-nyiso-genese,electricity-lbmp-nyiso-nyc,electricity-lbmp-nyiso-centrl,electricity-lbmp-nyiso-pjm,electricity-lbmp-nyiso-npx,electricity-lbmp-nyiso-hud_valley,electricity-lbmp-nyiso-o_h,electricity-lbmp-nyiso-longil,electricity-lbmp-nyiso-west,electricity-lbmp-nyiso-millwd
877,73.65,63.78,63.01,70.45,67.92,64.69,70.84,65.53,66.11,106.53,69.27,61.38,316.96,63.33,70.25
878,71.49,64.31,63.53,70.9,68.55,65.35,71.29,66.2,66.72,105.06,70.19,62.16,177.42,64.18,70.7
879,72.22,64.78,64.06,71.56,69.06,65.77,71.96,66.63,67.22,102.28,70.83,62.41,116.5,64.38,71.36
880,72.35,64.9,64.18,71.63,69.25,65.89,72.02,66.75,67.27,102.41,70.9,62.46,177.47,64.44,71.43
881,72.35,64.97,64.18,71.63,69.25,65.82,71.96,66.75,67.2,102.41,70.9,62.33,224.79,64.31,71.43
882,72.09,64.67,63.88,71.36,68.93,65.39,71.76,66.38,66.77,108.84,70.64,61.78,224.93,63.75,71.17
883,72.16,64.73,64.01,71.37,68.87,65.46,71.76,66.44,66.83,108.91,70.65,61.84,224.84,63.81,71.17
884,72.56,65.15,64.36,71.69,69.25,65.94,72.03,66.8,67.2,109.3,70.97,62.44,237.03,64.36,71.5
885,73.09,65.7,64.83,72.02,69.76,66.56,72.22,67.37,67.7,81.6,71.36,63.17,174.91,65.1,71.82
886,73.03,65.64,64.78,71.89,69.7,66.71,72.16,67.37,67.71,81.54,71.23,63.45,165.5,65.38,71.7
887,73.09,65.71,64.78,71.96,69.63,66.44,72.23,67.24,67.57,81.54,71.3,62.91,164.29,64.85,71.83
888,72.82,65.53,64.6,71.76,69.5,66.39,72.02,67.12,67.45,81.77,71.1,63.01,116.2,64.92,71.56
889,72.63,65.35,64.42,71.7,69.25,66.08,71.96,66.8,67.2,81.64,70.97,62.63,116.19,64.49,71.43
890,72.62,65.29,64.36,71.56,69.18,65.94,71.89,66.8,67.13,81.57,70.84,62.51,113.09,64.36,71.36
891,72.89,65.53,64.6,71.82,69.5,66.32,72.09,67.05,67.38,83.07,71.1,62.87,113.1,64.8,71.56
892,73.09,65.77,64.83,71.95,69.83,66.63,72.22,67.37,67.7,83.33,71.29,63.24,114.99,65.16,71.76
893,72.55,65.47,64.55,71.69,69.44,66.33,72.03,67.0,67.39,82.87,70.97,63.02,114.29,64.94,71.5
894,72.29,65.23,64.24,71.5,69.19,65.95,71.89,66.75,67.14,84.2,70.77,62.59,128.13,64.5,71.29
895,72.29,65.23,64.31,71.36,69.19,66.02,71.82,66.75,67.07,84.13,70.64,62.72,128.09,64.5,71.16
896,72.49,65.42,64.49,71.5,69.38,66.47,71.89,67.0,67.26,84.33,70.77,63.37,128.01,65.15,71.3
897,72.42,65.35,64.43,71.43,69.31,66.41,71.82,67.0,67.27,83.5,70.7,63.24,114.16,65.09,71.3
898,72.42,65.29,64.43,71.5,69.31,66.28,71.89,66.87,67.2,83.56,70.77,63.1,114.16,64.89,71.36
899,72.49,65.35,64.42,71.57,69.38,66.34,71.96,67.0,67.26,83.63,70.84,63.1,114.17,64.88,71.43
900,72.36,65.23,64.37,71.5,69.19,66.22,71.96,66.75,67.14,81.2,70.78,62.98,114.16,64.7,71.36
901,72.42,65.29,64.36,71.56,69.31,66.28,71.96,66.93,67.27,81.19,70.84,62.97,128.01,64.76,71.43
902,72.36,65.23,64.3,71.57,69.25,66.09,71.96,66.75,67.14,81.2,70.84,62.72,128.0,64.5,71.43
903,72.42,65.16,64.24,71.63,69.32,66.02,72.03,66.88,67.34,83.67,70.9,62.58,154.29,64.5,71.5
904,73.15,65.62,64.82,72.41,69.95,66.42,72.74,67.42,67.95,84.44,71.68,62.69,127.95,64.62,72.28
905,82.09,43.68,43.2,71.56,50.76,47.11,71.89,48.74,59.74,87.6,70.64,45.47,112.85,46.97,71.64
906,85.02,37.17,36.72,71.47,45.03,41.41,71.76,43.19,57.36,103.69,70.51,40.41,72.6,41.75,71.61
907,84.95,37.23,36.78,71.48,45.05,41.46,71.76,43.28,57.4,103.64,70.52,40.41,72.61,41.75,71.58
908,82.44,42.22,41.71,71.4,49.44,45.86,71.76,47.54,59.15,102.57,70.47,44.32,90.74,45.75,71.49
909,69.33,62.25,61.49,68.75,66.17,62.44,69.26,63.7,64.14,88.61,68.0,58.46,111.48,60.23,68.57
910,69.36,62.28,61.52,68.78,66.2,62.47,69.17,63.73,64.17,88.65,68.03,58.43,111.48,60.2,68.53
911,72.54,62.08,61.33,70.98,66.42,62.52,71.36,63.82,65.35,91.31,70.19,58.58,111.53,60.31,70.74
912,69.69,62.46,61.76,69.12,66.45,62.58,69.56,63.79,64.3,92.93,68.36,58.59,71.41,60.24,68.92
913,69.86,62.73,61.96,69.35,66.67,62.73,69.73,64.0,64.51,93.16,68.58,58.59,71.2,60.31,69.15
914,68.86,61.83,61.08,68.35,65.72,62.08,68.73,63.15,63.71,92.11,67.6,58.19,70.61,59.82,68.16
915,68.85,61.77,61.02,68.35,65.6,61.96,68.73,63.03,63.59,101.13,67.6,58.02,70.12,59.71,68.1
916,68.85,61.77,61.02,68.35,65.6,61.96,68.73,63.09,63.59,101.13,67.6,58.02,70.12,59.64,68.1
917,68.0,60.82,60.21,67.5,64.78,61.26,67.94,62.37,62.86,100.29,66.76,57.42,111.28,59.03,67.32
918,69.31,62.06,61.37,68.87,66.03,62.44,69.25,63.51,64.07,100.34,68.05,58.59,111.36,60.23,68.62
919,68.18,60.57,59.84,67.56,64.46,60.75,67.94,62.0,62.68,99.13,66.76,56.95,111.38,58.56,67.33
920,67.96,60.85,60.17,67.52,64.74,61.1,67.96,62.33,62.82,99.02,66.79,57.26,111.45,58.93,67.28
921,69.92,57.67,57.02,67.85,62.0,58.23,68.21,59.56,61.81,103.46,67.09,54.64,111.36,56.2,67.65
922,67.37,59.88,59.21,66.76,63.73,59.94,67.19,61.17,61.85,101.82,66.02,56.06,111.34,57.59,66.51
923,67.31,60.33,59.66,66.82,64.13,60.45,67.19,61.62,62.11,101.81,66.09,56.59,111.22,58.13,66.57
924,67.31,60.27,59.6,66.82,64.13,60.45,67.19,61.68,62.17,108.16,66.09,56.65,109.84,58.25,66.64
925,67.31,60.33,59.66,66.82,64.13,60.52,67.19,61.68,62.17,108.16,66.09,56.72,106.27,58.31,66.57
926,67.37,60.38,59.71,66.82,64.18,60.57,67.19,61.73,62.16,108.16,66.09,56.77,86.82,58.3,66.57
927,67.43,60.44,59.76,66.81,64.24,60.68,67.19,61.84,62.33,104.11,66.08,56.94,86.82,58.53,66.63
928,70.39,51.73,51.15,66.12,56.51,52.96,66.44,54.37,58.82,104.91,65.34,50.01,112.52,51.46,65.96
929,66.65,59.55,59.01,66.16,63.44,59.98,66.52,61.19,61.67,97.88,65.43,56.28,86.79,57.86,65.92
930,66.65,59.55,58.95,66.16,63.44,60.16,66.52,61.31,61.79,97.83,65.43,56.58,112.66,58.15,65.92
931,74.48,45.26,44.8,66.83,51.12,47.63,67.11,49.15,57.1,101.46,66.01,45.44,106.31,46.74,66.8
932,75.65,45.25,44.79,67.62,51.22,47.63,67.86,49.24,57.62,102.39,66.79,45.43,85.63,46.79,67.55
933,85.43,37.27,36.82,71.7,45.07,41.46,71.95,43.3,57.57,120.25,70.8,40.41,72.91,41.67,71.8
934,86.6,34.86,34.47,71.78,43.03,39.4,71.97,41.31,56.74,120.75,70.83,38.65,85.89,39.83,71.86
935,84.98,34.97,34.59,70.68,42.93,39.36,70.88,41.22,56.14,119.46,69.75,38.55,71.81,39.76,70.76
936,86.6,34.82,34.47,71.74,43.03,39.37,71.97,41.31,56.71,128.92,70.83,38.58,72.92,39.8,71.86
937,88.81,30.74,30.43,71.96,39.51,35.8,72.1,37.85,55.39,129.94,70.98,35.39,85.91,36.48,72.09
938,86.95,34.88,34.53,71.95,43.13,39.38,72.11,41.33,56.84,129.21,71.03,38.57,86.78,39.79,72.07
939,87.83,37.21,36.79,73.35,45.35,41.5,73.56,43.48,58.51,127.98,72.43,40.45,86.01,41.69,73.46
940,87.13,37.31,36.89,72.94,45.35,41.53,73.22,43.49,58.22,127.43,72.02,40.42,104.62,41.65,73.04
941,75.63,42.73,42.26,66.81,48.87,45.2,67.18,46.87,56.17,119.15,66.03,43.16,68.18,44.42,66.82
942,65.65,58.9,58.24,65.35,62.42,58.47,65.83,59.97,60.45,83.42,64.63,54.17,67.26,55.72,65.17
943,66.31,59.5,58.78,65.95,63.0,58.9,66.37,60.47,60.89,84.01,65.23,54.62,67.83,56.13,65.71
944,65.62,58.76,58.16,65.26,62.34,58.52,65.62,59.89,60.43,83.33,64.55,54.46,67.18,55.95,65.02
945,65.74,58.87,58.21,65.32,62.51,58.87,65.68,60.12,60.66,87.22,64.6,55.04,67.25,56.54,65.08
946,65.83,58.88,58.29,65.41,62.6,59.0,65.71,60.26,60.8,87.3,64.69,55.11,67.34,56.67,65.17
947,65.88,58.88,58.29,65.41,62.6,58.95,65.77,60.2,60.74,87.3,64.69,55.0,85.49,56.49,65.17
948,65.95,59.0,58.34,65.41,62.66,59.12,65.71,60.32,60.8,106.23,64.7,55.17,67.77,56.67,65.17
949,66.54,59.47,58.87,66.0,63.28,59.59,66.3,60.87,61.35,106.81,65.28,55.55,116.06,57.12,65.76
950,66.04,58.97,58.37,65.38,62.74,59.03,65.68,60.29,60.77,106.25,64.72,55.01,165.49,56.51,65.2
951,66.07,59.05,58.45,65.42,62.89,59.17,65.72,60.43,60.85,117.97,64.75,55.15,165.44,56.65,65.23
952,66.04,59.02,58.42,65.38,62.8,59.2,65.62,60.4,60.76,117.88,64.72,55.24,172.91,56.74,65.2
953,54.6,48.99,48.4,53.91,52.02,49.14,54.06,50.14,50.39,106.66,53.41,45.92,55.3,47.26,53.76
954,62.04,55.73,54.94,61.25,59.05,55.73,61.36,56.86,57.14,104.12,60.63,52.01,63.0,53.48,61.08
955,62.66,56.23,55.44,61.86,59.58,56.06,62.03,57.2,57.48,104.73,61.23,52.19,63.57,53.62,61.63
956,64.91,58.25,57.43,63.96,61.78,58.25,64.2,59.37,59.61,106.86,63.37,54.36,65.51,55.77,63.78
957,65.55,58.83,58.0,64.72,62.34,58.65,64.95,59.9,60.14,124.7,64.12,54.49,66.33,55.91,64.53
958,66.91,59.99,59.15,66.0,63.57,59.75,66.24,60.96,61.14,125.97,65.39,55.5,150.44,56.9,65.81
959,64.09,57.51,56.76,63.21,60.94,57.28,63.39,58.44,58.61,123.27,62.69,53.21,115.34,54.6,63.09
960,64.42,57.92,57.1,63.66,61.32,57.51,63.78,58.74,58.92,124.89,63.08,53.36,115.62,54.76,63.48
961,66.9,60.1,59.25,66.05,63.62,59.8,66.18,60.95,61.14,127.26,65.45,55.55,115.55,56.94,65.87
962,67.84,61.07,60.14,66.98,64.52,60.7,67.17,61.93,62.11,128.17,66.43,56.32,115.5,57.8,66.86
963,67.14,60.37,59.52,66.28,63.85,60.13,66.47,61.29,61.47,142.93,65.68,55.8,115.54,57.32,66.16
964,66.71,59.99,59.14,65.81,63.44,59.8,66.05,60.9,61.08,142.51,65.26,55.5,115.57,56.96,65.68
965,67.33,60.72,59.8,66.29,64.15,60.66,66.41,61.58,61.76,143.06,65.8,56.56,115.55,58.02,66.17
966,72.16,65.33,64.27,70.91,68.94,65.59,70.91,66.31,66.44,123.91,70.32,61.65,115.31,63.22,70.78
967,68.48,62.06,60.94,67.17,65.3,62.12,67.29,62.8,62.93,120.26,66.73,58.26,112.67,59.75,67.11
968,68.41,62.0,60.94,67.23,65.24,61.69,67.41,62.62,62.69,120.2,66.73,57.52,115.43,59.01,67.11
969,68.48,62.06,61.0,67.23,65.36,61.81,67.42,62.8,62.8,118.95,66.73,57.7,115.49,59.26,67.17
970,65.75,59.64,58.62,64.61,62.75,59.46,64.72,60.3,60.35,116.36,64.13,55.56,115.57,57.0,64.49
971,68.35,62.0,60.94,67.29,65.18,61.69,67.66,62.56,62.69,118.95,66.73,57.58,114.79,59.01,67.17
972,68.42,62.06,61.0,67.29,65.24,61.81,67.6,62.68,62.75,119.05,66.73,57.76,114.79,59.26,67.17
973,68.29,62.01,60.88,67.11,65.18,61.76,67.35,62.69,62.75,118.88,66.61,57.84,114.81,59.4,66.98
974,69.7,63.28,62.14,68.48,66.52,63.16,68.68,63.98,64.04,120.24,67.91,59.28,215.07,60.81,68.29
975,68.54,62.12,61.05,67.36,65.36,62.06,67.54,62.81,62.93,101.76,66.8,58.19,214.25,59.75,67.17
976,68.48,62.12,61.05,67.29,65.36,62.06,67.48,62.86,62.93,101.71,66.73,58.12,114.87,59.69,67.17
977,68.35,61.69,60.82,67.29,65.11,61.69,67.6,62.57,62.75,101.7,66.73,57.71,818.11,59.21,67.17
978,57.46,51.7,51.08,56.67,54.74,51.86,56.93,52.69,52.85,98.96,56.2,48.41,781.74,49.77,56.57
979,56.74,51.11,50.44,55.91,54.05,51.27,56.12,52.14,52.25,98.21,55.45,47.96,207.83,49.36,55.76
980,56.69,51.16,50.44,55.86,54.0,51.27,56.12,52.09,52.25,98.21,55.39,48.01,246.11,49.36,55.76
981,55.56,50.05,49.4,54.85,52.88,50.05,55.06,50.91,51.11,95.22,54.35,46.76,246.19,48.03,54.75
982,54.8,49.32,48.72,54.05,52.16,49.41,54.25,50.26,50.46,94.48,53.61,46.27,55.56,47.57,53.95
983,54.85,49.41,48.76,54.1,52.2,49.56,54.25,50.35,50.55,94.48,53.6,46.51,55.56,47.81,53.95
984,54.85,49.36,48.71,54.1,52.25,49.56,54.3,50.41,50.61,85.38,53.6,46.46,55.56,47.76,54.0
985,54.75,49.32,48.67,54.05,52.11,49.32,54.25,50.17,50.41,85.33,53.6,46.08,55.51,47.38,53.95
986,54.24,48.81,48.22,53.54,51.62,48.86,53.74,49.7,49.9,84.88,53.06,45.75,54.99,46.93,53.45
987,53.94,48.58,47.94,53.3,51.38,48.73,53.49,49.51,49.76,84.33,52.81,45.64,54.77,46.91,53.2
988,53.64,48.27,47.69,52.91,51.05,48.41,53.1,49.2,49.39,83.99,52.42,45.39,54.32,46.61,52.81
989,53.59,48.41,47.73,52.76,51.05,48.37,52.86,49.2,49.34,83.94,52.32,45.34,53.98,46.61,52.66
990,52.53,47.55,46.87,51.71,50.04,47.36,51.85,48.12,48.31,81.57,51.28,44.34,52.91,45.54,51.62
991,51.49,46.56,45.91,50.74,49.1,46.42,50.93,47.22,47.46,80.61,50.32,43.51,51.91,44.73,50.65
992,49.57,44.78,44.19,48.93,47.22,44.6,49.11,45.41,45.64,78.77,48.53,41.75,50.02,42.88,48.8
993,47.29,42.72,42.16,46.64,45.09,42.63,46.82,43.37,43.58,76.66,46.25,39.96,47.67,41.04,46.51
994,47.2,42.6,42.08,46.51,45.01,42.51,46.68,43.29,43.5,76.57,46.13,39.84,47.54,40.96,46.42
995,47.15,42.55,42.04,46.51,44.96,42.42,46.64,43.2,43.46,76.57,46.12,39.76,47.5,40.84,46.42
996,42.91,38.73,38.26,42.28,40.88,38.69,42.44,39.39,39.59,72.23,41.93,36.34,43.15,37.36,42.21
997,42.87,38.65,38.18,42.28,40.88,38.57,42.4,39.32,39.55,72.19,41.93,36.15,43.11,37.17,42.21
998,42.83,38.61,38.18,42.28,40.84,38.46,42.44,39.24,39.51,72.19,41.93,36.0,43.14,37.01,42.2
999,42.83,38.58,38.18,42.28,40.8,38.53,42.4,39.24,39.51,68.56,41.93,36.11,43.22,37.13,42.17
