,electricity-lbmp-nyiso-capitl,electricity-lbmp-nyiso-north,electricity-lbmp-nyiso-h_q,electricity-lbmp-nyiso-dunwod,electricity-lbmp-nyiso-mhk_valley,electricity-lbmp-nyiso-genese,electricity-lbmp-nyiso-nyc,electricity-lbmp-nyiso-centrl,electricity-lbmp-nyiso-pjm,electricity-lbmp-nyiso-npx,electricity-lbmp-nyiso-hud_valley,electricity-lbmp-nyiso-o_h,electricity-lbmp-nyiso-longil,electricity-lbmp-nyiso-west,electricity-lbmp-nyiso-millwd
221,140.44,130.09,112.59,139.55,134.75,126.72,123.32,128.67,130.36,193.0,138.89,-376.29,124.47,123.1,139.55
222,118.01,109.52,127.63,117.36,113.33,107.12,139.67,108.54,110.07,209.34,116.71,-361.96,140.84,104.73,117.36
223,140.91,130.77,107.34,140.14,135.32,127.52,117.58,129.34,131.03,187.08,139.35,-380.03,118.67,124.27,140.14
224,140.44,130.09,128.3,139.8,134.75,126.72,140.26,128.54,130.36,190.72,138.89,121.67,142.21,123.1,139.67
225,141.05,130.4,127.76,140.27,135.2,127.02,139.8,128.97,130.79,190.27,139.49,120.51,141.61,123.26,140.27
226,140.73,130.11,128.18,140.08,134.9,126.74,140.27,128.69,130.62,190.73,139.31,120.66,142.22,123.11,139.96
227,140.89,130.25,127.9,140.24,135.05,126.88,140.08,129.09,130.9,200.79,139.47,120.65,141.91,123.25,140.24
228,140.28,129.69,128.04,139.63,134.59,126.59,140.37,128.65,130.46,200.95,138.73,120.65,142.06,123.23,139.51
229,140.91,130.14,127.36,140.26,135.2,127.02,139.63,129.24,131.05,200.21,139.35,120.52,141.45,123.53,140.14
230,141.15,130.24,127.94,140.5,135.56,127.24,140.26,129.59,131.28,191.32,139.59,120.92,142.08,123.87,140.38
231,141.03,130.12,128.16,140.26,135.44,127.27,140.5,129.48,131.16,191.56,139.47,121.01,141.93,123.76,140.26
232,141.35,130.41,128.05,140.57,135.87,127.29,140.38,129.76,131.32,191.44,139.78,121.03,141.42,123.52,140.43
233,141.47,130.28,128.33,140.57,135.87,127.29,140.69,129.63,131.19,201.83,139.78,120.78,141.73,123.52,140.57
234,117.97,108.64,128.33,117.32,113.31,106.59,140.69,108.1,109.62,201.83,116.68,120.66,141.73,103.65,117.32
235,118.22,107.99,106.91,117.33,112.75,105.91,117.54,107.66,109.45,178.81,116.67,101.37,117.87,103.03,117.34
236,117.93,108.55,106.27,117.36,113.0,106.06,117.55,107.8,109.22,187.46,116.72,100.64,117.76,102.7,117.36
237,164.27,90.05,106.71,144.92,103.71,94.21,117.58,97.74,120.6,187.4,143.59,100.44,118.02,93.84,145.3
238,163.99,102.75,88.62,148.28,114.83,105.45,145.04,108.67,126.95,223.48,147.04,91.49,145.59,104.07,148.57
239,163.87,101.86,101.11,148.03,114.13,104.45,148.31,108.09,126.65,183.63,146.79,101.65,149.14,103.34,148.33
240,148.06,129.58,100.24,145.13,136.41,127.59,148.16,130.26,134.0,183.29,144.27,100.63,148.88,123.81,145.17
241,162.9,128.53,127.77,155.22,137.8,128.0,145.26,131.13,139.9,174.35,154.19,120.79,146.18,124.58,155.35
242,157.89,141.28,126.73,155.28,148.05,138.51,155.37,141.31,144.09,189.71,154.53,121.59,156.53,133.85,155.43
243,154.49,141.61,139.17,153.07,147.83,138.63,155.41,141.33,142.74,187.45,152.24,130.71,156.83,133.96,153.07
244,177.95,68.18,139.49,147.96,86.54,75.92,153.22,80.41,114.97,184.64,146.32,130.84,154.63,77.04,148.54
245,150.35,92.37,67.16,135.52,103.84,94.51,148.14,97.95,115.13,214.99,134.28,74.96,148.77,92.72,135.79
246,177.76,164.67,90.99,175.48,171.22,159.93,135.63,163.52,164.34,195.51,174.65,90.34,136.56,154.36,175.63
247,435.36,408.8,161.89,428.14,420.89,393.08,175.48,401.55,401.95,229.15,426.51,150.43,176.94,378.17,428.55
248,292.59,274.72,400.35,287.97,282.59,262.84,427.32,269.06,269.06,463.47,286.91,368.52,430.93,251.75,288.25
249,221.83,206.72,268.8,218.16,213.87,198.53,287.73,203.85,203.65,323.73,217.35,245.27,289.89,189.74,218.37
250,211.09,197.08,202.82,207.38,203.69,182.3,218.16,193.76,169.0,254.31,206.81,184.63,219.59,108.43,207.58
251,254.29,236.96,193.38,250.08,245.16,219.56,207.38,232.75,196.91,248.11,249.15,99.69,208.56,111.66,250.08
252,191.17,178.14,232.75,188.71,184.14,167.06,249.84,174.79,157.21,290.37,187.83,101.92,250.54,110.11,188.71
253,246.27,229.26,174.98,242.87,237.2,213.36,188.71,225.64,194.19,229.0,241.73,103.94,189.77,115.88,243.1
254,200.47,187.17,224.94,197.52,193.46,173.66,243.1,184.22,172.7,292.04,196.61,106.41,244.46,138.25,197.71
255,254.19,237.33,183.29,250.2,245.06,220.14,197.71,233.13,202.64,247.26,249.05,129.55,199.01,127.6,250.44
256,221.6,206.9,232.43,217.93,213.64,191.2,250.44,202.83,186.18,299.55,216.91,116.36,250.44,136.31,218.12
257,239.76,223.86,202.63,235.99,231.15,205.85,218.33,219.45,198.72,224.25,234.91,133.04,218.33,138.64,236.22
258,217.93,206.06,219.23,213.72,211.7,189.56,236.45,200.04,174.78,241.99,212.71,135.64,236.45,112.97,213.93
259,258.25,247.01,200.64,252.51,252.51,222.19,213.72,237.92,211.1,220.26,251.55,105.21,212.5,142.1,252.75
260,269.2,274.94,239.35,263.96,286.51,230.01,252.51,247.01,215.18,271.43,262.95,139.13,250.6,134.64,264.21
261,269.45,315.92,240.4,264.46,341.11,231.03,264.21,247.75,215.14,282.08,263.2,132.25,262.45,134.76,264.46
262,269.43,315.18,219.52,264.71,341.11,230.04,264.71,247.77,212.89,282.57,263.45,132.19,263.2,126.48,264.71
263,269.43,315.18,219.03,264.71,340.86,230.04,264.97,247.77,212.89,276.45,263.45,124.22,264.21,126.48,264.71
264,291.09,336.01,219.03,286.26,362.03,246.61,264.97,267.41,228.26,276.45,284.9,124.22,264.21,129.93,286.26
265,290.11,275.09,239.29,285.3,283.13,246.02,286.54,266.23,227.36,297.82,283.94,127.38,286.26,129.35,285.3
266,263.69,249.78,268.11,259.32,257.35,224.87,285.57,242.24,209.01,282.86,258.08,127.11,285.03,125.32,259.32
267,263.96,250.3,243.45,259.34,257.61,225.3,259.56,242.74,208.82,257.1,258.1,123.3,258.82,125.44,259.34
268,258.22,244.61,243.7,253.45,251.76,220.21,259.59,236.73,204.35,257.37,252.24,123.42,258.84,124.45,253.45
269,258.34,244.96,238.17,253.57,251.88,220.36,253.69,237.1,204.82,260.99,252.36,170.07,252.72,124.62,253.57
270,257.02,260.06,238.28,252.29,273.22,218.72,253.81,235.49,203.86,261.11,251.11,169.99,252.84,124.32,252.29
271,258.17,301.48,227.1,253.64,328.21,219.03,252.53,235.87,204.54,260.1,252.48,169.67,253.23,124.66,253.64
272,253.85,300.46,206.14,248.93,323.83,217.24,254.13,232.12,204.48,263.61,247.53,122.1,255.55,132.69,248.93
273,260.9,264.69,202.86,256.59,275.86,222.41,249.17,238.3,206.15,259.14,255.39,129.81,249.86,124.48,256.59
274,221.74,227.66,230.42,218.26,237.93,191.36,256.83,202.91,182.48,266.27,217.24,122.45,257.55,127.24,218.26
275,209.94,216.51,194.68,206.45,226.43,181.7,218.65,192.32,174.53,216.62,205.48,124.73,219.08,125.88,206.45
276,256.13,241.73,183.85,252.13,249.05,219.46,206.84,234.17,205.94,205.09,250.71,123.15,207.22,132.73,252.13
277,202.28,209.11,234.9,198.93,218.61,176.07,252.59,184.94,171.79,250.23,197.81,130.13,254.72,133.04,198.93
278,202.01,190.64,176.66,198.84,196.59,175.21,199.29,185.06,169.03,197.62,197.72,130.15,200.99,124.51,198.84
279,218.04,205.77,185.42,215.01,211.99,188.13,199.39,199.32,180.09,197.53,213.61,121.75,200.9,126.72,214.82
280,167.58,157.99,200.14,165.26,163.09,147.07,215.63,153.2,145.37,213.2,164.18,124.21,216.63,119.15,165.11
281,167.2,157.63,153.83,165.03,162.56,147.68,165.57,152.85,147.87,163.87,163.96,116.44,166.34,127.62,164.88
282,167.19,156.71,153.47,165.04,161.8,147.46,165.49,152.71,147.91,163.49,163.97,124.61,166.28,127.6,164.88
283,169.67,158.41,153.18,167.49,164.05,148.87,165.66,155.61,147.55,163.65,166.4,124.59,166.43,119.97,167.49
284,168.03,157.17,155.13,166.01,162.29,150.2,168.12,153.93,143.51,166.24,164.78,116.96,169.36,111.11,166.01
285,183.17,172.02,153.93,181.15,177.09,163.57,166.47,167.78,156.82,164.93,179.81,108.4,168.03,121.94,180.98
286,195.76,183.47,168.13,193.42,188.9,174.64,181.48,178.96,168.02,179.81,191.98,119.1,183.51,132.18,193.23
287,175.97,165.08,179.51,174.03,169.97,157.28,193.77,161.36,154.63,191.98,172.73,129.26,242.76,129.39,173.86
288,169.69,159.19,161.52,168.45,163.75,151.37,174.34,155.13,150.18,172.73,166.87,126.23,210.29,128.07,168.13
289,169.2,158.73,155.76,168.27,163.11,150.77,168.76,154.21,149.61,166.73,166.71,125.06,247.97,127.65,167.97
290,165.38,155.29,155.31,164.62,159.57,147.35,168.74,150.71,151.47,166.39,163.09,124.94,218.42,140.31,164.32
291,163.21,153.4,152.09,162.61,157.32,145.26,165.22,148.87,149.63,162.93,160.95,137.1,168.3,138.63,162.3
292,158.87,149.32,150.09,158.44,153.29,141.69,163.05,145.06,142.93,160.64,156.97,135.45,170.79,126.25,158.14
293,141.32,132.94,146.1,141.06,136.6,126.65,159.03,129.66,130.45,156.67,139.75,123.47,164.14,121.42,140.92
294,115.53,109.11,130.19,115.42,111.36,103.34,141.72,105.8,106.55,139.36,114.25,118.53,143.28,98.95,115.21
295,121.78,114.34,106.33,121.78,116.93,108.94,115.85,111.53,112.32,114.03,120.42,96.6,117.46,104.56,121.55
296,122.0,114.45,111.64,121.89,116.93,108.94,122.23,111.42,112.43,147.71,120.65,101.96,124.03,104.44,121.67
297,121.83,113.18,111.64,122.06,116.66,108.57,122.34,111.05,109.24,147.83,120.71,101.95,124.03,94.96,121.71
298,116.78,108.92,111.27,116.78,111.94,104.28,122.51,106.55,107.52,147.89,115.61,92.9,124.08,99.86,116.57
299,114.31,106.92,106.87,114.42,109.46,101.86,117.33,104.5,105.45,150.13,113.16,-239.04,118.95,97.43,114.21
300,111.29,104.21,104.6,111.2,106.57,99.48,114.84,101.84,102.87,147.68,109.96,-241.72,116.43,95.78,110.99
301,111.38,102.1,101.84,114.25,103.49,97.47,111.61,99.46,95.69,144.48,102.58,-243.21,113.46,93.39,113.72
302,115.42,108.07,99.68,115.32,110.63,103.17,114.7,105.73,106.69,135.56,114.04,91.0,151.24,99.12,115.11
303,114.21,106.72,105.62,114.31,109.26,101.67,115.75,104.2,105.26,137.5,113.05,96.56,151.36,97.04,114.1
304,111.3,104.0,104.31,111.3,106.47,99.07,114.85,101.54,102.57,136.51,110.07,94.74,151.53,94.77,110.98
305,112.88,105.48,101.74,112.98,107.78,100.59,111.71,102.78,103.92,140.12,111.63,92.4,151.48,96.32,112.67
306,100.84,89.64,103.19,106.23,90.29,86.36,113.51,87.46,80.27,141.79,86.22,94.14,151.61,82.79,105.37
307,102.07,81.33,87.69,106.1,83.09,80.17,106.67,81.0,74.9,133.46,82.1,80.88,151.01,77.69,105.28
308,132.58,46.38,79.63,109.13,58.51,52.46,106.62,55.58,83.24,130.48,107.42,75.81,150.87,54.05,109.43
309,113.2,80.27,45.37,105.9,85.87,79.74,109.36,81.96,91.98,145.11,104.44,52.55,150.2,77.87,105.72
310,116.5,47.42,78.52,97.96,57.24,51.65,106.24,54.42,37.39,134.59,96.5,75.93,150.13,52.39,98.17
311,114.62,47.64,46.34,96.67,57.13,51.67,98.23,54.29,36.64,149.94,95.24,50.94,149.85,52.33,96.87
312,115.47,38.94,46.5,94.6,49.61,44.13,96.89,47.06,32.56,148.39,93.16,50.94,97.86,45.39,94.88
313,115.62,37.47,38.06,94.21,48.3,42.86,94.8,45.86,22.81,147.68,92.77,44.1,95.5,44.29,94.51
314,117.78,33.89,36.62,94.62,45.42,39.96,94.4,43.02,21.86,152.05,93.17,42.97,95.13,41.67,94.96
315,114.52,48.11,33.12,96.66,57.48,51.87,94.83,54.72,27.61,153.27,95.24,40.46,95.49,52.3,96.86
316,113.24,59.78,47.06,99.38,67.67,61.84,96.93,64.53,22.26,152.88,97.97,50.95,97.91,61.11,99.46
317,107.99,58.46,58.54,95.29,65.81,60.28,99.7,62.88,19.39,153.64,93.96,59.64,100.66,59.69,95.36
318,111.39,2.39,57.25,80.37,16.81,12.15,95.61,15.4,-7.87,148.98,78.93,58.15,96.49,16.1,80.94
319,113.89,-3.4,2.35,80.35,12.0,7.3,80.44,10.69,21.17,142.54,78.87,15.28,80.49,11.79,80.99
320,113.86,-3.44,-3.35,80.35,11.95,7.26,80.4,10.55,21.15,148.93,78.85,-69.12,80.37,11.73,81.0
321,111.35,2.39,-3.38,80.38,16.82,12.17,80.39,15.33,23.09,148.94,78.92,-69.17,80.37,16.1,80.97
322,111.35,2.4,2.35,80.38,16.82,12.17,80.45,15.33,23.16,147.82,78.92,-64.86,80.5,16.09,80.97
323,111.36,2.39,2.36,80.38,16.81,12.16,80.44,15.32,23.16,159.96,78.92,15.28,80.51,16.09,80.97
324,114.2,1.95,2.35,82.28,16.79,12.03,80.45,15.27,24.2,159.97,80.78,15.28,80.5,16.1,82.89
325,114.2,1.95,1.91,82.28,16.8,12.04,82.34,15.28,21.88,162.28,80.78,15.28,82.41,16.11,82.88
326,120.97,0.9,1.92,86.79,16.76,11.73,82.34,15.18,24.37,154.01,85.21,15.28,82.4,16.14,87.44
327,120.97,0.9,0.89,86.79,16.75,11.73,86.85,15.17,24.36,159.5,85.21,15.28,86.89,16.14,87.44
328,122.16,0.72,0.88,87.58,16.75,11.68,86.85,15.16,23.95,159.5,85.98,15.28,86.89,16.14,88.25
329,126.13,-2.75,0.71,89.33,14.11,8.97,87.65,12.61,23.9,188.42,87.68,15.28,87.68,13.86,90.05
330,140.58,17.13,-2.7,105.9,33.86,27.87,89.39,31.64,40.8,191.15,104.08,13.0,89.35,31.74,106.52
331,136.34,20.41,16.87,103.84,36.2,30.33,106.04,33.97,35.04,206.62,102.08,30.58,152.28,33.77,104.4
332,136.5,17.84,20.1,103.13,33.9,28.07,103.98,31.6,33.74,161.6,101.4,32.56,454.53,31.75,103.7
333,136.46,17.85,17.56,103.12,33.91,28.07,103.26,31.6,33.75,161.26,101.39,30.58,291.2,31.73,103.69
334,163.33,-0.74,17.54,116.45,20.8,14.06,103.25,18.56,33.31,161.24,114.37,30.58,288.16,20.2,117.33
335,160.85,-0.88,-0.73,114.64,20.36,13.72,116.53,18.15,32.13,167.34,112.58,19.05,181.06,19.77,115.5
336,103.04,22.07,-0.87,80.51,33.27,28.79,114.71,31.32,18.29,165.24,79.24,18.64,183.43,30.91,80.87
337,104.06,22.1,21.71,82.5,33.03,28.82,80.62,31.25,29.2,120.79,77.65,29.95,166.75,30.8,82.75
338,86.86,25.64,21.75,159.29,5.37,25.45,82.62,18.18,-119.05,141.14,-94.36,29.88,173.09,16.32,151.63
339,125.09,30.24,25.23,127.81,34.12,36.67,160.62,36.56,-1.93,184.23,44.04,16.28,180.91,35.99,125.64
340,156.53,-3.74,29.75,127.57,11.73,9.81,128.29,12.41,19.21,178.03,77.7,34.95,130.86,13.9,126.95
341,224.69,-14.85,-3.68,155.87,16.3,7.29,127.87,13.63,71.17,199.73,152.98,13.01,166.58,16.41,157.2
342,156.52,-3.71,-14.56,127.58,11.75,9.83,155.93,12.43,19.22,243.91,77.7,15.02,172.14,13.91,126.95
343,160.63,-2.26,-3.66,123.09,16.15,11.95,127.88,15.46,37.93,199.73,95.44,13.04,166.58,17.02,123.16
344,165.7,-2.13,-2.23,127.68,16.47,12.48,123.28,16.1,38.71,173.5,97.07,16.01,149.41,17.61,127.67
345,158.56,-3.37,-2.1,127.6,12.71,10.42,127.9,13.3,26.13,178.35,81.72,16.57,149.41,14.73,127.08
346,168.11,-1.74,-3.32,127.7,17.71,13.13,127.88,17.01,60.89,175.67,102.25,13.82,166.58,18.53,127.87
347,168.11,-1.74,-1.72,127.7,17.71,13.13,127.9,17.01,60.89,176.27,102.25,17.46,166.59,18.53,127.87
348,168.11,-1.74,-1.72,127.7,17.71,13.13,127.9,17.01,60.89,176.27,102.25,17.46,166.59,18.53,127.87
349,180.1,-2.26,-1.72,127.82,21.55,14.32,127.9,19.42,72.2,176.27,125.46,17.46,166.59,21.15,128.77
350,171.12,-3.41,-2.24,127.72,17.22,12.09,127.9,16.27,56.81,181.07,106.53,19.91,149.38,17.89,128.05
351,158.89,-4.96,-3.37,127.59,11.34,9.07,127.89,11.96,35.9,177.69,80.81,16.79,178.87,13.46,127.06
352,166.11,-4.01,-4.91,127.15,15.01,10.9,127.87,14.6,12.22,173.08,96.98,12.55,178.83,16.17,127.17
353,166.7,-4.01,-3.97,127.68,15.05,10.93,127.36,14.64,12.29,177.68,97.19,15.15,166.57,16.19,127.69
354,166.7,-3.99,-3.97,127.67,15.07,10.98,127.88,14.68,12.32,178.23,97.19,15.17,178.85,16.28,127.69
355,158.85,-0.56,-3.95,127.62,15.68,13.05,127.88,16.02,17.74,178.24,84.56,15.25,149.27,17.24,127.17
356,170.55,-3.95,-0.55,131.02,15.69,11.33,127.9,14.99,27.19,165.68,98.88,16.28,149.32,16.62,130.97
357,162.86,3.87,-3.91,130.97,20.65,17.36,131.24,20.43,23.05,172.31,90.55,15.58,149.27,21.4,130.55
358,171.99,-3.27,3.8,132.62,16.38,12.08,131.26,15.73,32.98,169.15,99.48,20.36,131.46,17.33,132.54
359,185.75,-2.2,-3.21,132.76,22.46,14.85,132.85,19.91,55.8,189.96,127.56,16.28,149.28,21.71,133.63
360,185.08,-2.49,-2.16,134.35,21.4,14.41,132.86,19.24,51.88,195.15,123.11,20.45,149.3,21.02,135.03
361,221.95,-7.5,-2.45,155.89,22.89,13.54,134.48,19.77,71.58,195.94,153.1,19.79,134.61,21.84,157.08
362,219.03,-0.71,-7.38,155.92,28.55,19.24,155.98,25.32,73.82,242.57,153.18,20.4,466.08,26.89,157.04
363,219.6,-0.69,-0.7,156.34,28.65,19.31,156.03,25.4,74.08,241.27,153.59,25.39,156.06,26.97,157.46
364,225.81,-0.43,-0.68,160.85,29.71,20.1,156.44,26.37,40.3,241.75,158.02,25.47,156.46,27.73,162.0
365,225.28,-0.45,-0.42,160.46,29.62,20.03,160.96,26.28,40.13,254.66,157.64,26.19,160.99,27.88,161.61
366,225.81,-0.43,-0.44,160.85,29.71,20.1,160.57,26.36,40.37,254.21,158.02,26.33,160.6,27.96,162.0
367,220.55,12.05,-0.42,160.95,40.17,30.6,160.96,36.61,37.95,254.66,158.23,26.41,161.0,37.28,161.98
368,224.37,11.55,11.87,163.39,40.94,30.5,161.09,36.81,39.28,228.37,160.59,35.61,183.58,37.28,164.41
369,220.72,12.04,11.38,160.93,40.89,30.62,163.51,36.8,37.93,231.32,158.19,35.59,190.07,37.26,161.94
370,220.68,12.11,11.86,160.92,40.92,30.64,161.07,36.82,37.82,228.36,158.18,35.59,575.1,37.24,161.93
371,215.82,23.57,11.92,160.99,50.43,40.2,161.06,46.17,39.27,238.97,158.35,35.59,511.43,38.61,161.89
372,216.05,23.03,23.17,161.01,49.98,39.77,161.15,45.7,41.4,236.83,158.34,37.09,511.84,45.33,161.89
373,216.52,20.34,22.64,160.5,47.66,37.45,161.17,43.42,37.08,236.93,157.82,43.55,224.35,43.24,161.41
374,214.99,24.95,20.0,160.81,51.54,41.34,160.66,47.21,38.78,250.86,158.16,41.52,179.09,46.73,161.67
375,219.77,23.74,24.5,163.83,51.14,40.73,160.95,46.76,40.27,250.31,161.14,44.96,522.85,46.38,164.72
376,219.99,24.95,23.34,164.3,52.23,41.79,163.95,47.83,39.12,254.1,161.64,44.57,182.97,47.35,165.21
377,226.29,24.58,24.5,168.7,52.76,42.02,164.42,48.22,41.61,254.77,165.93,45.52,183.0,47.57,169.64
378,220.25,24.69,24.11,164.33,52.07,41.63,168.84,47.66,39.05,259.96,161.66,45.69,182.95,47.19,165.24
379,230.38,23.22,24.22,171.15,52.15,41.28,164.43,47.62,60.69,254.9,168.35,45.35,165.0,47.1,172.12
380,262.56,14.34,22.76,191.21,49.01,36.47,171.27,44.19,68.55,254.26,188.11,45.19,171.79,38.6,192.45
381,226.13,24.32,14.05,168.3,52.89,41.9,191.35,48.44,59.36,279.48,165.69,36.81,191.71,47.63,169.27
382,230.6,23.22,23.83,171.15,52.52,41.37,168.42,48.01,40.51,250.71,168.47,45.77,168.91,47.33,172.17
383,261.99,16.6,22.75,191.5,50.98,38.44,171.27,46.09,51.03,258.35,188.41,45.44,171.77,45.96,192.7
384,283.35,20.27,16.29,207.8,57.06,43.62,191.59,51.84,61.41,283.45,204.47,43.96,192.02,48.48,209.09
385,287.6,21.02,19.91,211.09,58.31,44.66,207.9,53.03,48.04,301.83,207.71,46.43,208.41,48.68,212.39
386,299.2,20.42,20.64,219.17,59.39,45.22,211.22,53.93,52.62,278.64,215.65,46.6,253.05,48.9,220.54
387,229.36,24.17,20.08,170.61,53.15,42.18,219.28,48.77,24.99,288.21,167.93,46.76,253.01,47.63,171.59
388,229.32,24.42,23.76,170.65,53.39,42.4,170.68,48.98,46.9,230.61,168.01,45.76,211.07,47.66,171.63
389,230.33,24.34,24.0,171.36,53.49,42.5,170.73,49.06,47.31,254.06,168.7,45.75,253.02,47.66,172.34
390,219.98,25.42,23.95,164.36,53.04,42.44,171.41,48.75,43.4,254.89,161.83,45.78,253.02,47.55,165.31
391,226.43,24.26,25.01,168.61,52.9,42.02,164.43,48.49,71.51,246.48,165.99,45.68,253.02,38.98,169.6
392,165.02,149.95,23.92,163.8,157.32,147.24,168.7,150.55,87.39,257.63,162.6,37.44,211.07,62.86,163.66
393,203.47,58.26,147.83,162.96,80.15,69.99,163.96,75.51,75.3,227.26,160.79,62.49,210.94,51.59,163.62
394,217.87,25.24,57.44,162.94,52.39,42.11,163.15,48.43,65.34,244.22,160.38,50.06,211.03,38.93,163.88
395,218.08,24.85,24.88,162.96,52.06,41.81,163.08,48.16,65.33,253.22,160.4,37.37,211.06,38.91,163.9
396,217.74,24.79,24.52,162.75,52.05,41.82,163.07,48.16,65.19,253.31,160.19,37.32,211.07,38.93,163.67
397,218.52,23.47,24.51,162.89,51.01,40.81,162.88,47.14,67.79,253.03,160.32,37.34,748.71,38.74,163.85
398,207.51,47.69,23.28,162.81,71.62,61.48,163.01,67.2,70.87,256.22,160.48,37.17,742.42,41.78,163.54
399,216.35,27.85,47.4,162.78,54.78,44.56,162.97,50.79,68.31,251.21,160.26,40.51,514.36,39.27,163.67
400,216.98,26.26,27.68,162.71,53.34,43.15,162.89,49.41,66.6,255.18,160.17,37.78,748.52,47.64,163.61
401,216.88,26.58,26.04,162.74,53.63,43.43,162.85,49.69,66.66,231.08,160.2,45.8,513.6,47.66,163.64
402,217.93,24.39,26.37,162.76,51.82,41.63,162.85,47.95,63.62,231.05,160.19,45.82,163.66,38.85,163.7
403,217.97,24.26,24.24,162.78,51.8,41.66,162.84,47.98,104.29,231.52,160.24,37.32,163.62,30.34,163.72
404,217.86,24.54,24.16,162.79,52.32,41.87,162.86,48.19,104.38,260.25,160.26,29.1,163.61,30.41,163.73
405,226.23,24.16,24.41,168.64,53.08,43.1,162.88,48.85,106.91,260.21,166.01,29.12,163.68,29.2,169.63
406,226.88,22.97,24.01,168.72,52.08,42.04,168.73,47.82,106.82,267.14,166.07,26.46,169.52,29.06,169.72
407,226.4,24.19,22.81,168.76,53.1,43.3,168.81,48.84,105.38,260.27,166.12,26.39,169.54,24.53,169.72
408,232.96,23.85,24.02,173.33,53.71,43.63,168.85,49.33,107.94,260.05,170.61,21.65,169.62,24.62,174.35
409,219.46,24.34,23.71,163.87,52.23,41.73,173.45,48.0,104.84,265.49,161.29,21.68,174.18,30.3,164.8
410,219.46,24.34,24.16,163.87,52.23,41.73,164.01,48.0,104.84,249.28,161.29,29.07,164.73,30.3,164.8
411,219.46,24.34,24.16,163.87,52.23,41.73,164.01,48.0,104.84,249.28,161.29,29.07,164.73,30.3,164.8
412,233.39,22.63,24.16,173.28,52.65,41.54,164.01,48.28,110.09,249.28,170.52,29.07,164.73,30.44,174.31
413,243.22,22.13,22.52,180.11,53.55,42.99,173.42,49.03,111.62,240.86,177.26,29.16,174.13,24.64,181.2
414,243.2,22.15,22.02,180.16,53.58,43.03,180.28,49.04,111.63,248.95,177.28,21.69,180.95,24.62,181.23
415,241.18,22.21,22.06,178.82,53.66,41.87,180.37,48.94,93.73,248.96,175.92,21.69,180.95,39.17,179.89
416,229.21,23.73,22.15,170.77,53.36,42.57,178.99,48.85,88.89,261.64,168.02,37.52,179.54,38.43,171.76
417,227.31,23.77,23.64,169.45,53.17,42.05,170.93,48.68,88.54,251.91,166.72,36.08,171.52,39.05,170.43
418,239.0,9.54,23.73,173.23,41.87,30.32,169.61,37.47,85.46,250.34,170.3,37.45,170.17,37.41,174.39
419,228.0,19.19,9.52,168.45,49.12,38.03,173.36,44.69,83.92,245.55,165.7,35.61,173.62,38.43,169.49
420,231.1,19.0,19.17,170.65,49.4,38.19,168.6,44.94,85.15,238.03,167.86,36.77,169.11,38.48,171.69
421,215.58,23.01,19.0,160.88,50.92,40.38,170.8,46.66,87.78,240.6,158.29,36.83,171.28,38.66,161.82
422,196.4,15.68,23.01,144.9,41.58,32.05,161.03,37.83,77.59,193.88,142.53,37.08,161.6,37.17,145.79
423,220.03,11.92,15.68,160.52,41.46,30.82,145.05,37.37,86.15,176.62,157.83,35.57,145.44,37.3,161.57
424,164.7,20.27,11.94,123.79,41.39,33.34,160.65,38.14,66.96,195.68,121.81,35.61,160.99,37.01,124.48
425,214.0,12.96,20.29,156.58,41.58,31.21,123.91,37.58,84.95,140.81,153.97,35.59,124.46,37.16,157.58
426,229.8,8.25,12.98,166.32,39.48,28.38,156.7,35.3,89.45,180.68,163.49,35.48,157.09,35.29,167.44
427,222.09,4.78,8.26,159.72,35.23,24.56,166.44,31.26,71.51,193.05,156.97,33.58,166.72,32.17,160.82
428,213.1,10.74,4.78,155.17,39.74,29.08,159.82,35.41,70.46,186.03,152.54,30.55,160.01,35.16,156.17
429,241.38,21.81,10.73,178.81,53.71,41.55,155.3,48.63,84.23,179.49,175.86,33.57,155.66,34.27,179.86
430,263.62,1.08,21.75,188.04,38.04,24.98,178.95,32.91,86.09,204.97,184.74,31.24,179.63,32.39,189.37
431,232.6,15.45,1.08,170.5,46.65,35.01,188.17,41.85,77.48,231.14,167.64,30.64,188.24,32.56,171.55
432,232.03,9.58,15.4,168.23,41.27,29.71,170.63,36.59,75.55,207.74,165.37,31.11,171.07,32.23,169.33
433,224.49,-0.5,9.54,159.68,31.11,19.99,168.36,26.76,70.59,206.26,156.86,30.71,168.65,27.44,160.82
434,224.49,-0.5,-0.5,159.68,31.11,19.99,159.78,26.76,70.59,209.74,156.86,25.92,159.81,27.44,160.82
435,224.49,-0.5,-0.5,159.68,31.11,19.99,159.78,26.76,70.59,209.74,156.86,25.92,159.81,27.44,160.82
436,217.89,-0.77,-0.5,154.89,29.94,19.15,159.78,25.73,74.21,209.74,152.16,25.92,159.81,26.63,156.0
437,217.89,-0.76,-0.76,154.89,29.94,19.15,154.99,25.73,74.13,181.51,152.16,25.15,181.06,26.4,156.0
438,304.15,2.71,-0.76,217.41,45.2,30.11,154.99,39.24,111.95,181.51,213.61,24.93,155.01,32.75,218.93
439,175.01,-2.5,2.7,123.81,22.35,13.7,217.56,19.01,40.05,254.03,121.61,30.94,217.67,19.67,124.72
440,125.1,-4.51,-2.49,87.65,13.62,7.33,123.88,11.13,16.55,135.75,86.06,18.5,123.87,11.02,88.31
