,electricity-load-nyiso-hud_valley,electricity-load-nyiso-longil,electricity-load-nyiso-centrl,electricity-load-nyiso-north,electricity-load-nyiso-millwd,electricity-load-nyiso-dunwod,electricity-load-nyiso-capitl,electricity-load-nyiso-genese,electricity-load-nyiso-nyc,electricity-load-nyiso-west,electricity-load-nyiso-mhk_valley,electricity-load-nyiso-overall
76,1071.0388,2578.4485,1750.502,562.1794,302.249,719.5676,1288.9009,1169.5641,6287.0254,1722.254,837.5094,18289.239100000003
77,1058.5248,2541.108,1777.6089,579.1215,314.5914,713.9437,1314.972,1162.3429,6232.138,1760.0607,835.8643,18290.2762
78,1080.2898,2524.2878,1777.438,568.6314,301.7089,698.9584,1294.7826,1155.0386,6218.8623,1734.5317,826.8752,18181.4047
79,1068.0786,2513.0894,1756.7483,580.5339,308.3763,701.6797,1285.7432,1151.342,6192.544,1727.8635,828.6951,18114.694
80,1044.2102,2504.6416,1711.1707,582.447,303.7277,699.9983,1305.5243,1146.3517,6165.657,1736.9281,820.8173,18021.4739
81,1013.9081,2479.2615,1735.0037,587.6896,307.5676,693.3055,1279.6392,1138.3555,6126.824,1718.3313,811.8342,17891.7202
82,1042.216,2477.258,1751.8645,578.2824,291.4236,699.0239,1261.8862,1134.805,6122.314,1721.3071,817.4155,17897.796199999997
83,1019.82,2456.394,1741.7693,566.5477,290.4668,686.8524,1263.2168,1130.8175,6068.309,1708.1827,823.5836,17755.9598
84,1027.7463,2442.9402,1741.0754,570.2009,290.2618,682.4527,1259.9885,1123.0845,6091.626,1705.4911,817.1151,17751.9825
85,1015.2341,2432.2422,1735.669,570.7943,307.2725,677.7821,1246.8293,1117.8943,6054.508,1699.0227,815.9504,17673.1989
86,1008.9707,2433.1309,1684.273,571.0095,285.2735,675.4895,1253.6824,1112.8396,6033.5156,1684.2588,817.95,17560.3935
87,1018.6685,2418.3784,1690.8523,571.5084,281.1895,673.8324,1241.1742,1112.3499,6019.6885,1710.6292,804.173,17542.444300000003
88,1013.9482,2411.2688,1701.1646,575.6702,282.1355,670.711,1241.7576,1103.0364,5998.921,1683.7571,812.6815,17495.051900000002
89,1002.9291,2392.691,1677.4685,566.2584,281.0462,677.5891,1237.1957,1099.5405,5951.3184,1683.6476,809.0425,17378.727000000003
90,999.5957,2380.645,1707.5017,558.5661,290.2273,668.1613,1235.4165,1100.3032,5966.5586,1661.8467,808.5803,17377.4024
91,976.9925,2363.088,1710.7715,559.5541,283.8862,673.0706,1240.1357,1096.7537,5938.036,1665.8154,795.1381,17303.2418
92,971.9044,2363.839,1700.0894,564.1775,290.5843,667.7516,1222.3932,1092.2461,5916.5103,1660.7754,800.8153,17251.0865
93,968.8549,2366.412,1703.6208,579.0221,288.9019,661.2991,1229.0369,1084.7903,5900.6855,1652.1025,785.8601,17220.5861
94,989.0112,2349.451,1697.3689,570.7087,276.2151,652.3654,1219.7181,1077.7327,5882.669,1645.5791,784.9457,17145.7649
95,994.7645,2345.2866,1689.0312,574.67,274.0179,658.9664,1213.2562,1075.6489,5881.77,1661.223,775.1578,17143.792500000003
96,979.1052,2336.8735,1694.0586,567.3041,288.541,647.1819,1213.6155,1077.2559,5845.09,1653.3618,771.0652,17073.452699999998
97,960.2638,2317.6243,1633.9404,581.3712,277.9653,657.4681,1217.8285,1076.6321,5831.588,1660.8942,770.0903,16985.6662
98,976.0862,2308.8972,1656.5999,575.6944,270.1785,657.8464,1211.9551,1069.6995,5833.619,1642.5114,770.794,16973.881599999997
99,959.7469,2304.1787,1662.0874,564.3931,266.3868,665.9394,1208.743,1066.0413,5795.835,1639.077,767.1642,16899.5928
100,932.5186,2300.1006,1651.0496,574.7798,277.0604,659.3384,1205.8262,1062.9706,5809.991,1660.398,774.0197,16908.052900000002
101,948.8378,2284.2046,1653.5334,574.382,276.734,653.1616,1215.5596,1056.6606,5777.285,1640.2487,767.275,16847.882299999997
102,962.4617,2279.8354,1662.2017,571.9359,272.0053,645.2705,1213.5554,1063.0955,5759.0503,1638.2638,766.556,16834.2315
103,945.9022,2273.127,1656.6868,575.5527,271.8438,654.9023,1213.6165,1060.2908,5755.022,1630.4302,755.1322,16792.5065
104,927.7148,2264.1865,1654.1135,570.8292,269.7268,647.5057,1212.6973,1053.5532,5752.0396,1607.2064,757.2635,16716.8365
105,936.6588,2250.0762,1654.4932,569.5086,261.9783,642.0933,1202.0576,1050.8386,5745.101,1634.313,761.1038,16708.222400000002
106,965.5952,2259.145,1646.0696,569.3127,265.157,645.8932,1194.2604,1056.8718,5731.581,1615.1045,763.0089,16711.9993
107,965.5952,2259.145,1646.0696,569.3127,265.157,645.8932,1194.2604,1056.8718,5731.581,1615.1045,763.0089,16711.9993
108,941.8673,2252.2805,1596.5305,575.473,254.4808,644.4639,1197.8943,1046.4929,5724.2715,1650.0264,761.5413,16645.3224
109,952.361,2244.5708,1597.3916,564.5053,262.8512,639.3232,1186.9299,1043.249,5704.628,1617.3201,764.3487,16577.4788
110,947.0189,2248.5952,1583.1865,564.1039,255.7554,639.3062,1187.1526,1038.1648,5737.246,1617.9008,758.7004,16577.1307
111,948.9023,2239.824,1619.2705,566.3395,258.6805,633.2368,1187.7207,1040.6251,5705.552,1614.6259,753.1888,16567.9661
112,942.504,2237.171,1615.9438,569.0158,260.3734,628.6478,1189.25,1039.9048,5693.0166,1619.6672,757.4822,16552.9766
113,946.9951,2241.643,1619.041,564.607,259.1766,630.7334,1186.6829,1034.1342,5682.5264,1607.4177,757.0914,16530.0487
114,951.6691,2233.4956,1643.3618,567.4379,260.0277,629.0667,1187.6467,1036.6125,5680.3154,1595.1039,756.3778,16541.115100000003
115,933.8584,2235.1162,1618.323,569.7332,260.1298,631.6062,1185.9482,1036.1465,5670.161,1608.2274,761.7788,16511.028700000003
116,928.0411,2227.353,1620.3396,570.5132,259.2004,627.9487,1190.5051,1033.5945,5656.0513,1604.8859,750.7946,16469.2274
117,922.6077,2220.0642,1640.0935,563.0651,259.5999,624.009,1188.4026,1036.8589,5670.2324,1620.9119,756.9795,16502.824699999997
118,922.6077,2220.0642,1640.0935,563.0651,259.5999,624.009,1188.4026,1036.8589,5670.2324,1620.9119,756.9795,16502.824699999997
119,919.3129,2244.3057,1646.6011,574.6729,263.3154,629.2071,1195.2002,1038.8062,5687.1406,1625.9149,751.337,16575.814
120,919.3129,2244.3057,1646.6011,574.6729,263.3154,629.2071,1195.2002,1038.8062,5687.1406,1625.9149,751.337,16575.814
121,933.7487,2243.2063,1639.0579,566.6023,263.687,626.2174,1197.1295,1043.2814,5692.8486,1608.0422,769.5924,16583.4137
122,916.9606,2236.8013,1604.4868,578.5955,253.1424,632.6758,1198.3112,1032.1592,5696.8965,1626.5127,759.8311,16536.3731
123,916.9606,2236.8013,1604.4868,578.5955,253.1424,632.6758,1198.3112,1032.1592,5696.8965,1626.5127,759.8311,16536.3731
124,921.7498,2231.9883,1613.3013,571.8939,255.3836,629.5376,1200.9506,1039.5952,5694.79,1610.047,773.3972,16542.634499999996
125,939.3191,2228.9019,1621.8674,572.6732,257.0443,624.9509,1199.5978,1038.4066,5710.951,1638.7843,771.3809,16603.8774
126,914.9097,2239.663,1611.5952,571.6442,261.8402,635.9674,1200.0833,1045.5958,5696.455,1615.266,771.5632,16564.583000000002
127,917.4207,2240.8408,1617.7698,572.3767,261.281,625.9691,1206.6099,1045.7126,5701.504,1619.661,775.1918,16584.3374
128,930.5106,2235.1843,1655.0588,572.5751,262.2423,635.7377,1211.2026,1046.7601,5718.2744,1622.6167,778.5585,16668.7211
129,952.8396,2241.2861,1654.679,568.9972,250.0955,637.2708,1199.6367,1058.4927,5713.796,1627.5527,787.3164,16691.9627
130,945.8752,2245.2183,1671.0298,564.0352,267.6177,634.5791,1214.953,1056.0795,5757.831,1656.7605,788.7535,16802.7328
131,938.1289,2260.6057,1686.9297,565.1907,268.3268,638.3524,1215.2708,1067.3942,5775.5547,1658.7786,798.798,16873.3305
132,952.0099,2277.062,1680.4963,573.3842,270.2199,647.915,1224.978,1070.7626,5803.066,1653.4512,796.7489,16950.094
133,945.3664,2275.651,1695.3628,579.9259,273.9878,649.8456,1220.7332,1076.4236,5809.525,1664.4081,795.9918,16987.2212
134,951.0126,2276.0342,1707.0806,579.8633,272.6547,649.8752,1221.8745,1079.7046,5815.916,1687.5419,802.9225,17044.4801
135,942.8696,2296.0542,1716.4749,570.601,265.7861,664.9021,1227.6387,1081.1023,5840.545,1673.9509,803.7592,17083.684
136,981.0679,2265.295,1716.3066,577.5457,263.5008,647.7103,1231.9827,1088.892,5865.7485,1679.9773,805.5095,17123.5363
137,942.7783,2285.4268,1713.0249,575.2105,268.3518,654.5216,1243.9238,1078.0249,5859.5566,1687.7133,810.4916,17119.0241
138,974.5083,2281.276,1666.7761,574.8953,269.9618,653.8743,1236.6328,1085.2119,5889.8193,1695.927,817.4157,17146.298499999997
139,969.7462,2267.7026,1689.0369,587.2937,272.7318,650.4027,1240.0701,1083.4042,5901.1313,1684.9846,822.9494,17169.4535
140,978.0362,2274.859,1736.9285,579.9457,281.3312,656.6301,1243.4713,1084.693,5941.9775,1678.6089,822.6305,17279.1119
141,946.9722,2294.1958,1721.9358,591.26,286.469,662.4479,1255.8467,1085.3872,5985.842,1682.4171,812.945,17325.7187
142,992.7977,2309.8499,1748.7002,590.9146,283.371,665.0661,1262.8184,1095.6691,6060.0396,1717.7168,826.0488,17552.9922
143,966.3986,2331.4194,1715.3994,586.7294,296.5407,666.1409,1272.661,1108.6138,6075.1685,1723.9906,824.0075,17567.0698
144,971.4329,2330.6494,1762.9541,587.757,287.5175,681.1536,1286.0474,1114.7808,6114.078,1701.5819,825.8012,17663.7538
145,982.5729,2337.7751,1775.603,588.0264,294.6532,673.3018,1285.8788,1118.6361,6154.6875,1712.3678,841.7055,17765.208100000003
146,980.314,2365.3071,1778.654,587.3322,286.3362,677.8334,1297.978,1124.1667,6159.6064,1716.8514,849.1306,17823.51
147,989.3911,2371.601,1792.3022,592.1101,291.0394,675.9252,1295.231,1125.2582,6218.848,1739.6941,844.5553,17935.955599999998
148,995.7822,2374.1833,1802.1901,594.3641,290.9089,698.0597,1293.6434,1132.7123,6256.625,1735.6946,862.3072,18036.4708
149,994.3247,2389.4683,1760.6729,596.3463,291.2171,688.7841,1303.3558,1137.3257,6301.9424,1751.1261,850.2853,18064.8487
150,1005.6901,2401.6826,1785.231,593.4772,310.8155,684.1576,1314.4703,1131.353,6350.79,1756.6252,878.9584,18213.2509
151,1014.8746,2433.4883,1793.9766,598.3405,296.6092,691.7437,1320.972,1152.605,6327.8105,1744.4523,871.1426,18246.0153
152,1001.3443,2426.909,1832.6737,594.2562,292.4047,704.6071,1326.1759,1153.7981,6418.9697,1767.1299,867.0012,18385.2698
153,1031.3896,2457.6792,1853.1406,592.5121,299.9255,701.2132,1333.3923,1163.3075,6446.2163,1774.8171,877.3215,18530.9149
154,1011.3972,2483.3066,1825.0367,589.3134,307.0925,719.3419,1340.8658,1177.9847,6473.694,1775.6128,887.2357,18590.881299999997
155,1028.4587,2524.2231,1864.1912,588.8501,302.559,748.7225,1356.2534,1187.6865,6567.309,1808.1129,906.7788,18883.1452
156,1046.438,2543.0815,1886.6145,599.0526,311.1864,731.5808,1354.9873,1194.0527,6614.1143,1842.454,901.0759,19024.638000000003
157,1062.8661,2537.2188,1907.8645,604.8037,312.3622,749.7272,1369.1808,1205.8538,6640.3145,1819.8413,899.8029,19109.8358
158,1066.2969,2570.08,1914.5061,596.4091,319.4309,760.57,1372.974,1210.3245,6670.626,1856.0382,920.3112,19257.566899999998
159,1064.3715,2598.9893,1877.4022,600.949,323.5811,750.3788,1382.6499,1217.661,6682.3125,1857.0969,911.6075,19266.9997
160,1076.9043,2583.907,1864.4164,604.849,326.1903,749.6404,1390.5431,1223.6133,6744.173,1872.0151,919.9477,19356.1996
161,1081.9421,2618.255,1915.8958,611.9724,324.9983,761.4051,1393.1748,1226.4956,6813.8857,1858.4297,921.7716,19528.2261
162,1072.8726,2640.0854,1916.9983,606.2179,319.752,745.5074,1407.3236,1234.8807,6849.093,1863.927,921.0216,19577.6795
163,1100.7249,2653.8906,1946.2155,613.5033,312.9446,756.3346,1401.2416,1240.7981,6855.054,1870.2676,931.1304,19682.1052
164,1093.1211,2655.7266,1925.4836,613.9274,325.1808,768.4889,1404.5688,1245.4861,6892.335,1904.8403,928.0006,19757.159200000002
165,1146.0153,2697.2085,1933.5358,597.3422,329.9839,802.4431,1416.0748,1256.6812,6940.3457,1909.3594,940.017,19969.0069
166,1134.8,2742.2227,1954.11,598.8926,329.0944,789.188,1435.4338,1265.6941,6979.961,1909.244,934.5062,20073.1468
167,1113.1248,2748.8955,1942.2544,597.9467,345.1465,827.499,1423.417,1274.3853,7006.5664,1934.6973,954.1781,20168.111
168,1101.6626,2796.332,1950.8998,600.0762,352.9168,833.9169,1432.8875,1283.3733,7026.3438,1966.5555,965.8142,20310.7786
169,1142.942,2805.542,1971.3535,589.6632,347.3815,824.9015,1431.652,1286.5316,7049.333,1936.7251,955.7799,20341.805299999996
170,1154.6016,2827.7356,1970.065,600.4172,346.4479,831.019,1438.2778,1294.0422,7081.5063,1970.8171,965.5162,20480.4459
171,1154.6699,2853.3682,1930.7548,592.7963,358.0558,829.1078,1431.5242,1310.7684,7101.5967,1962.6467,963.8613,20489.150100000003
172,1161.5325,2855.7222,1963.6384,604.1572,360.2892,822.8558,1443.0477,1305.4353,7140.4297,1945.4531,958.7614,20561.3225
173,1161.5325,2855.7222,1963.6384,604.1572,360.2892,822.8558,1443.0477,1305.4353,7140.4297,1945.4531,958.7614,20561.3225
174,1162.5808,2897.6362,1988.6555,606.6904,358.8353,817.0611,1446.6101,1315.0842,7242.6562,1991.039,973.9508,20800.799600000002
175,1168.8486,2904.23,1987.0183,595.9823,359.981,831.5559,1454.8334,1321.8357,7289.74,1980.1813,977.6008,20871.8073
176,1191.3774,2929.8606,1990.7894,601.4049,350.8975,830.2329,1459.8032,1338.4304,7262.505,1985.8561,965.4754,20906.632800000003
177,1187.2584,2949.2092,1988.1301,607.155,357.4206,830.3439,1458.3593,1334.6492,7339.203,1995.5336,968.4821,21015.744399999996
178,1170.883,2980.2437,2016.5023,602.0085,365.2615,825.3671,1454.6232,1343.8743,7379.413,1984.1418,974.3216,21096.640000000003
179,1184.138,3006.3738,2023.2462,602.7356,393.2176,829.5653,1456.1565,1346.5159,7380.232,2010.1892,979.3627,21211.732799999998
180,1196.9312,3024.3652,2017.1941,608.2173,382.4838,844.661,1463.4083,1348.9275,7377.9355,2021.5074,972.2609,21257.8922
181,1195.5337,3019.755,1983.715,615.7002,369.3821,844.7008,1458.7545,1356.5172,7444.9297,2009.7174,970.5422,21269.2478
182,1198.6498,3050.9277,1982.5725,609.7034,369.2177,844.5747,1453.4839,1353.9539,7448.118,2023.1317,975.97,21310.303299999992
183,1220.3047,3073.1296,1993.243,603.7293,371.0386,849.6354,1457.0552,1357.4508,7498.63,2033.344,979.8713,21437.4319
184,1218.5366,3087.5703,2024.9365,614.2476,372.4016,852.8878,1461.2029,1375.5469,7524.255,2015.8452,983.7992,21531.2296
185,1234.0282,3084.3555,2031.5339,413.5123,369.5775,858.6864,1481.4052,1375.1108,7548.6494,2043.2712,986.1683,21426.2987
186,1220.4348,3114.0737,2036.8251,407.1365,379.4851,849.3792,1471.8953,1386.5771,7558.791,2053.2913,985.7055,21463.5946
187,1210.3291,3149.17,2018.7225,534.4648,377.2459,876.2185,1464.4346,1399.4421,7583.541,2052.2734,969.4373,21635.279200000004
188,1235.8358,3161.1338,2051.4478,554.4545,384.925,865.1049,1485.406,1407.9116,7607.549,2049.5535,976.3755,21779.697399999997
189,1235.3928,3178.9033,2054.7227,562.9968,395.8283,865.6409,1486.863,1415.7346,7648.791,2047.1676,979.1668,21871.2078
190,1271.8059,3205.2812,2066.9058,563.7462,397.2442,868.3204,1481.4651,1413.5223,7688.2305,2070.7266,973.4251,22000.673300000002
191,1264.1272,3218.3828,2102.2563,628.9063,409.8571,876.1108,1484.2604,1417.3447,7732.131,2037.7112,977.7095,22148.797300000002
192,1281.2501,3234.1477,2097.4917,624.0138,401.8307,886.001,1484.6792,1420.4722,7723.5576,2036.6484,976.5516,22166.644
193,1275.3961,3274.803,2058.6433,629.224,389.0262,908.9528,1505.3712,1425.4672,7750.258,2078.3926,975.269,22270.8034
194,1270.5793,3283.6584,2051.114,630.6546,404.4731,897.0751,1504.2833,1429.9584,7798.7314,2077.3738,977.4262,22325.3276
195,1259.1809,3293.061,2103.6206,621.7519,413.8278,893.351,1505.1516,1450.239,7814.26,2070.3591,982.1334,22406.936300000005
196,1273.1577,3314.2346,2104.9424,624.4152,406.4833,908.91,1511.0206,1451.9697,7832.342,2085.4985,968.4902,22481.4642
197,1294.2336,3330.8162,2106.046,622.7932,405.1751,898.6947,1503.3989,1463.7771,7860.8887,2089.2922,981.3894,22556.5051
