,electricity-fueltype-nyiso-other_fossil_fuels,electricity-fueltype-nyiso-natural_gas,electricity-fueltype-nyiso-nuclear,electricity-fueltype-nyiso-wind,electricity-fueltype-nyiso-hydro,electricity-fueltype-nyiso-other_renewables,electricity-fueltype-nyiso-dual_fuel
798,3.0,3431.0,3271.0,24.0,1844.0,249.0,2252.0
799,3.0,3496.0,3269.0,23.0,1794.0,248.0,2249.0
800,3.0,3548.0,3268.0,24.0,1790.0,246.0,2246.0
801,3.0,3544.0,3267.0,22.0,1814.0,246.0,2239.0
802,3.0,3507.0,3267.0,22.0,1825.0,251.0,2237.0
803,3.0,3452.0,3268.0,23.0,1815.0,251.0,2240.0
804,3.0,3399.0,3268.0,23.0,1807.0,252.0,2238.0
805,3.0,3393.0,3269.0,22.0,1781.0,249.0,2238.0
806,3.0,3353.0,3269.0,21.0,1861.0,249.0,2234.0
807,3.0,3333.0,3268.0,20.0,1844.0,247.0,2238.0
808,3.0,3289.0,3266.0,21.0,1865.0,245.0,2272.0
809,3.0,3269.0,3265.0,21.0,1943.0,248.0,2318.0
810,3.0,3298.0,3267.0,20.0,1974.0,250.0,2338.0
811,3.0,3350.0,3266.0,21.0,1921.0,250.0,2370.0
812,3.0,3342.0,3267.0,22.0,1948.0,250.0,2367.0
813,3.0,3335.0,3265.0,25.0,2006.0,250.0,2364.0
814,3.0,3336.0,3264.0,25.0,1988.0,252.0,2364.0
815,3.0,3303.0,3267.0,27.0,1992.0,251.0,2365.0
816,3.0,3318.0,3268.0,28.0,1961.0,250.0,2366.0
817,3.0,3306.0,3267.0,29.0,1997.0,251.0,2360.0
818,3.0,3324.0,3269.0,29.0,2033.0,251.0,2328.0
819,3.0,3324.0,3269.0,29.0,2033.0,251.0,2328.0
820,3.0,3296.0,3270.0,32.0,2092.0,253.0,2343.0
821,3.0,3383.0,3268.0,39.0,2222.0,251.0,2403.0
822,3.0,3505.0,3267.0,42.0,2379.0,253.0,2441.0
823,3.0,3517.0,3268.0,39.0,2489.0,253.0,2448.0
824,3.0,3542.0,3267.0,39.0,2543.0,252.0,2435.0
825,3.0,3553.0,3269.0,39.0,2654.0,251.0,2441.0
826,3.0,3515.0,3267.0,38.0,2744.0,252.0,2451.0
827,3.0,3495.0,3268.0,39.0,2742.0,252.0,2453.0
828,3.0,3476.0,3268.0,39.0,2733.0,252.0,2452.0
829,3.0,3472.0,3269.0,39.0,2784.0,252.0,2452.0
830,3.0,3482.0,3269.0,39.0,2751.0,252.0,2456.0
831,3.0,3480.0,3271.0,39.0,2697.0,250.0,2460.0
832,3.0,3425.0,3269.0,39.0,2788.0,252.0,2483.0
833,3.0,3421.0,3266.0,27.0,2664.0,255.0,2479.0
834,3.0,3451.0,3270.0,16.0,2512.0,252.0,2492.0
835,3.0,3483.0,3267.0,30.0,2502.0,253.0,2532.0
836,3.0,3487.0,3269.0,32.0,2527.0,256.0,2460.0
837,3.0,3473.0,3267.0,30.0,2567.0,256.0,2478.0
838,3.0,3421.0,3267.0,28.0,2605.0,260.0,2465.0
839,3.0,3349.0,3268.0,24.0,2698.0,262.0,2487.0
840,3.0,3288.0,3267.0,19.0,2764.0,260.0,2500.0
841,3.0,3286.0,3267.0,15.0,2821.0,262.0,2495.0
842,3.0,3335.0,3268.0,13.0,2863.0,263.0,2512.0
843,3.0,3440.0,3267.0,11.0,2816.0,261.0,2522.0
844,3.0,3517.0,3267.0,10.0,2783.0,261.0,2506.0
845,3.0,3548.0,3268.0,7.0,2826.0,263.0,2498.0
846,3.0,3581.0,3267.0,8.0,2948.0,260.0,2492.0
847,3.0,3630.0,3267.0,8.0,2934.0,259.0,2477.0
848,3.0,3606.0,3266.0,7.0,2948.0,261.0,2481.0
849,3.0,3551.0,3267.0,9.0,2942.0,267.0,2484.0
850,3.0,3529.0,3267.0,11.0,2924.0,266.0,2483.0
851,3.0,3516.0,3266.0,10.0,2928.0,266.0,2484.0
852,3.0,3522.0,3265.0,11.0,2960.0,269.0,2484.0
853,3.0,3534.0,3266.0,12.0,2961.0,264.0,2483.0
854,3.0,3528.0,3267.0,12.0,2948.0,260.0,2484.0
855,3.0,3545.0,3266.0,10.0,2960.0,265.0,2487.0
856,3.0,3572.0,3266.0,9.0,2936.0,268.0,2479.0
857,3.0,3548.0,3264.0,7.0,2975.0,270.0,2451.0
858,3.0,3514.0,3268.0,7.0,2955.0,270.0,2414.0
859,3.0,3505.0,3266.0,6.0,3019.0,271.0,2401.0
860,3.0,3480.0,3269.0,6.0,3010.0,271.0,2408.0
861,3.0,3482.0,3267.0,7.0,2946.0,271.0,2423.0
862,3.0,3506.0,3268.0,8.0,2966.0,270.0,2418.0
863,3.0,3510.0,3266.0,8.0,2973.0,268.0,2416.0
864,3.0,3507.0,3268.0,7.0,2966.0,271.0,2408.0
865,3.0,3510.0,3268.0,6.0,2989.0,273.0,2410.0
866,3.0,3502.0,3267.0,7.0,3057.0,271.0,2415.0
867,3.0,3502.0,3266.0,6.0,3047.0,273.0,2417.0
868,3.0,3505.0,3267.0,4.0,3049.0,273.0,2425.0
869,3.0,3492.0,3269.0,4.0,3002.0,272.0,2443.0
870,3.0,3510.0,3268.0,3.0,2923.0,273.0,2447.0
871,3.0,3475.0,3267.0,4.0,2965.0,276.0,2455.0
872,3.0,3400.0,3266.0,5.0,2999.0,281.0,2455.0
873,3.0,3359.0,3267.0,5.0,3029.0,279.0,2452.0
874,3.0,3359.0,3268.0,6.0,3067.0,280.0,2478.0
875,3.0,3392.0,3266.0,11.0,3059.0,280.0,2507.0
876,3.0,3442.0,3265.0,13.0,3034.0,278.0,2521.0
877,3.0,3454.0,3267.0,15.0,3027.0,277.0,2506.0
878,3.0,3441.0,3267.0,15.0,3045.0,277.0,2502.0
879,3.0,3443.0,3266.0,15.0,3044.0,280.0,2524.0
880,3.0,3418.0,3268.0,14.0,3031.0,281.0,2548.0
881,3.0,3418.0,3268.0,14.0,3031.0,281.0,2548.0
882,3.0,3214.0,3265.0,13.0,3024.0,276.0,2565.0
883,3.0,3229.0,3266.0,14.0,3041.0,275.0,2559.0
884,3.0,3232.0,3265.0,12.0,3037.0,278.0,2567.0
885,3.0,3232.0,3267.0,13.0,3052.0,276.0,2581.0
886,3.0,3254.0,3266.0,12.0,3078.0,274.0,2593.0
887,3.0,3271.0,3265.0,12.0,3081.0,276.0,2599.0
888,3.0,3297.0,3265.0,9.0,3070.0,275.0,2605.0
889,3.0,3327.0,3266.0,8.0,3090.0,274.0,2611.0
890,3.0,3358.0,3265.0,8.0,3080.0,275.0,2609.0
891,3.0,3358.0,3265.0,8.0,3080.0,275.0,2609.0
892,3.0,3528.0,3265.0,3.0,2993.0,275.0,2587.0
893,3.0,3546.0,3265.0,4.0,3140.0,273.0,2601.0
894,3.0,3596.0,3265.0,6.0,3218.0,274.0,2614.0
895,3.0,3659.0,3265.0,3.0,3155.0,276.0,2649.0
896,3.0,3686.0,3263.0,3.0,3029.0,274.0,2766.0
897,3.0,3700.0,3265.0,2.0,2974.0,272.0,2861.0
898,3.0,3670.0,3266.0,2.0,3034.0,276.0,2761.0
899,3.0,3688.0,3264.0,2.0,3101.0,276.0,2723.0
900,3.0,3716.0,3264.0,2.0,3115.0,274.0,2686.0
901,3.0,3749.0,3264.0,1.0,3127.0,275.0,2664.0
902,3.0,3750.0,3264.0,2.0,3150.0,272.0,2665.0
903,3.0,3736.0,3265.0,2.0,3173.0,278.0,2681.0
904,3.0,3727.0,3265.0,1.0,3164.0,283.0,2692.0
905,3.0,3746.0,3265.0,1.0,3094.0,286.0,2704.0
906,3.0,3774.0,3265.0,1.0,2967.0,281.0,2703.0
907,3.0,3783.0,3266.0,1.0,2974.0,281.0,2730.0
908,3.0,3796.0,3264.0,2.0,2967.0,281.0,2751.0
909,3.0,3816.0,3265.0,2.0,2973.0,286.0,2761.0
910,3.0,3841.0,3263.0,1.0,2926.0,289.0,2844.0
911,3.0,3841.0,3263.0,1.0,2926.0,289.0,2844.0
912,3.0,3756.0,3264.0,1.0,3026.0,285.0,2855.0
913,3.0,3762.0,3265.0,1.0,3028.0,287.0,2855.0
914,3.0,3692.0,3265.0,1.0,3044.0,285.0,2842.0
915,3.0,3684.0,3262.0,1.0,3069.0,287.0,2863.0
916,3.0,3753.0,3262.0,1.0,2950.0,284.0,2891.0
917,3.0,3729.0,3262.0,3.0,2932.0,284.0,2935.0
918,3.0,3797.0,3262.0,3.0,2782.0,285.0,2991.0
919,3.0,3809.0,3265.0,1.0,2700.0,287.0,3059.0
920,3.0,3697.0,3264.0,1.0,2773.0,288.0,2969.0
921,3.0,3582.0,3264.0,1.0,2915.0,288.0,2933.0
922,3.0,3632.0,3264.0,2.0,3002.0,286.0,2952.0
923,3.0,3678.0,3263.0,2.0,2923.0,285.0,2913.0
924,3.0,3566.0,3262.0,1.0,3048.0,284.0,2914.0
925,3.0,3608.0,3263.0,1.0,3167.0,285.0,2919.0
926,3.0,3815.0,3263.0,2.0,3091.0,284.0,2980.0
927,3.0,3880.0,3263.0,1.0,3014.0,279.0,3098.0
928,3.0,3841.0,3262.0,2.0,3123.0,278.0,3093.0
929,3.0,3728.0,3265.0,2.0,3184.0,279.0,3124.0
930,3.0,3679.0,3264.0,2.0,3203.0,282.0,3184.0
931,3.0,3778.0,3265.0,2.0,3229.0,283.0,3198.0
932,3.0,3921.0,3264.0,4.0,3223.0,281.0,3216.0
933,3.0,3976.0,3263.0,2.0,3264.0,276.0,3238.0
934,3.0,3995.0,3263.0,3.0,3249.0,270.0,3278.0
935,3.0,3969.0,3261.0,3.0,3205.0,273.0,3312.0
936,3.0,3901.0,3263.0,2.0,3258.0,277.0,3282.0
937,3.0,3937.0,3262.0,2.0,3268.0,275.0,3265.0
938,3.0,3970.0,3262.0,3.0,3228.0,273.0,3306.0
939,3.0,3946.0,3264.0,3.0,3276.0,274.0,3293.0
940,3.0,4001.0,3264.0,3.0,3255.0,277.0,3308.0
941,3.0,4001.0,3264.0,3.0,3255.0,277.0,3308.0
942,3.0,4142.0,3261.0,5.0,3329.0,272.0,3237.0
943,3.0,4172.0,3263.0,5.0,3315.0,273.0,3270.0
944,3.0,4172.0,3263.0,5.0,3315.0,273.0,3270.0
945,3.0,4157.0,3263.0,9.0,3306.0,274.0,3356.0
946,3.0,4157.0,3264.0,10.0,3357.0,274.0,3391.0
947,3.0,4199.0,3263.0,11.0,3273.0,274.0,3439.0
948,3.0,4232.0,3266.0,13.0,3245.0,267.0,3440.0
949,3.0,4247.0,3262.0,13.0,3245.0,266.0,3433.0
950,3.0,4251.0,3262.0,13.0,3298.0,262.0,3425.0
951,3.0,4247.0,3261.0,13.0,3345.0,264.0,3408.0
952,3.0,4266.0,3264.0,14.0,3333.0,264.0,3413.0
953,3.0,4282.0,3265.0,14.0,3405.0,266.0,3449.0
954,3.0,4271.0,3261.0,13.0,3495.0,265.0,3457.0
955,3.0,4268.0,3265.0,12.0,3513.0,267.0,3474.0
956,3.0,4281.0,3264.0,12.0,3487.0,268.0,3506.0
957,3.0,4286.0,3266.0,12.0,3500.0,269.0,3501.0
958,3.0,4276.0,3265.0,13.0,3417.0,269.0,3500.0
959,3.0,4253.0,3263.0,13.0,3466.0,270.0,3494.0
960,3.0,4267.0,3261.0,12.0,3517.0,268.0,3497.0
961,3.0,4293.0,3264.0,11.0,3508.0,268.0,3506.0
962,3.0,4287.0,3264.0,11.0,3506.0,270.0,3529.0
963,3.0,4273.0,3263.0,13.0,3519.0,267.0,3530.0
964,3.0,4254.0,3263.0,14.0,3446.0,266.0,3508.0
965,3.0,4244.0,3265.0,16.0,3371.0,268.0,3487.0
966,3.0,4244.0,3264.0,18.0,3373.0,268.0,3490.0
967,3.0,4245.0,3263.0,20.0,3377.0,267.0,3480.0
968,3.0,4247.0,3266.0,20.0,3411.0,264.0,3505.0
969,3.0,4251.0,3264.0,18.0,3426.0,264.0,3540.0
970,3.0,4254.0,3263.0,18.0,3439.0,263.0,3550.0
971,3.0,4247.0,3263.0,19.0,3493.0,261.0,3542.0
972,3.0,4247.0,3263.0,21.0,3516.0,262.0,3542.0
973,3.0,4253.0,3262.0,23.0,3535.0,262.0,3469.0
974,3.0,4263.0,3262.0,25.0,3525.0,262.0,3351.0
975,3.0,4253.0,3262.0,29.0,3417.0,268.0,3347.0
976,3.0,4214.0,3267.0,29.0,3388.0,268.0,3339.0
977,3.0,4107.0,3263.0,33.0,3500.0,264.0,3351.0
978,3.0,4093.0,3263.0,37.0,3506.0,266.0,3379.0
979,3.0,4064.0,3265.0,40.0,3482.0,268.0,3354.0
980,3.0,4037.0,3265.0,44.0,3433.0,266.0,3331.0
981,3.0,4001.0,3264.0,46.0,3410.0,267.0,3330.0
982,3.0,3969.0,3265.0,45.0,3355.0,266.0,3324.0
983,3.0,3941.0,3265.0,43.0,3366.0,265.0,3317.0
984,3.0,3931.0,3263.0,44.0,3371.0,265.0,3309.0
985,3.0,3928.0,3265.0,48.0,3319.0,268.0,3291.0
986,3.0,3929.0,3265.0,53.0,3320.0,269.0,3293.0
987,3.0,3920.0,3264.0,52.0,3265.0,265.0,3296.0
988,3.0,3935.0,3264.0,52.0,3258.0,267.0,3282.0
989,3.0,3936.0,3264.0,52.0,3196.0,268.0,3229.0
990,3.0,3888.0,3264.0,52.0,3191.0,269.0,3185.0
991,3.0,3867.0,3264.0,54.0,3199.0,265.0,3084.0
992,3.0,3867.0,3263.0,52.0,3171.0,263.0,2993.0
993,3.0,3871.0,3265.0,51.0,3194.0,267.0,2920.0
994,3.0,3850.0,3264.0,55.0,3122.0,268.0,2874.0
995,3.0,3826.0,3264.0,62.0,3123.0,268.0,2853.0
996,3.0,3819.0,3264.0,64.0,3121.0,269.0,2826.0
997,3.0,3815.0,3265.0,68.0,3069.0,267.0,2805.0
998,3.0,3785.0,3266.0,71.0,3009.0,265.0,2771.0
999,3.0,3742.0,3264.0,74.0,3005.0,269.0,2717.0
