,hospital-er-wait-minutes-piedmont_henry,hospital-er-wait-minutes-piedmont_athens,hospital-er-wait-minutes-piedmont_mountainside,hospital-er-wait-minutes-piedmont_newton,hospital-er-wait-minutes-piedmont_atlanta,hospital-er-wait-minutes-piedmont_fayette,hospital-er-wait-minutes-piedmont_mountside_ellijay,hospital-er-wait-minutes-piedmont_walton,hospital-er-wait-minutes-piedmont_rockdale,hospital-er-wait-minutes-piedmont_newnan
633,167.0,124.0,12.0,100.0,122.0,233.0,12.0,5.0,65.0,3.0
634,167.0,156.0,19.0,95.0,47.0,261.0,12.0,4.0,0.0,0.0
635,142.0,104.0,40.0,97.0,37.0,191.0,0.0,14.0,0.0,12.0
636,165.0,104.0,40.0,97.0,37.0,191.0,0.0,14.0,0.0,12.0
637,165.0,117.0,52.0,147.0,53.0,308.0,0.0,16.0,1.0,23.0
638,343.0,117.0,52.0,147.0,53.0,308.0,0.0,16.0,1.0,23.0
639,343.0,131.0,52.0,151.0,53.0,277.0,0.0,12.0,20.0,18.0
640,253.0,131.0,52.0,151.0,53.0,277.0,0.0,12.0,20.0,18.0
641,253.0,243.0,36.0,95.0,0.0,289.0,0.0,2.0,20.0,9.0
642,249.0,243.0,36.0,95.0,0.0,289.0,0.0,2.0,20.0,9.0
643,249.0,243.0,36.0,95.0,0.0,289.0,0.0,2.0,20.0,9.0
644,269.0,200.0,25.0,60.0,0.0,308.0,0.0,0.0,28.0,11.0
645,269.0,200.0,25.0,60.0,0.0,308.0,0.0,0.0,28.0,11.0
646,386.0,213.0,14.0,68.0,7.0,322.0,1.0,0.0,13.0,14.0
647,386.0,213.0,14.0,68.0,7.0,322.0,1.0,0.0,13.0,14.0
648,320.0,213.0,24.0,75.0,9.0,396.0,15.0,2.0,16.0,6.0
649,320.0,213.0,24.0,75.0,9.0,396.0,15.0,2.0,16.0,6.0
650,290.0,195.0,0.0,46.0,10.0,413.0,15.0,3.0,16.0,7.0
651,290.0,195.0,0.0,46.0,10.0,413.0,15.0,3.0,16.0,7.0
652,222.0,206.0,0.0,55.0,10.0,435.0,0.0,4.0,14.0,10.0
653,222.0,206.0,0.0,55.0,10.0,435.0,0.0,4.0,14.0,10.0
654,296.0,123.0,0.0,75.0,13.0,443.0,0.0,3.0,36.0,14.0
655,296.0,123.0,0.0,75.0,13.0,443.0,0.0,3.0,36.0,14.0
656,343.0,79.0,0.0,63.0,23.0,379.0,0.0,1.0,36.0,17.0
657,343.0,79.0,0.0,63.0,23.0,379.0,0.0,1.0,36.0,17.0
658,279.0,84.0,8.0,32.0,25.0,285.0,0.0,0.0,24.0,15.0
659,279.0,84.0,8.0,32.0,25.0,285.0,0.0,0.0,24.0,15.0
660,297.0,122.0,12.0,30.0,61.0,301.0,9.0,3.0,27.0,10.0
661,297.0,122.0,12.0,30.0,61.0,301.0,9.0,3.0,27.0,10.0
662,253.0,186.0,23.0,43.0,71.0,312.0,9.0,3.0,28.0,10.0
663,253.0,186.0,23.0,43.0,71.0,312.0,9.0,3.0,28.0,10.0
664,88.0,155.0,38.0,84.0,26.0,158.0,0.0,6.0,17.0,8.0
665,88.0,155.0,38.0,84.0,26.0,158.0,0.0,6.0,17.0,8.0
666,56.0,123.0,55.0,74.0,15.0,127.0,0.0,11.0,17.0,1.0
667,56.0,123.0,55.0,74.0,15.0,127.0,0.0,11.0,17.0,1.0
668,67.0,109.0,56.0,79.0,20.0,106.0,0.0,8.0,35.0,4.0
669,67.0,109.0,56.0,79.0,20.0,106.0,0.0,8.0,35.0,4.0
670,71.0,101.0,50.0,85.0,24.0,79.0,18.0,9.0,49.0,4.0
671,71.0,101.0,50.0,85.0,24.0,79.0,18.0,9.0,49.0,4.0
672,71.0,94.0,6.0,76.0,27.0,74.0,21.0,13.0,58.0,4.0
673,71.0,94.0,6.0,76.0,27.0,74.0,21.0,13.0,58.0,4.0
674,68.0,91.0,6.0,75.0,35.0,68.0,21.0,14.0,61.0,5.0
675,68.0,91.0,6.0,75.0,35.0,68.0,21.0,14.0,61.0,5.0
676,68.0,89.0,18.0,61.0,40.0,75.0,23.0,7.0,60.0,3.0
677,68.0,89.0,18.0,61.0,40.0,75.0,23.0,7.0,60.0,3.0
678,72.0,86.0,21.0,52.0,44.0,100.0,18.0,5.0,54.0,4.0
679,72.0,86.0,21.0,52.0,44.0,100.0,18.0,5.0,54.0,4.0
680,72.0,96.0,23.0,65.0,46.0,100.0,14.0,3.0,53.0,5.0
681,72.0,96.0,23.0,65.0,46.0,100.0,14.0,3.0,53.0,5.0
682,83.0,163.0,28.0,71.0,43.0,113.0,23.0,5.0,51.0,4.0
683,83.0,163.0,28.0,71.0,43.0,113.0,23.0,5.0,51.0,4.0
684,100.0,125.0,50.0,71.0,35.0,115.0,23.0,5.0,58.0,6.0
685,100.0,125.0,50.0,71.0,35.0,115.0,23.0,5.0,58.0,6.0
686,110.0,104.0,63.0,64.0,28.0,115.0,23.0,3.0,67.0,12.0
687,110.0,104.0,63.0,64.0,28.0,115.0,23.0,3.0,67.0,12.0
688,91.0,111.0,74.0,59.0,20.0,118.0,13.0,5.0,75.0,15.0
689,91.0,111.0,74.0,59.0,20.0,118.0,13.0,5.0,75.0,15.0
690,85.0,98.0,93.0,43.0,15.0,126.0,21.0,9.0,67.0,14.0
691,85.0,98.0,93.0,43.0,15.0,126.0,21.0,9.0,67.0,14.0
692,115.0,94.0,84.0,47.0,24.0,128.0,68.0,7.0,57.0,19.0
693,115.0,94.0,84.0,47.0,24.0,128.0,68.0,7.0,57.0,19.0
694,34.0,67.0,9.0,71.0,19.0,121.0,64.0,4.0,68.0,30.0
695,34.0,67.0,9.0,71.0,19.0,121.0,64.0,4.0,68.0,30.0
696,14.0,48.0,16.0,80.0,16.0,119.0,40.0,5.0,54.0,26.0
697,14.0,48.0,16.0,80.0,16.0,119.0,40.0,5.0,54.0,26.0
698,13.0,55.0,18.0,80.0,12.0,114.0,19.0,6.0,54.0,26.0
699,13.0,55.0,18.0,80.0,12.0,114.0,19.0,6.0,54.0,26.0
700,24.0,54.0,18.0,83.0,16.0,124.0,0.0,7.0,50.0,21.0
701,24.0,54.0,18.0,83.0,16.0,124.0,0.0,7.0,50.0,21.0
702,29.0,36.0,17.0,71.0,14.0,154.0,11.0,5.0,21.0,17.0
703,29.0,36.0,17.0,71.0,14.0,154.0,11.0,5.0,21.0,17.0
704,34.0,34.0,29.0,76.0,8.0,150.0,29.0,4.0,23.0,19.0
705,34.0,34.0,29.0,76.0,8.0,150.0,29.0,4.0,23.0,19.0
706,44.0,41.0,29.0,92.0,18.0,114.0,24.0,5.0,29.0,28.0
707,44.0,41.0,29.0,92.0,18.0,114.0,24.0,5.0,29.0,28.0
708,52.0,55.0,34.0,79.0,34.0,73.0,19.0,5.0,32.0,34.0
709,52.0,55.0,34.0,79.0,34.0,73.0,19.0,5.0,32.0,34.0
710,54.0,61.0,27.0,67.0,46.0,67.0,16.0,5.0,41.0,38.0
711,54.0,61.0,27.0,67.0,46.0,67.0,16.0,5.0,41.0,38.0
712,37.0,67.0,22.0,54.0,63.0,70.0,18.0,6.0,46.0,50.0
713,37.0,67.0,22.0,54.0,63.0,70.0,18.0,6.0,46.0,50.0
714,19.0,73.0,7.0,51.0,63.0,62.0,20.0,7.0,72.0,41.0
715,19.0,73.0,7.0,51.0,63.0,62.0,20.0,7.0,72.0,41.0
716,14.0,68.0,7.0,52.0,50.0,61.0,17.0,6.0,103.0,33.0
717,14.0,68.0,7.0,52.0,50.0,61.0,17.0,6.0,103.0,33.0
718,26.0,62.0,9.0,64.0,43.0,68.0,21.0,6.0,110.0,39.0
719,26.0,62.0,9.0,64.0,43.0,68.0,21.0,6.0,110.0,39.0
720,41.0,69.0,0.0,76.0,42.0,65.0,26.0,3.0,131.0,22.0
721,41.0,69.0,0.0,76.0,42.0,65.0,26.0,3.0,131.0,22.0
722,68.0,65.0,0.0,62.0,60.0,62.0,31.0,3.0,178.0,22.0
723,68.0,65.0,0.0,62.0,60.0,62.0,31.0,3.0,178.0,22.0
724,82.0,51.0,0.0,60.0,66.0,49.0,36.0,3.0,189.0,8.0
725,82.0,51.0,0.0,60.0,66.0,49.0,36.0,3.0,189.0,8.0
726,124.0,46.0,0.0,40.0,81.0,35.0,27.0,2.0,14.0,18.0
727,124.0,46.0,0.0,40.0,81.0,35.0,27.0,2.0,14.0,18.0
728,120.0,52.0,0.0,20.0,68.0,26.0,9.0,0.0,13.0,16.0
729,120.0,52.0,0.0,20.0,68.0,26.0,9.0,0.0,13.0,16.0
730,170.0,49.0,0.0,17.0,95.0,15.0,40.0,0.0,9.0,11.0
731,170.0,49.0,0.0,17.0,95.0,15.0,40.0,0.0,9.0,11.0
732,225.0,35.0,0.0,20.0,122.0,5.0,53.0,1.0,19.0,12.0
733,225.0,35.0,0.0,20.0,122.0,5.0,53.0,1.0,19.0,12.0
734,147.0,28.0,0.0,22.0,114.0,23.0,53.0,1.0,31.0,7.0
735,147.0,28.0,0.0,22.0,114.0,23.0,53.0,1.0,31.0,7.0
736,166.0,21.0,0.0,24.0,135.0,21.0,7.0,1.0,46.0,4.0
737,166.0,21.0,0.0,24.0,135.0,21.0,7.0,1.0,46.0,4.0
738,217.0,17.0,0.0,24.0,182.0,16.0,9.0,0.0,51.0,5.0
739,217.0,17.0,0.0,24.0,182.0,16.0,9.0,0.0,51.0,5.0
740,251.0,4.0,0.0,0.0,188.0,21.0,22.0,0.0,53.0,7.0
741,251.0,4.0,0.0,0.0,188.0,21.0,22.0,0.0,53.0,7.0
742,255.0,24.0,0.0,0.0,170.0,36.0,22.0,0.0,48.0,9.0
743,255.0,24.0,0.0,0.0,170.0,36.0,22.0,0.0,48.0,9.0
744,251.0,24.0,0.0,0.0,219.0,30.0,0.0,1.0,39.0,10.0
745,251.0,24.0,0.0,0.0,219.0,30.0,0.0,1.0,39.0,10.0
746,247.0,11.0,8.0,18.0,137.0,36.0,0.0,1.0,41.0,0.0
747,247.0,11.0,8.0,18.0,137.0,36.0,0.0,1.0,41.0,0.0
748,260.0,12.0,8.0,40.0,38.0,66.0,0.0,0.0,36.0,9.0
749,260.0,12.0,8.0,40.0,38.0,66.0,0.0,0.0,36.0,9.0
750,281.0,20.0,29.0,32.0,47.0,63.0,0.0,0.0,0.0,6.0
751,281.0,20.0,29.0,32.0,47.0,63.0,0.0,0.0,0.0,6.0
752,180.0,22.0,24.0,19.0,41.0,76.0,0.0,0.0,0.0,3.0
753,180.0,22.0,24.0,19.0,41.0,76.0,0.0,0.0,0.0,3.0
754,217.0,16.0,21.0,20.0,11.0,71.0,0.0,0.0,4.0,5.0
755,217.0,16.0,21.0,20.0,11.0,71.0,0.0,0.0,4.0,5.0
756,182.0,15.0,12.0,9.0,8.0,50.0,12.0,7.0,7.0,4.0
757,182.0,15.0,12.0,9.0,8.0,50.0,12.0,7.0,7.0,4.0
758,36.0,14.0,24.0,16.0,11.0,33.0,12.0,5.0,13.0,2.0
759,36.0,14.0,24.0,16.0,11.0,33.0,12.0,5.0,13.0,2.0
760,28.0,15.0,22.0,28.0,30.0,36.0,0.0,5.0,12.0,3.0
761,28.0,15.0,22.0,28.0,30.0,36.0,0.0,5.0,12.0,3.0
762,21.0,15.0,24.0,32.0,21.0,43.0,0.0,4.0,12.0,3.0
763,21.0,15.0,24.0,32.0,21.0,43.0,0.0,4.0,12.0,3.0
764,19.0,21.0,25.0,25.0,20.0,45.0,10.0,4.0,17.0,2.0
765,19.0,21.0,25.0,25.0,20.0,45.0,10.0,4.0,17.0,2.0
766,21.0,29.0,24.0,16.0,13.0,42.0,11.0,3.0,27.0,2.0
767,21.0,29.0,24.0,16.0,13.0,42.0,11.0,3.0,27.0,2.0
768,31.0,34.0,32.0,24.0,11.0,42.0,11.0,3.0,34.0,3.0
769,31.0,34.0,32.0,24.0,11.0,42.0,11.0,3.0,34.0,3.0
770,45.0,36.0,44.0,26.0,14.0,50.0,14.0,1.0,30.0,5.0
771,45.0,36.0,44.0,26.0,14.0,50.0,14.0,1.0,30.0,5.0
772,48.0,40.0,52.0,24.0,16.0,48.0,13.0,1.0,36.0,7.0
773,48.0,40.0,52.0,24.0,16.0,48.0,13.0,1.0,36.0,7.0
774,59.0,43.0,57.0,22.0,18.0,47.0,20.0,3.0,55.0,10.0
775,59.0,43.0,57.0,22.0,18.0,47.0,20.0,3.0,55.0,10.0
776,62.0,49.0,70.0,25.0,19.0,57.0,34.0,4.0,75.0,11.0
777,62.0,49.0,70.0,25.0,19.0,57.0,34.0,4.0,75.0,11.0
778,61.0,63.0,87.0,31.0,18.0,84.0,40.0,5.0,65.0,7.0
779,61.0,63.0,87.0,31.0,18.0,84.0,40.0,5.0,65.0,7.0
780,58.0,69.0,108.0,31.0,18.0,76.0,42.0,3.0,87.0,8.0
781,58.0,69.0,108.0,31.0,18.0,76.0,42.0,3.0,87.0,8.0
782,56.0,75.0,113.0,30.0,19.0,85.0,38.0,4.0,169.0,8.0
783,56.0,75.0,113.0,30.0,19.0,85.0,38.0,4.0,169.0,8.0
784,53.0,71.0,120.0,37.0,21.0,121.0,10.0,6.0,122.0,6.0
785,53.0,71.0,120.0,37.0,21.0,121.0,10.0,6.0,122.0,6.0
786,75.0,73.0,114.0,28.0,14.0,116.0,10.0,6.0,65.0,10.0
787,75.0,73.0,114.0,28.0,14.0,116.0,10.0,6.0,65.0,10.0
788,77.0,73.0,206.0,27.0,13.0,118.0,18.0,4.0,58.0,13.0
789,77.0,73.0,206.0,27.0,13.0,118.0,18.0,4.0,58.0,13.0
790,60.0,58.0,13.0,32.0,10.0,109.0,18.0,3.0,32.0,8.0
791,60.0,58.0,13.0,32.0,10.0,109.0,18.0,3.0,32.0,8.0
792,36.0,55.0,27.0,34.0,7.0,82.0,31.0,2.0,37.0,6.0
793,36.0,55.0,27.0,34.0,7.0,82.0,31.0,2.0,37.0,6.0
794,29.0,51.0,29.0,16.0,10.0,75.0,33.0,4.0,37.0,10.0
795,29.0,51.0,29.0,16.0,10.0,75.0,33.0,4.0,37.0,10.0
796,25.0,49.0,33.0,16.0,11.0,66.0,12.0,3.0,43.0,12.0
797,25.0,49.0,33.0,16.0,11.0,66.0,12.0,3.0,43.0,12.0
798,28.0,41.0,39.0,17.0,12.0,74.0,16.0,3.0,58.0,11.0
799,28.0,41.0,39.0,17.0,12.0,74.0,16.0,3.0,58.0,11.0
800,36.0,33.0,45.0,9.0,12.0,67.0,17.0,5.0,76.0,16.0
801,36.0,33.0,45.0,9.0,12.0,67.0,17.0,5.0,76.0,16.0
802,68.0,36.0,10.0,18.0,4.0,59.0,20.0,6.0,80.0,12.0
803,68.0,36.0,10.0,18.0,4.0,59.0,20.0,6.0,80.0,12.0
804,64.0,43.0,14.0,24.0,8.0,46.0,17.0,6.0,70.0,8.0
805,64.0,43.0,14.0,24.0,8.0,46.0,17.0,6.0,70.0,8.0
806,53.0,48.0,14.0,28.0,14.0,50.0,23.0,5.0,48.0,10.0
807,53.0,48.0,14.0,28.0,14.0,50.0,23.0,5.0,48.0,10.0
808,73.0,52.0,7.0,33.0,19.0,49.0,27.0,5.0,39.0,14.0
809,73.0,52.0,7.0,33.0,19.0,49.0,27.0,5.0,39.0,14.0
810,107.0,52.0,8.0,27.0,16.0,53.0,20.0,4.0,37.0,10.0
811,107.0,52.0,8.0,27.0,16.0,53.0,20.0,4.0,37.0,10.0
812,95.0,34.0,5.0,8.0,11.0,60.0,6.0,9.0,29.0,9.0
813,95.0,34.0,5.0,8.0,11.0,60.0,6.0,9.0,29.0,9.0
814,69.0,10.0,17.0,17.0,7.0,50.0,7.0,11.0,42.0,7.0
815,69.0,10.0,17.0,17.0,7.0,50.0,7.0,11.0,42.0,7.0
816,93.0,13.0,11.0,29.0,12.0,40.0,15.0,0.0,48.0,6.0
817,93.0,13.0,11.0,29.0,12.0,40.0,15.0,0.0,48.0,6.0
818,115.0,18.0,9.0,28.0,29.0,46.0,32.0,0.0,58.0,6.0
819,115.0,18.0,9.0,28.0,29.0,46.0,32.0,0.0,58.0,6.0
820,144.0,20.0,11.0,24.0,29.0,46.0,32.0,2.0,77.0,8.0
821,144.0,20.0,11.0,24.0,29.0,46.0,32.0,2.0,77.0,8.0
822,205.0,22.0,11.0,14.0,18.0,40.0,0.0,2.0,49.0,7.0
823,205.0,22.0,11.0,14.0,18.0,40.0,0.0,2.0,49.0,7.0
824,250.0,22.0,0.0,17.0,16.0,36.0,0.0,0.0,38.0,6.0
825,250.0,22.0,0.0,17.0,16.0,36.0,0.0,0.0,38.0,6.0
826,120.0,22.0,0.0,28.0,9.0,36.0,6.0,0.0,52.0,2.0
827,120.0,22.0,0.0,28.0,9.0,36.0,6.0,0.0,52.0,2.0
828,187.0,24.0,4.0,32.0,7.0,62.0,9.0,0.0,63.0,2.0
829,187.0,24.0,4.0,32.0,7.0,62.0,9.0,0.0,63.0,2.0
830,424.0,23.0,4.0,24.0,6.0,50.0,12.0,9.0,66.0,1.0
831,424.0,23.0,4.0,24.0,6.0,50.0,12.0,9.0,66.0,1.0
832,199.0,31.0,0.0,21.0,13.0,42.0,0.0,7.0,77.0,4.0
833,199.0,31.0,0.0,21.0,13.0,42.0,0.0,7.0,77.0,4.0
834,196.0,22.0,13.0,21.0,17.0,11.0,16.0,4.0,51.0,7.0
835,196.0,22.0,13.0,21.0,17.0,11.0,16.0,4.0,51.0,7.0
836,231.0,13.0,13.0,23.0,23.0,14.0,18.0,5.0,23.0,11.0
837,231.0,13.0,13.0,23.0,23.0,14.0,18.0,5.0,23.0,11.0
838,232.0,32.0,18.0,17.0,35.0,19.0,18.0,8.0,40.0,7.0
839,232.0,32.0,18.0,17.0,35.0,19.0,18.0,8.0,40.0,7.0
840,228.0,45.0,16.0,32.0,48.0,24.0,0.0,8.0,40.0,5.0
841,228.0,45.0,16.0,32.0,48.0,24.0,0.0,8.0,40.0,5.0
842,258.0,70.0,0.0,47.0,52.0,23.0,0.0,0.0,20.0,10.0
843,258.0,70.0,0.0,47.0,52.0,23.0,0.0,0.0,20.0,10.0
844,231.0,13.0,4.0,55.0,88.0,57.0,0.0,11.0,35.0,10.0
845,231.0,13.0,4.0,55.0,88.0,57.0,0.0,11.0,35.0,10.0
846,226.0,27.0,4.0,64.0,85.0,59.0,13.0,11.0,48.0,0.0
847,226.0,27.0,4.0,64.0,85.0,59.0,13.0,11.0,48.0,0.0
848,147.0,27.0,0.0,15.0,52.0,74.0,13.0,15.0,48.0,13.0
849,147.0,27.0,0.0,15.0,52.0,74.0,13.0,15.0,48.0,13.0
850,140.0,28.0,4.0,23.0,23.0,71.0,17.0,20.0,25.0,7.0
851,140.0,28.0,4.0,23.0,23.0,71.0,17.0,20.0,25.0,7.0
852,129.0,23.0,11.0,23.0,22.0,68.0,22.0,20.0,23.0,4.0
853,129.0,23.0,11.0,23.0,22.0,68.0,22.0,20.0,23.0,4.0
854,86.0,24.0,19.0,18.0,26.0,50.0,19.0,8.0,8.0,11.0
855,86.0,24.0,19.0,18.0,26.0,50.0,19.0,8.0,8.0,11.0
856,57.0,29.0,24.0,19.0,35.0,42.0,13.0,2.0,10.0,5.0
857,57.0,29.0,24.0,19.0,35.0,42.0,13.0,2.0,10.0,5.0
858,50.0,25.0,23.0,22.0,40.0,30.0,20.0,3.0,18.0,4.0
859,50.0,25.0,23.0,22.0,40.0,30.0,20.0,3.0,18.0,4.0
860,41.0,18.0,26.0,23.0,49.0,36.0,28.0,5.0,29.0,5.0
861,41.0,18.0,26.0,23.0,49.0,36.0,28.0,5.0,29.0,5.0
862,40.0,18.0,41.0,29.0,37.0,42.0,22.0,3.0,36.0,4.0
863,40.0,18.0,41.0,29.0,37.0,42.0,22.0,3.0,36.0,4.0
864,48.0,17.0,62.0,34.0,36.0,48.0,10.0,2.0,60.0,8.0
865,48.0,17.0,62.0,34.0,36.0,48.0,10.0,2.0,60.0,8.0
866,74.0,17.0,71.0,42.0,52.0,59.0,9.0,4.0,90.0,11.0
867,74.0,17.0,71.0,42.0,52.0,59.0,9.0,4.0,90.0,11.0
868,89.0,22.0,53.0,56.0,47.0,63.0,8.0,4.0,68.0,17.0
869,89.0,22.0,53.0,56.0,47.0,63.0,8.0,4.0,68.0,17.0
870,109.0,24.0,28.0,57.0,34.0,65.0,15.0,7.0,52.0,18.0
871,109.0,24.0,28.0,57.0,34.0,65.0,15.0,7.0,52.0,18.0
872,117.0,29.0,49.0,75.0,31.0,76.0,11.0,9.0,49.0,13.0
873,117.0,29.0,49.0,75.0,31.0,76.0,11.0,9.0,49.0,13.0
874,127.0,34.0,40.0,77.0,28.0,84.0,7.0,4.0,49.0,18.0
875,127.0,34.0,40.0,77.0,28.0,84.0,7.0,4.0,49.0,18.0
876,135.0,28.0,35.0,66.0,23.0,99.0,10.0,3.0,65.0,25.0
877,135.0,28.0,35.0,66.0,23.0,99.0,10.0,3.0,65.0,25.0
878,150.0,16.0,30.0,59.0,25.0,120.0,26.0,3.0,72.0,18.0
879,150.0,16.0,30.0,59.0,25.0,120.0,26.0,3.0,72.0,18.0
880,134.0,18.0,16.0,48.0,19.0,128.0,23.0,3.0,40.0,16.0
881,134.0,18.0,16.0,48.0,19.0,128.0,23.0,3.0,40.0,16.0
882,141.0,20.0,26.0,49.0,17.0,127.0,19.0,3.0,29.0,17.0
883,141.0,20.0,26.0,49.0,17.0,127.0,19.0,3.0,29.0,17.0
884,153.0,25.0,33.0,68.0,21.0,130.0,41.0,1.0,27.0,17.0
885,153.0,25.0,33.0,68.0,21.0,130.0,41.0,1.0,27.0,17.0
886,135.0,26.0,31.0,82.0,21.0,157.0,36.0,1.0,14.0,13.0
887,135.0,26.0,31.0,82.0,21.0,157.0,36.0,1.0,14.0,13.0
888,143.0,33.0,31.0,101.0,19.0,193.0,36.0,2.0,22.0,7.0
889,143.0,33.0,31.0,101.0,19.0,193.0,36.0,2.0,22.0,7.0
890,171.0,36.0,30.0,97.0,24.0,186.0,9.0,1.0,22.0,4.0
891,171.0,36.0,30.0,97.0,24.0,186.0,9.0,1.0,22.0,4.0
892,166.0,44.0,37.0,82.0,27.0,143.0,12.0,2.0,20.0,5.0
893,166.0,44.0,37.0,82.0,27.0,143.0,12.0,2.0,20.0,5.0
894,146.0,45.0,77.0,53.0,22.0,112.0,23.0,2.0,17.0,7.0
895,146.0,45.0,77.0,53.0,22.0,112.0,23.0,2.0,17.0,7.0
896,142.0,44.0,103.0,39.0,14.0,113.0,27.0,1.0,17.0,5.0
897,142.0,44.0,103.0,39.0,14.0,113.0,27.0,1.0,17.0,5.0
898,138.0,49.0,95.0,24.0,14.0,124.0,42.0,2.0,17.0,6.0
899,138.0,49.0,95.0,24.0,14.0,124.0,42.0,2.0,17.0,6.0
900,144.0,45.0,210.0,33.0,17.0,131.0,42.0,3.0,17.0,8.0
901,144.0,45.0,210.0,33.0,17.0,131.0,42.0,3.0,17.0,8.0
902,136.0,45.0,144.0,32.0,27.0,128.0,0.0,2.0,9.0,6.0
903,136.0,45.0,144.0,32.0,27.0,128.0,0.0,2.0,9.0,6.0
904,139.0,44.0,128.0,26.0,24.0,134.0,10.0,1.0,3.0,9.0
905,139.0,44.0,128.0,26.0,24.0,134.0,10.0,1.0,3.0,9.0
906,179.0,39.0,139.0,37.0,18.0,139.0,10.0,4.0,9.0,15.0
907,179.0,39.0,139.0,37.0,18.0,139.0,10.0,4.0,9.0,15.0
908,230.0,43.0,86.0,33.0,9.0,168.0,0.0,7.0,8.0,21.0
909,230.0,43.0,86.0,33.0,9.0,168.0,0.0,7.0,8.0,21.0
910,203.0,32.0,46.0,33.0,8.0,128.0,0.0,6.0,9.0,14.0
911,203.0,32.0,46.0,33.0,8.0,128.0,0.0,6.0,9.0,14.0
912,235.0,22.0,53.0,61.0,14.0,111.0,0.0,5.0,13.0,10.0
913,235.0,22.0,53.0,61.0,14.0,111.0,0.0,5.0,13.0,10.0
914,222.0,20.0,53.0,74.0,27.0,90.0,10.0,3.0,12.0,11.0
915,222.0,20.0,53.0,74.0,27.0,90.0,10.0,3.0,12.0,11.0
916,254.0,16.0,0.0,89.0,41.0,73.0,14.0,2.0,14.0,17.0
917,254.0,16.0,0.0,89.0,41.0,73.0,14.0,2.0,14.0,17.0
918,318.0,21.0,5.0,89.0,47.0,74.0,14.0,2.0,17.0,19.0
919,318.0,21.0,5.0,89.0,47.0,74.0,14.0,2.0,17.0,19.0
920,345.0,31.0,5.0,92.0,60.0,78.0,15.0,6.0,15.0,17.0
921,345.0,31.0,5.0,92.0,60.0,78.0,15.0,6.0,15.0,17.0
922,401.0,56.0,1.0,132.0,69.0,105.0,18.0,12.0,23.0,15.0
923,401.0,56.0,1.0,132.0,69.0,105.0,18.0,12.0,23.0,15.0
924,323.0,81.0,1.0,96.0,36.0,100.0,18.0,7.0,27.0,9.0
925,323.0,81.0,1.0,96.0,36.0,100.0,18.0,7.0,27.0,9.0
926,256.0,75.0,0.0,63.0,30.0,84.0,18.0,4.0,6.0,8.0
927,256.0,75.0,0.0,63.0,30.0,84.0,18.0,4.0,6.0,8.0
928,275.0,80.0,0.0,64.0,37.0,70.0,0.0,4.0,8.0,9.0
929,275.0,80.0,0.0,64.0,37.0,70.0,0.0,4.0,8.0,9.0
930,387.0,57.0,10.0,63.0,51.0,102.0,11.0,4.0,23.0,11.0
931,387.0,57.0,10.0,63.0,51.0,102.0,11.0,4.0,23.0,11.0
932,300.0,94.0,37.0,63.0,47.0,45.0,12.0,0.0,20.0,11.0
933,300.0,94.0,37.0,63.0,47.0,45.0,12.0,0.0,20.0,11.0
934,235.0,127.0,37.0,0.0,39.0,54.0,10.0,7.0,13.0,14.0
935,235.0,127.0,37.0,0.0,39.0,54.0,10.0,7.0,13.0,14.0
936,200.0,106.0,0.0,22.0,33.0,90.0,7.0,0.0,11.0,16.0
937,200.0,106.0,0.0,22.0,33.0,90.0,7.0,0.0,11.0,16.0
938,204.0,149.0,2.0,28.0,55.0,69.0,0.0,2.0,9.0,13.0
939,204.0,149.0,2.0,28.0,55.0,69.0,0.0,2.0,9.0,13.0
940,212.0,168.0,11.0,46.0,98.0,64.0,0.0,2.0,19.0,13.0
941,212.0,168.0,11.0,46.0,98.0,64.0,0.0,2.0,19.0,13.0
942,142.0,157.0,18.0,47.0,106.0,86.0,0.0,3.0,27.0,17.0
943,142.0,157.0,18.0,47.0,106.0,86.0,0.0,3.0,27.0,17.0
944,155.0,82.0,25.0,49.0,91.0,103.0,0.0,5.0,32.0,28.0
945,155.0,82.0,25.0,49.0,91.0,103.0,0.0,5.0,32.0,28.0
946,150.0,75.0,0.0,41.0,36.0,71.0,0.0,8.0,32.0,7.0
947,150.0,75.0,0.0,41.0,36.0,71.0,0.0,8.0,32.0,7.0
948,168.0,72.0,6.0,18.0,33.0,66.0,0.0,9.0,0.0,8.0
949,168.0,72.0,6.0,18.0,33.0,66.0,0.0,9.0,0.0,8.0
950,117.0,64.0,6.0,15.0,29.0,62.0,0.0,5.0,3.0,8.0
951,117.0,64.0,6.0,15.0,29.0,62.0,0.0,5.0,3.0,8.0
952,79.0,33.0,0.0,16.0,27.0,43.0,0.0,4.0,6.0,10.0
953,79.0,33.0,0.0,16.0,27.0,43.0,0.0,4.0,6.0,10.0
954,69.0,21.0,17.0,18.0,25.0,49.0,0.0,3.0,8.0,12.0
955,69.0,21.0,17.0,18.0,25.0,49.0,0.0,3.0,8.0,12.0
956,65.0,23.0,17.0,20.0,33.0,43.0,16.0,3.0,14.0,15.0
957,65.0,23.0,17.0,20.0,33.0,43.0,16.0,3.0,14.0,15.0
958,90.0,23.0,17.0,25.0,43.0,30.0,16.0,2.0,13.0,17.0
959,90.0,23.0,17.0,25.0,43.0,30.0,16.0,2.0,13.0,17.0
