,hospital-er-wait-minutes-piedmont_newton,hospital-er-wait-minutes-piedmont_fayette,hospital-er-wait-minutes-piedmont_henry,hospital-er-wait-minutes-piedmont_atlanta,hospital-er-wait-minutes-piedmont_mountside_ellijay,hospital-er-wait-minutes-piedmont_walton,hospital-er-wait-minutes-piedmont_rockdale,hospital-er-wait-minutes-piedmont_newnan,hospital-er-wait-minutes-piedmont_mountainside,hospital-er-wait-minutes-piedmont_athens
628,141.0,59.0,101.0,23.0,15.0,4.0,30.0,8.0,7.0,7.0
629,141.0,59.0,101.0,23.0,15.0,4.0,30.0,8.0,7.0,7.0
630,179.0,67.0,99.0,9.0,0.0,4.0,17.0,7.0,16.0,9.0
631,179.0,67.0,99.0,9.0,0.0,4.0,17.0,7.0,16.0,9.0
632,147.0,57.0,115.0,21.0,0.0,4.0,17.0,10.0,20.0,12.0
633,147.0,57.0,115.0,21.0,0.0,4.0,17.0,10.0,20.0,12.0
634,131.0,44.0,136.0,26.0,0.0,1.0,9.0,10.0,19.0,20.0
635,131.0,44.0,136.0,26.0,0.0,1.0,9.0,10.0,19.0,20.0
636,131.0,44.0,136.0,26.0,0.0,1.0,9.0,10.0,19.0,20.0
637,131.0,44.0,136.0,26.0,0.0,1.0,9.0,10.0,19.0,20.0
638,142.0,60.0,177.0,8.0,0.0,2.0,17.0,4.0,0.0,17.0
639,142.0,60.0,177.0,8.0,0.0,2.0,17.0,4.0,0.0,17.0
640,132.0,65.0,305.0,9.0,0.0,0.0,21.0,2.0,16.0,7.0
641,132.0,65.0,305.0,9.0,0.0,0.0,21.0,2.0,16.0,7.0
642,103.0,71.0,276.0,9.0,17.0,0.0,17.0,3.0,15.0,11.0
643,103.0,71.0,276.0,9.0,17.0,0.0,17.0,3.0,15.0,11.0
644,18.0,75.0,257.0,4.0,17.0,0.0,9.0,9.0,19.0,18.0
645,18.0,75.0,257.0,4.0,17.0,0.0,9.0,9.0,19.0,18.0
646,18.0,59.0,154.0,4.0,0.0,0.0,10.0,9.0,23.0,23.0
647,18.0,59.0,154.0,4.0,0.0,0.0,10.0,9.0,23.0,23.0
648,7.0,48.0,95.0,4.0,0.0,2.0,13.0,3.0,0.0,32.0
649,7.0,48.0,95.0,4.0,0.0,2.0,13.0,3.0,0.0,32.0
650,20.0,68.0,50.0,13.0,0.0,2.0,11.0,8.0,0.0,41.0
651,20.0,68.0,50.0,13.0,0.0,2.0,11.0,8.0,0.0,41.0
652,37.0,112.0,60.0,43.0,0.0,3.0,11.0,15.0,0.0,34.0
653,37.0,112.0,60.0,43.0,0.0,3.0,11.0,15.0,0.0,34.0
654,65.0,88.0,76.0,40.0,0.0,6.0,0.0,19.0,21.0,41.0
655,65.0,88.0,76.0,40.0,0.0,6.0,0.0,19.0,21.0,41.0
656,55.0,126.0,100.0,35.0,0.0,8.0,9.0,21.0,21.0,32.0
657,55.0,126.0,100.0,35.0,0.0,8.0,9.0,21.0,21.0,32.0
658,62.0,92.0,81.0,13.0,0.0,13.0,28.0,3.0,20.0,21.0
659,62.0,92.0,81.0,13.0,0.0,13.0,28.0,3.0,20.0,21.0
660,69.0,79.0,50.0,6.0,9.0,6.0,14.0,7.0,35.0,14.0
661,69.0,79.0,50.0,6.0,9.0,6.0,14.0,7.0,35.0,14.0
662,49.0,77.0,60.0,8.0,29.0,1.0,7.0,4.0,58.0,10.0
663,49.0,77.0,60.0,8.0,29.0,1.0,7.0,4.0,58.0,10.0
664,55.0,74.0,63.0,9.0,29.0,4.0,9.0,3.0,48.0,11.0
665,55.0,74.0,63.0,9.0,29.0,4.0,9.0,3.0,48.0,11.0
666,75.0,90.0,53.0,9.0,12.0,8.0,8.0,7.0,39.0,13.0
667,75.0,90.0,53.0,9.0,12.0,8.0,8.0,7.0,39.0,13.0
668,65.0,96.0,56.0,11.0,16.0,8.0,8.0,11.0,65.0,14.0
669,65.0,96.0,56.0,11.0,16.0,8.0,8.0,11.0,65.0,14.0
670,42.0,106.0,62.0,13.0,21.0,1.0,8.0,8.0,24.0,13.0
671,42.0,106.0,62.0,13.0,21.0,1.0,8.0,8.0,24.0,13.0
672,47.0,88.0,64.0,9.0,21.0,1.0,10.0,7.0,38.0,20.0
673,47.0,88.0,64.0,9.0,21.0,1.0,10.0,7.0,38.0,20.0
674,43.0,67.0,62.0,15.0,32.0,1.0,14.0,7.0,65.0,29.0
675,43.0,67.0,62.0,15.0,32.0,1.0,14.0,7.0,65.0,29.0
676,29.0,83.0,60.0,18.0,38.0,3.0,14.0,7.0,91.0,39.0
677,29.0,83.0,60.0,18.0,38.0,3.0,14.0,7.0,91.0,39.0
678,39.0,102.0,49.0,15.0,6.0,3.0,18.0,6.0,140.0,59.0
679,39.0,102.0,49.0,15.0,6.0,3.0,18.0,6.0,140.0,59.0
680,47.0,104.0,45.0,9.0,21.0,5.0,24.0,9.0,153.0,76.0
681,47.0,104.0,45.0,9.0,21.0,5.0,24.0,9.0,153.0,76.0
682,52.0,85.0,54.0,10.0,22.0,5.0,21.0,8.0,170.0,70.0
683,52.0,85.0,54.0,10.0,22.0,5.0,21.0,8.0,170.0,70.0
684,54.0,87.0,57.0,11.0,24.0,0.0,25.0,7.0,180.0,72.0
685,54.0,87.0,57.0,11.0,24.0,0.0,25.0,7.0,180.0,72.0
686,58.0,89.0,61.0,16.0,29.0,0.0,26.0,12.0,191.0,83.0
687,58.0,89.0,61.0,16.0,29.0,0.0,26.0,12.0,191.0,83.0
688,59.0,102.0,63.0,21.0,30.0,1.0,40.0,18.0,143.0,75.0
689,59.0,102.0,63.0,21.0,30.0,1.0,40.0,18.0,143.0,75.0
690,51.0,106.0,68.0,20.0,52.0,2.0,52.0,30.0,94.0,60.0
691,51.0,106.0,68.0,20.0,52.0,2.0,52.0,30.0,94.0,60.0
692,57.0,101.0,66.0,25.0,52.0,2.0,61.0,23.0,110.0,34.0
693,57.0,101.0,66.0,25.0,52.0,2.0,61.0,23.0,110.0,34.0
694,38.0,97.0,57.0,27.0,21.0,1.0,78.0,12.0,96.0,30.0
695,38.0,97.0,57.0,27.0,21.0,1.0,78.0,12.0,96.0,30.0
696,13.0,93.0,59.0,20.0,21.0,1.0,47.0,18.0,137.0,27.0
697,13.0,93.0,59.0,20.0,21.0,1.0,47.0,18.0,137.0,27.0
698,21.0,79.0,46.0,20.0,9.0,2.0,59.0,26.0,133.0,27.0
699,21.0,79.0,46.0,20.0,9.0,2.0,59.0,26.0,133.0,27.0
700,34.0,88.0,53.0,28.0,29.0,1.0,52.0,25.0,111.0,25.0
701,34.0,88.0,53.0,28.0,29.0,1.0,52.0,25.0,111.0,25.0
702,43.0,88.0,63.0,32.0,29.0,1.0,47.0,22.0,134.0,27.0
703,43.0,88.0,63.0,32.0,29.0,1.0,47.0,22.0,134.0,27.0
704,45.0,92.0,85.0,38.0,20.0,1.0,57.0,24.0,174.0,25.0
705,45.0,92.0,85.0,38.0,20.0,1.0,57.0,24.0,174.0,25.0
706,40.0,93.0,94.0,45.0,22.0,1.0,60.0,18.0,135.0,23.0
707,40.0,93.0,94.0,45.0,22.0,1.0,60.0,18.0,135.0,23.0
708,7.0,118.0,107.0,61.0,22.0,1.0,59.0,15.0,111.0,24.0
709,7.0,118.0,107.0,61.0,22.0,1.0,59.0,15.0,111.0,24.0
710,3.0,120.0,126.0,37.0,0.0,5.0,67.0,14.0,101.0,34.0
711,3.0,120.0,126.0,37.0,0.0,5.0,67.0,14.0,101.0,34.0
712,2.0,87.0,123.0,38.0,9.0,3.0,72.0,14.0,75.0,45.0
713,2.0,87.0,123.0,38.0,9.0,3.0,72.0,14.0,75.0,45.0
714,2.0,99.0,114.0,34.0,9.0,2.0,35.0,8.0,16.0,45.0
715,2.0,99.0,114.0,34.0,9.0,2.0,35.0,8.0,16.0,45.0
716,2.0,108.0,116.0,36.0,0.0,1.0,20.0,3.0,30.0,35.0
717,2.0,108.0,116.0,36.0,0.0,1.0,20.0,3.0,30.0,35.0
718,9.0,97.0,137.0,32.0,0.0,1.0,23.0,6.0,52.0,26.0
719,9.0,97.0,137.0,32.0,0.0,1.0,23.0,6.0,52.0,26.0
720,13.0,82.0,138.0,32.0,0.0,0.0,22.0,6.0,26.0,15.0
721,13.0,82.0,138.0,32.0,0.0,0.0,22.0,6.0,26.0,15.0
722,10.0,59.0,175.0,56.0,0.0,1.0,23.0,9.0,32.0,11.0
723,10.0,59.0,175.0,56.0,0.0,1.0,23.0,9.0,32.0,11.0
724,6.0,70.0,188.0,116.0,0.0,7.0,1.0,12.0,45.0,19.0
725,6.0,70.0,188.0,116.0,0.0,7.0,1.0,12.0,45.0,19.0
726,3.0,88.0,211.0,191.0,25.0,7.0,2.0,12.0,3.0,32.0
727,3.0,88.0,211.0,191.0,25.0,7.0,2.0,12.0,3.0,32.0
728,6.0,99.0,240.0,142.0,55.0,2.0,2.0,19.0,12.0,28.0
729,6.0,99.0,240.0,142.0,55.0,2.0,2.0,19.0,12.0,28.0
730,6.0,99.0,240.0,142.0,55.0,2.0,2.0,19.0,12.0,28.0
731,11.0,88.0,222.0,106.0,61.0,2.0,4.0,17.0,12.0,25.0
732,0.0,64.0,198.0,97.0,61.0,0.0,8.0,12.0,5.0,20.0
733,0.0,64.0,198.0,97.0,61.0,0.0,8.0,12.0,5.0,20.0
734,14.0,42.0,179.0,44.0,26.0,0.0,18.0,1.0,5.0,13.0
735,14.0,42.0,179.0,44.0,26.0,0.0,18.0,1.0,5.0,13.0
736,10.0,37.0,108.0,48.0,53.0,5.0,11.0,2.0,0.0,15.0
737,10.0,37.0,108.0,48.0,53.0,5.0,11.0,2.0,0.0,15.0
738,14.0,16.0,110.0,78.0,53.0,9.0,11.0,2.0,0.0,9.0
739,14.0,16.0,110.0,78.0,53.0,9.0,11.0,2.0,0.0,9.0
740,20.0,23.0,152.0,84.0,0.0,9.0,19.0,2.0,0.0,10.0
741,20.0,23.0,152.0,84.0,0.0,9.0,19.0,2.0,0.0,10.0
742,10.0,34.0,178.0,70.0,0.0,0.0,0.0,7.0,0.0,9.0
743,10.0,34.0,178.0,70.0,0.0,0.0,0.0,7.0,0.0,9.0
744,25.0,54.0,214.0,62.0,0.0,0.0,11.0,5.0,0.0,9.0
745,25.0,54.0,214.0,62.0,0.0,0.0,11.0,5.0,0.0,9.0
746,50.0,65.0,332.0,103.0,2.0,9.0,9.0,8.0,0.0,8.0
747,50.0,65.0,332.0,103.0,2.0,9.0,9.0,8.0,0.0,8.0
748,57.0,130.0,83.0,121.0,33.0,7.0,6.0,20.0,11.0,6.0
749,57.0,130.0,83.0,121.0,33.0,7.0,6.0,20.0,11.0,6.0
750,57.0,116.0,102.0,103.0,52.0,6.0,8.0,18.0,11.0,16.0
751,57.0,116.0,102.0,103.0,52.0,6.0,8.0,18.0,11.0,16.0
752,24.0,101.0,115.0,110.0,52.0,1.0,11.0,16.0,0.0,12.0
753,24.0,101.0,115.0,110.0,52.0,1.0,11.0,16.0,0.0,12.0
754,40.0,146.0,45.0,22.0,0.0,2.0,17.0,13.0,4.0,10.0
755,40.0,146.0,45.0,22.0,0.0,2.0,17.0,13.0,4.0,10.0
756,18.0,112.0,27.0,30.0,4.0,2.0,16.0,11.0,7.0,11.0
757,18.0,112.0,27.0,30.0,4.0,2.0,16.0,11.0,7.0,11.0
758,11.0,87.0,22.0,40.0,18.0,0.0,11.0,5.0,9.0,12.0
759,11.0,87.0,22.0,40.0,18.0,0.0,11.0,5.0,9.0,12.0
760,34.0,86.0,31.0,39.0,23.0,4.0,7.0,0.0,9.0,17.0
761,34.0,86.0,31.0,39.0,23.0,4.0,7.0,0.0,9.0,17.0
762,44.0,107.0,29.0,33.0,34.0,3.0,11.0,15.0,10.0,15.0
763,44.0,107.0,29.0,33.0,34.0,3.0,11.0,15.0,10.0,15.0
764,57.0,121.0,41.0,41.0,46.0,3.0,16.0,8.0,16.0,12.0
765,57.0,121.0,41.0,41.0,46.0,3.0,16.0,8.0,16.0,12.0
766,50.0,106.0,39.0,42.0,60.0,5.0,10.0,5.0,22.0,14.0
767,50.0,106.0,39.0,42.0,60.0,5.0,10.0,5.0,22.0,14.0
768,45.0,78.0,28.0,54.0,78.0,3.0,15.0,4.0,19.0,17.0
769,45.0,78.0,28.0,54.0,78.0,3.0,15.0,4.0,19.0,17.0
770,29.0,36.0,31.0,35.0,78.0,2.0,27.0,6.0,37.0,20.0
771,29.0,36.0,31.0,35.0,78.0,2.0,27.0,6.0,37.0,20.0
772,31.0,30.0,30.0,24.0,0.0,2.0,22.0,7.0,61.0,23.0
773,31.0,30.0,30.0,24.0,0.0,2.0,22.0,7.0,61.0,23.0
774,32.0,31.0,27.0,18.0,15.0,1.0,15.0,8.0,75.0,22.0
775,32.0,31.0,27.0,18.0,15.0,1.0,15.0,8.0,75.0,22.0
776,26.0,36.0,29.0,20.0,20.0,1.0,17.0,10.0,89.0,20.0
777,26.0,36.0,29.0,20.0,20.0,1.0,17.0,10.0,89.0,20.0
778,9.0,39.0,34.0,22.0,98.0,2.0,15.0,10.0,30.0,22.0
779,9.0,39.0,34.0,22.0,98.0,2.0,15.0,10.0,30.0,22.0
780,1.0,41.0,35.0,22.0,586.0,2.0,15.0,8.0,30.0,26.0
781,1.0,41.0,35.0,22.0,586.0,2.0,15.0,8.0,30.0,26.0
782,3.0,41.0,36.0,20.0,1485.0,2.0,13.0,10.0,27.0,25.0
783,3.0,41.0,36.0,20.0,1485.0,2.0,13.0,10.0,27.0,25.0
784,2.0,46.0,39.0,10.0,21.0,1.0,18.0,11.0,27.0,19.0
785,2.0,46.0,39.0,10.0,21.0,1.0,18.0,11.0,27.0,19.0
786,3.0,60.0,44.0,16.0,21.0,2.0,12.0,7.0,28.0,17.0
787,3.0,60.0,44.0,16.0,21.0,2.0,12.0,7.0,28.0,17.0
788,6.0,62.0,55.0,22.0,0.0,2.0,6.0,7.0,34.0,11.0
789,6.0,62.0,55.0,22.0,0.0,2.0,6.0,7.0,34.0,11.0
790,6.0,65.0,60.0,24.0,21.0,3.0,14.0,10.0,34.0,8.0
791,6.0,65.0,60.0,24.0,21.0,3.0,14.0,10.0,34.0,8.0
792,3.0,57.0,90.0,30.0,20.0,3.0,20.0,12.0,33.0,11.0
793,3.0,57.0,90.0,30.0,20.0,3.0,20.0,12.0,33.0,11.0
794,5.0,52.0,76.0,49.0,46.0,5.0,25.0,12.0,21.0,12.0
795,5.0,52.0,76.0,49.0,46.0,5.0,25.0,12.0,21.0,12.0
796,5.0,47.0,68.0,40.0,60.0,5.0,37.0,13.0,14.0,11.0
797,5.0,47.0,68.0,40.0,60.0,5.0,37.0,13.0,14.0,11.0
798,6.0,40.0,69.0,32.0,44.0,3.0,35.0,14.0,6.0,10.0
799,6.0,40.0,69.0,32.0,44.0,3.0,35.0,14.0,6.0,10.0
800,10.0,40.0,63.0,40.0,53.0,3.0,41.0,14.0,18.0,11.0
801,10.0,40.0,63.0,40.0,53.0,3.0,41.0,14.0,18.0,11.0
802,19.0,41.0,83.0,46.0,92.0,4.0,41.0,13.0,28.0,12.0
803,19.0,41.0,83.0,46.0,92.0,4.0,41.0,13.0,28.0,12.0
804,18.0,52.0,88.0,47.0,104.0,5.0,44.0,10.0,37.0,10.0
805,18.0,52.0,88.0,47.0,104.0,5.0,44.0,10.0,37.0,10.0
806,4.0,59.0,115.0,8.0,124.0,5.0,43.0,11.0,37.0,14.0
807,4.0,59.0,115.0,8.0,124.0,5.0,43.0,11.0,37.0,14.0
808,6.0,58.0,134.0,6.0,101.0,7.0,12.0,23.0,33.0,15.0
809,6.0,58.0,134.0,6.0,101.0,7.0,12.0,23.0,33.0,15.0
810,7.0,57.0,131.0,6.0,97.0,7.0,7.0,31.0,38.0,11.0
811,7.0,57.0,131.0,6.0,97.0,7.0,7.0,31.0,38.0,11.0
812,1.0,51.0,130.0,8.0,79.0,0.0,8.0,32.0,0.0,11.0
813,1.0,51.0,130.0,8.0,79.0,0.0,8.0,32.0,0.0,11.0
814,1.0,50.0,155.0,10.0,98.0,13.0,9.0,2.0,0.0,14.0
815,1.0,50.0,155.0,10.0,98.0,13.0,9.0,2.0,0.0,14.0
816,1.0,53.0,212.0,19.0,130.0,13.0,0.0,5.0,0.0,14.0
817,1.0,53.0,212.0,19.0,130.0,13.0,0.0,5.0,0.0,14.0
818,1.0,61.0,237.0,25.0,80.0,1.0,20.0,13.0,22.0,13.0
819,1.0,61.0,237.0,25.0,80.0,1.0,20.0,13.0,22.0,13.0
820,0.0,50.0,265.0,20.0,70.0,2.0,12.0,18.0,41.0,14.0
821,0.0,50.0,265.0,20.0,70.0,2.0,12.0,18.0,41.0,14.0
822,2.0,38.0,281.0,15.0,148.0,4.0,10.0,26.0,70.0,14.0
823,2.0,38.0,281.0,15.0,148.0,4.0,10.0,26.0,70.0,14.0
824,3.0,23.0,227.0,20.0,105.0,3.0,1.0,28.0,92.0,15.0
825,3.0,23.0,227.0,20.0,105.0,3.0,1.0,28.0,92.0,15.0
826,7.0,36.0,188.0,25.0,19.0,3.0,0.0,34.0,92.0,16.0
827,7.0,36.0,188.0,25.0,19.0,3.0,0.0,34.0,92.0,16.0
828,35.0,48.0,222.0,32.0,0.0,0.0,17.0,30.0,0.0,17.0
829,35.0,48.0,222.0,32.0,0.0,0.0,17.0,30.0,0.0,17.0
830,54.0,49.0,298.0,24.0,0.0,16.0,17.0,38.0,0.0,23.0
831,54.0,49.0,298.0,24.0,0.0,16.0,17.0,38.0,0.0,23.0
832,54.0,49.0,298.0,24.0,0.0,16.0,17.0,38.0,0.0,23.0
833,55.0,42.0,315.0,20.0,15.0,11.0,0.0,61.0,9.0,9.0
834,74.0,63.0,303.0,12.0,28.0,11.0,0.0,65.0,9.0,15.0
835,74.0,63.0,303.0,12.0,28.0,11.0,0.0,65.0,9.0,15.0
836,0.0,64.0,265.0,21.0,28.0,15.0,0.0,0.0,0.0,18.0
837,0.0,64.0,265.0,21.0,28.0,15.0,0.0,0.0,0.0,18.0
838,0.0,64.0,265.0,21.0,28.0,15.0,0.0,0.0,0.0,18.0
839,0.0,73.0,224.0,26.0,13.0,15.0,16.0,7.0,2.0,15.0
840,16.0,114.0,228.0,33.0,35.0,0.0,19.0,10.0,6.0,10.0
841,16.0,114.0,228.0,33.0,35.0,0.0,19.0,10.0,6.0,10.0
842,23.0,2.0,316.0,34.0,44.0,3.0,20.0,24.0,17.0,10.0
843,23.0,2.0,316.0,34.0,44.0,3.0,20.0,24.0,17.0,10.0
844,36.0,19.0,347.0,50.0,44.0,3.0,30.0,38.0,12.0,13.0
845,36.0,19.0,347.0,50.0,44.0,3.0,30.0,38.0,12.0,13.0
846,75.0,38.0,246.0,16.0,27.0,0.0,65.0,45.0,7.0,19.0
847,75.0,38.0,246.0,16.0,27.0,0.0,65.0,45.0,7.0,19.0
848,95.0,43.0,229.0,20.0,35.0,0.0,52.0,41.0,0.0,26.0
849,95.0,43.0,229.0,20.0,35.0,0.0,52.0,41.0,0.0,26.0
850,82.0,58.0,105.0,24.0,35.0,5.0,36.0,24.0,0.0,3.0
851,82.0,58.0,105.0,24.0,35.0,5.0,36.0,24.0,0.0,3.0
852,134.0,48.0,60.0,26.0,0.0,5.0,13.0,28.0,0.0,5.0
853,134.0,48.0,60.0,26.0,0.0,5.0,13.0,28.0,0.0,5.0
854,134.0,37.0,36.0,22.0,0.0,4.0,0.0,6.0,1.0,9.0
855,134.0,37.0,36.0,22.0,0.0,4.0,0.0,6.0,1.0,9.0
856,59.0,29.0,15.0,9.0,1.0,9.0,7.0,5.0,24.0,11.0
857,59.0,29.0,15.0,9.0,1.0,9.0,7.0,5.0,24.0,11.0
858,39.0,34.0,18.0,14.0,28.0,6.0,10.0,3.0,26.0,13.0
859,39.0,34.0,18.0,14.0,28.0,6.0,10.0,3.0,26.0,13.0
860,26.0,39.0,20.0,16.0,17.0,1.0,4.0,7.0,42.0,10.0
861,26.0,39.0,20.0,16.0,17.0,1.0,4.0,7.0,42.0,10.0
862,39.0,44.0,25.0,22.0,6.0,1.0,7.0,13.0,71.0,11.0
863,39.0,44.0,25.0,22.0,6.0,1.0,7.0,13.0,71.0,11.0
864,27.0,46.0,30.0,22.0,12.0,2.0,22.0,15.0,72.0,13.0
865,27.0,46.0,30.0,22.0,12.0,2.0,22.0,15.0,72.0,13.0
866,27.0,46.0,30.0,22.0,12.0,2.0,22.0,15.0,72.0,13.0
867,19.0,47.0,25.0,27.0,16.0,2.0,19.0,15.0,60.0,16.0
868,22.0,38.0,27.0,27.0,14.0,3.0,12.0,11.0,60.0,13.0
869,22.0,38.0,27.0,27.0,14.0,3.0,12.0,11.0,60.0,13.0
870,33.0,35.0,34.0,22.0,16.0,3.0,13.0,10.0,62.0,11.0
871,33.0,35.0,34.0,22.0,16.0,3.0,13.0,10.0,62.0,11.0
872,43.0,46.0,33.0,25.0,31.0,2.0,17.0,10.0,55.0,12.0
873,43.0,46.0,33.0,25.0,31.0,2.0,17.0,10.0,55.0,12.0
874,32.0,63.0,40.0,42.0,48.0,2.0,16.0,8.0,45.0,21.0
875,32.0,63.0,40.0,42.0,48.0,2.0,16.0,8.0,45.0,21.0
876,27.0,74.0,58.0,38.0,82.0,5.0,12.0,10.0,41.0,29.0
877,27.0,74.0,58.0,38.0,82.0,5.0,12.0,10.0,41.0,29.0
878,10.0,68.0,75.0,31.0,55.0,3.0,12.0,9.0,33.0,35.0
879,10.0,68.0,75.0,31.0,55.0,3.0,12.0,9.0,33.0,35.0
880,13.0,67.0,81.0,14.0,34.0,2.0,10.0,9.0,32.0,39.0
881,13.0,67.0,81.0,14.0,34.0,2.0,10.0,9.0,32.0,39.0
882,14.0,75.0,79.0,12.0,12.0,3.0,9.0,8.0,50.0,38.0
883,14.0,75.0,79.0,12.0,12.0,3.0,9.0,8.0,50.0,38.0
884,19.0,80.0,78.0,14.0,19.0,6.0,10.0,9.0,80.0,36.0
885,19.0,80.0,78.0,14.0,19.0,6.0,10.0,9.0,80.0,36.0
886,23.0,85.0,80.0,12.0,19.0,7.0,18.0,12.0,68.0,40.0
887,23.0,85.0,80.0,12.0,19.0,7.0,18.0,12.0,68.0,40.0
888,23.0,93.0,112.0,12.0,19.0,4.0,41.0,14.0,74.0,45.0
889,23.0,93.0,112.0,12.0,19.0,4.0,41.0,14.0,74.0,45.0
890,13.0,113.0,106.0,5.0,19.0,6.0,39.0,13.0,86.0,39.0
891,13.0,113.0,106.0,5.0,19.0,6.0,39.0,13.0,86.0,39.0
892,23.0,128.0,76.0,8.0,21.0,8.0,34.0,18.0,93.0,41.0
893,23.0,128.0,76.0,8.0,21.0,8.0,34.0,18.0,93.0,41.0
894,24.0,113.0,64.0,10.0,28.0,6.0,44.0,22.0,99.0,34.0
895,24.0,113.0,64.0,10.0,28.0,6.0,44.0,22.0,99.0,34.0
896,18.0,102.0,57.0,15.0,34.0,4.0,43.0,23.0,116.0,17.0
897,18.0,102.0,57.0,15.0,34.0,4.0,43.0,23.0,116.0,17.0
898,23.0,90.0,61.0,19.0,50.0,7.0,32.0,31.0,130.0,15.0
899,23.0,90.0,61.0,19.0,50.0,7.0,32.0,31.0,130.0,15.0
900,23.0,84.0,53.0,23.0,34.0,10.0,47.0,37.0,147.0,18.0
901,23.0,84.0,53.0,23.0,34.0,10.0,47.0,37.0,147.0,18.0
902,25.0,83.0,58.0,22.0,22.0,8.0,49.0,43.0,225.0,18.0
903,25.0,83.0,58.0,22.0,22.0,8.0,49.0,43.0,225.0,18.0
904,35.0,78.0,39.0,23.0,0.0,6.0,22.0,27.0,193.0,6.0
905,35.0,78.0,39.0,23.0,0.0,6.0,22.0,27.0,193.0,6.0
906,36.0,76.0,36.0,29.0,0.0,7.0,18.0,39.0,129.0,11.0
907,36.0,76.0,36.0,29.0,0.0,7.0,18.0,39.0,129.0,11.0
908,7.0,53.0,33.0,24.0,14.0,1.0,7.0,35.0,155.0,14.0
909,7.0,53.0,33.0,24.0,14.0,1.0,7.0,35.0,155.0,14.0
910,1.0,52.0,50.0,11.0,9.0,1.0,7.0,11.0,109.0,14.0
911,1.0,52.0,50.0,11.0,9.0,1.0,7.0,11.0,109.0,14.0
912,5.0,50.0,86.0,17.0,4.0,0.0,13.0,10.0,99.0,8.0
913,5.0,50.0,86.0,17.0,4.0,0.0,13.0,10.0,99.0,8.0
914,8.0,57.0,109.0,27.0,0.0,2.0,22.0,11.0,101.0,13.0
915,8.0,57.0,109.0,27.0,0.0,2.0,22.0,11.0,101.0,13.0
916,1.0,65.0,133.0,31.0,0.0,3.0,28.0,12.0,98.0,16.0
917,1.0,65.0,133.0,31.0,0.0,3.0,28.0,12.0,98.0,16.0
918,1.0,75.0,143.0,48.0,0.0,363.0,20.0,15.0,85.0,15.0
919,1.0,75.0,143.0,48.0,0.0,363.0,20.0,15.0,85.0,15.0
920,2.0,82.0,163.0,54.0,0.0,245.0,20.0,20.0,73.0,10.0
921,2.0,82.0,163.0,54.0,0.0,245.0,20.0,20.0,73.0,10.0
922,13.0,87.0,177.0,36.0,0.0,293.0,11.0,11.0,79.0,9.0
923,13.0,87.0,177.0,36.0,0.0,293.0,11.0,11.0,79.0,9.0
924,35.0,111.0,162.0,34.0,4.0,722.0,11.0,20.0,69.0,8.0
925,35.0,111.0,162.0,34.0,4.0,722.0,11.0,20.0,69.0,8.0
926,45.0,89.0,170.0,42.0,22.0,722.0,7.0,50.0,67.0,6.0
927,45.0,89.0,170.0,42.0,22.0,722.0,7.0,50.0,67.0,6.0
928,55.0,90.0,158.0,83.0,22.0,1441.0,7.0,32.0,0.0,5.0
929,55.0,90.0,158.0,83.0,22.0,1441.0,7.0,32.0,0.0,5.0
930,79.0,72.0,68.0,6.0,0.0,482.0,11.0,15.0,0.0,7.0
931,79.0,72.0,68.0,6.0,0.0,482.0,11.0,15.0,0.0,7.0
932,87.0,79.0,66.0,0.0,0.0,482.0,16.0,13.0,0.0,8.0
933,87.0,79.0,66.0,0.0,0.0,482.0,16.0,13.0,0.0,8.0
934,84.0,100.0,67.0,8.0,0.0,1441.0,16.0,9.0,0.0,8.0
935,84.0,100.0,67.0,8.0,0.0,1441.0,16.0,9.0,0.0,8.0
936,14.0,116.0,80.0,16.0,13.0,1441.0,6.0,15.0,0.0,6.0
937,14.0,116.0,80.0,16.0,13.0,1441.0,6.0,15.0,0.0,6.0
938,16.0,156.0,90.0,19.0,42.0,721.0,27.0,15.0,0.0,14.0
939,16.0,156.0,90.0,19.0,42.0,721.0,27.0,15.0,0.0,14.0
940,54.0,166.0,82.0,30.0,27.0,721.0,20.0,9.0,0.0,22.0
941,54.0,166.0,82.0,30.0,27.0,721.0,20.0,9.0,0.0,22.0
942,57.0,64.0,65.0,31.0,27.0,1441.0,28.0,24.0,0.0,14.0
943,57.0,64.0,65.0,31.0,27.0,1441.0,28.0,24.0,0.0,14.0
944,59.0,95.0,83.0,29.0,0.0,1441.0,28.0,31.0,14.0,9.0
945,59.0,95.0,83.0,29.0,0.0,1441.0,28.0,31.0,14.0,9.0
946,63.0,106.0,69.0,18.0,10.0,726.0,22.0,26.0,16.0,6.0
947,63.0,106.0,69.0,18.0,10.0,726.0,22.0,26.0,16.0,6.0
948,53.0,93.0,58.0,22.0,12.0,726.0,6.0,19.0,19.0,15.0
949,53.0,93.0,58.0,22.0,12.0,726.0,6.0,19.0,19.0,15.0
950,50.0,107.0,61.0,11.0,16.0,1441.0,14.0,4.0,21.0,16.0
951,50.0,107.0,61.0,11.0,16.0,1441.0,14.0,4.0,21.0,16.0
952,69.0,98.0,55.0,9.0,27.0,721.0,14.0,4.0,24.0,23.0
953,69.0,98.0,55.0,9.0,27.0,721.0,14.0,4.0,24.0,23.0
954,69.0,98.0,55.0,9.0,27.0,721.0,14.0,4.0,24.0,23.0
