,electricity-fueltype-nyiso-natural_gas,electricity-fueltype-nyiso-nuclear,electricity-fueltype-nyiso-other_renewables,electricity-fueltype-nyiso-dual_fuel,electricity-fueltype-nyiso-other_fossil_fuels,electricity-fueltype-nyiso-wind,electricity-fueltype-nyiso-hydro
789,2654.0,4397.0,250.0,3962.0,2.0,1283.0,3373.0
790,2648.0,4397.0,251.0,3974.0,2.0,1309.0,3351.0
791,2651.0,4394.0,251.0,3998.0,2.0,1309.0,3325.0
792,2651.0,4395.0,250.0,4015.0,2.0,1319.0,3290.0
793,2651.0,4396.0,249.0,4007.0,2.0,1309.0,3289.0
794,2652.0,4398.0,251.0,3917.0,2.0,1323.0,3313.0
795,2652.0,4397.0,242.0,3837.0,2.0,1350.0,3335.0
796,2652.0,4397.0,242.0,3837.0,2.0,1350.0,3335.0
797,2657.0,4396.0,244.0,3940.0,2.0,1404.0,3321.0
798,2659.0,4394.0,246.0,4004.0,2.0,1400.0,3341.0
799,2658.0,4397.0,241.0,4060.0,2.0,1393.0,3286.0
800,2659.0,4396.0,243.0,4081.0,2.0,1369.0,3254.0
801,2659.0,4397.0,243.0,4096.0,2.0,1363.0,3304.0
802,2655.0,4395.0,251.0,4112.0,22.0,1355.0,3298.0
803,2656.0,4397.0,246.0,4052.0,55.0,1355.0,3359.0
804,2656.0,4397.0,246.0,4052.0,55.0,1355.0,3359.0
805,2654.0,4398.0,238.0,4035.0,77.0,1376.0,3355.0
806,2655.0,4397.0,239.0,4159.0,50.0,1381.0,3268.0
807,2656.0,4398.0,241.0,4195.0,17.0,1402.0,3274.0
808,2655.0,4400.0,239.0,4203.0,2.0,1394.0,3272.0
809,2654.0,4398.0,239.0,4151.0,2.0,1398.0,3266.0
810,2655.0,4397.0,238.0,4208.0,2.0,1410.0,3225.0
811,2654.0,4396.0,237.0,4268.0,2.0,1436.0,3201.0
812,2656.0,4397.0,242.0,4341.0,2.0,1449.0,3155.0
813,2655.0,4397.0,243.0,4378.0,2.0,1429.0,3130.0
814,2654.0,4396.0,242.0,4398.0,2.0,1407.0,3111.0
815,2655.0,4396.0,247.0,4403.0,2.0,1376.0,3106.0
816,2655.0,4396.0,243.0,4426.0,2.0,1362.0,3182.0
817,2659.0,4396.0,240.0,4405.0,2.0,1365.0,3247.0
818,2667.0,4397.0,245.0,4355.0,2.0,1349.0,3299.0
819,2712.0,4396.0,248.0,4369.0,2.0,1334.0,3293.0
820,2805.0,4396.0,246.0,4507.0,2.0,1347.0,3214.0
821,2888.0,4395.0,243.0,4461.0,2.0,1380.0,3101.0
822,2899.0,4395.0,243.0,4485.0,2.0,1432.0,3104.0
823,2900.0,4397.0,242.0,4492.0,2.0,1453.0,3162.0
824,2903.0,4397.0,245.0,4496.0,2.0,1477.0,3226.0
825,2901.0,4395.0,245.0,4538.0,2.0,1480.0,3171.0
826,2904.0,4396.0,246.0,4566.0,2.0,1479.0,3264.0
827,2904.0,4396.0,248.0,4617.0,2.0,1475.0,3275.0
828,2912.0,4398.0,246.0,4656.0,2.0,1461.0,3310.0
829,2933.0,4396.0,245.0,4743.0,2.0,1468.0,3319.0
830,2973.0,4397.0,243.0,4815.0,2.0,1468.0,3371.0
831,2995.0,4395.0,245.0,4857.0,2.0,1462.0,3374.0
832,3017.0,4396.0,246.0,4892.0,2.0,1465.0,3574.0
833,3006.0,4396.0,245.0,4891.0,2.0,1403.0,3688.0
834,3001.0,4397.0,243.0,4908.0,2.0,1411.0,3761.0
835,3042.0,4397.0,247.0,5004.0,2.0,1465.0,3637.0
836,3033.0,4396.0,245.0,5058.0,2.0,1494.0,3518.0
837,3024.0,4395.0,246.0,5009.0,2.0,1518.0,3603.0
838,3016.0,4395.0,244.0,5003.0,2.0,1523.0,3615.0
839,3013.0,4397.0,244.0,5023.0,2.0,1509.0,3565.0
840,3018.0,4398.0,246.0,4925.0,2.0,1498.0,3605.0
841,3025.0,4397.0,248.0,4885.0,2.0,1463.0,3649.0
842,3042.0,4397.0,245.0,4892.0,2.0,1448.0,3654.0
843,3079.0,4398.0,244.0,4840.0,3.0,1432.0,3690.0
844,3069.0,4397.0,246.0,4774.0,21.0,1429.0,3724.0
845,3117.0,4398.0,246.0,4612.0,49.0,1435.0,3761.0
846,3172.0,4398.0,245.0,4538.0,50.0,1435.0,3856.0
847,3205.0,4398.0,245.0,4516.0,68.0,1439.0,3837.0
848,3224.0,4396.0,246.0,4554.0,105.0,1450.0,3743.0
849,3236.0,4397.0,247.0,4511.0,113.0,1452.0,3712.0
850,3242.0,4397.0,246.0,4471.0,114.0,1453.0,3727.0
851,3239.0,4397.0,243.0,4461.0,114.0,1436.0,3704.0
852,3241.0,4401.0,246.0,4471.0,114.0,1443.0,3658.0
853,3237.0,4398.0,245.0,4472.0,114.0,1455.0,3648.0
854,3229.0,4396.0,249.0,4438.0,114.0,1475.0,3658.0
855,3223.0,4400.0,250.0,4337.0,112.0,1473.0,3679.0
856,3213.0,4398.0,250.0,4254.0,110.0,1477.0,3692.0
857,3219.0,4395.0,248.0,4301.0,106.0,1471.0,3692.0
858,3239.0,4398.0,248.0,4258.0,65.0,1489.0,3691.0
859,3205.0,4398.0,244.0,4333.0,46.0,1477.0,3626.0
860,3142.0,4396.0,246.0,4467.0,39.0,1459.0,3559.0
861,3076.0,4397.0,245.0,4544.0,4.0,1438.0,3553.0
862,3028.0,4398.0,245.0,4556.0,2.0,1419.0,3583.0
863,3065.0,4396.0,248.0,4492.0,2.0,1407.0,3557.0
864,3037.0,4398.0,244.0,4479.0,2.0,1386.0,3591.0
865,3040.0,4397.0,249.0,4428.0,2.0,1381.0,3617.0
866,3019.0,4398.0,248.0,4396.0,2.0,1381.0,3579.0
867,3036.0,4396.0,246.0,4331.0,2.0,1404.0,3554.0
868,3086.0,4396.0,247.0,4265.0,2.0,1424.0,3583.0
869,3138.0,4398.0,245.0,4332.0,2.0,1440.0,3564.0
870,3138.0,4398.0,245.0,4332.0,2.0,1440.0,3564.0
871,3174.0,4397.0,247.0,4312.0,2.0,1447.0,3604.0
872,3160.0,4399.0,247.0,4346.0,2.0,1441.0,3568.0
873,3108.0,4398.0,249.0,4375.0,2.0,1437.0,3553.0
874,3075.0,4399.0,251.0,4375.0,2.0,1425.0,3498.0
875,3075.0,4398.0,252.0,4332.0,2.0,1404.0,3523.0
876,3051.0,4398.0,251.0,4306.0,2.0,1408.0,3539.0
877,3029.0,4397.0,249.0,4291.0,2.0,1400.0,3536.0
878,3003.0,4397.0,250.0,4259.0,2.0,1405.0,3511.0
879,2990.0,4399.0,246.0,4195.0,2.0,1404.0,3538.0
880,2902.0,4399.0,246.0,4258.0,2.0,1404.0,3494.0
881,2729.0,4397.0,246.0,4352.0,2.0,1369.0,3333.0
882,2728.0,4398.0,245.0,4339.0,2.0,1342.0,3191.0
883,2716.0,4399.0,248.0,4257.0,2.0,1335.0,3211.0
884,2706.0,4399.0,244.0,4277.0,2.0,1312.0,3133.0
885,2709.0,4400.0,244.0,4248.0,2.0,1219.0,3145.0
886,2700.0,4398.0,246.0,4170.0,2.0,1174.0,3201.0
887,2700.0,4401.0,249.0,4091.0,2.0,1120.0,3235.0
888,2717.0,4399.0,247.0,3967.0,2.0,1147.0,3279.0
889,2742.0,4400.0,248.0,3851.0,2.0,1137.0,3377.0
890,2686.0,4400.0,247.0,3803.0,2.0,1179.0,3428.0
891,2631.0,4402.0,245.0,3790.0,2.0,1017.0,3441.0
892,2595.0,4400.0,246.0,3812.0,2.0,1059.0,3422.0
893,2595.0,4400.0,246.0,3812.0,2.0,1059.0,3422.0
894,2420.0,4400.0,249.0,3900.0,2.0,1118.0,3469.0
895,2338.0,4400.0,241.0,3918.0,2.0,1117.0,3509.0
896,2324.0,4399.0,244.0,3916.0,2.0,1094.0,3526.0
897,2323.0,4399.0,244.0,3863.0,2.0,1059.0,3507.0
898,2323.0,4400.0,249.0,3860.0,2.0,1022.0,3402.0
899,2323.0,4402.0,248.0,3812.0,2.0,1004.0,3341.0
900,2321.0,4402.0,250.0,3744.0,2.0,990.0,3336.0
901,2310.0,4401.0,251.0,3708.0,2.0,991.0,3291.0
902,2309.0,4400.0,248.0,3678.0,2.0,988.0,3240.0
903,2308.0,4401.0,245.0,3652.0,2.0,935.0,3162.0
904,2311.0,4400.0,246.0,3688.0,2.0,907.0,3022.0
905,2310.0,4400.0,248.0,3598.0,2.0,898.0,2964.0
906,2293.0,4400.0,247.0,3537.0,2.0,885.0,2995.0
907,2261.0,4399.0,247.0,3444.0,2.0,874.0,3020.0
908,2244.0,4402.0,246.0,3373.0,2.0,868.0,2989.0
909,2244.0,4402.0,246.0,3373.0,2.0,868.0,2989.0
910,2221.0,4400.0,245.0,3225.0,2.0,862.0,2931.0
911,2246.0,4401.0,247.0,3216.0,2.0,835.0,2929.0
912,2231.0,4401.0,249.0,3221.0,2.0,785.0,2929.0
913,2204.0,4401.0,248.0,3196.0,2.0,737.0,2967.0
914,2145.0,4400.0,248.0,3208.0,2.0,728.0,2919.0
915,1941.0,4402.0,247.0,3136.0,2.0,741.0,3015.0
916,1876.0,4400.0,249.0,3011.0,2.0,745.0,3048.0
917,1783.0,4403.0,249.0,3121.0,2.0,732.0,3072.0
918,1765.0,4400.0,247.0,3216.0,2.0,717.0,3002.0
919,1778.0,4400.0,245.0,3322.0,2.0,709.0,2903.0
920,1768.0,4401.0,251.0,3344.0,2.0,714.0,2847.0
921,1683.0,4400.0,247.0,3195.0,2.0,688.0,2924.0
922,1647.0,4401.0,247.0,3065.0,2.0,667.0,2940.0
923,1624.0,4402.0,247.0,2965.0,2.0,635.0,2992.0
924,1616.0,4401.0,247.0,2865.0,2.0,612.0,3054.0
925,1597.0,4400.0,242.0,2809.0,2.0,604.0,3076.0
926,1588.0,4401.0,247.0,2761.0,2.0,603.0,3094.0
927,1565.0,4403.0,249.0,2636.0,2.0,592.0,3069.0
928,1545.0,4400.0,248.0,2613.0,2.0,610.0,3059.0
929,1535.0,4401.0,246.0,2574.0,2.0,613.0,3079.0
930,1570.0,4402.0,246.0,2605.0,2.0,583.0,3083.0
931,1596.0,4401.0,244.0,2644.0,2.0,569.0,3048.0
932,1597.0,4400.0,247.0,2712.0,2.0,551.0,3018.0
933,1645.0,4401.0,248.0,2712.0,2.0,541.0,3063.0
934,1704.0,4400.0,245.0,2757.0,2.0,527.0,3082.0
935,1705.0,4400.0,243.0,2757.0,2.0,532.0,3093.0
936,1673.0,4401.0,244.0,2763.0,2.0,541.0,3064.0
937,1639.0,4399.0,247.0,2728.0,2.0,541.0,3007.0
938,1639.0,4399.0,247.0,2728.0,2.0,541.0,3007.0
939,1715.0,4401.0,241.0,2637.0,2.0,524.0,2887.0
940,1712.0,4401.0,246.0,2650.0,2.0,500.0,2767.0
941,1684.0,4400.0,247.0,2603.0,2.0,503.0,2828.0
942,1672.0,4398.0,245.0,2592.0,2.0,514.0,2897.0
943,1715.0,4399.0,247.0,2614.0,2.0,530.0,2850.0
944,1721.0,4399.0,244.0,2611.0,2.0,533.0,2822.0
945,1720.0,4400.0,246.0,2595.0,2.0,546.0,2822.0
946,1714.0,4401.0,243.0,2561.0,2.0,541.0,2813.0
947,1699.0,4400.0,244.0,2560.0,2.0,541.0,2815.0
948,1708.0,4400.0,241.0,2595.0,2.0,527.0,2735.0
949,1715.0,4400.0,241.0,2664.0,2.0,526.0,2652.0
950,1728.0,4399.0,240.0,2704.0,2.0,527.0,2553.0
951,1733.0,4399.0,239.0,2786.0,2.0,528.0,2463.0
952,1729.0,4400.0,243.0,2790.0,2.0,537.0,2397.0
953,1757.0,4400.0,246.0,2845.0,2.0,534.0,2304.0
954,1757.0,4400.0,246.0,2845.0,2.0,534.0,2304.0
955,1829.0,4400.0,245.0,2835.0,2.0,528.0,2242.0
956,1829.0,4403.0,244.0,2826.0,2.0,520.0,2246.0
957,1831.0,4400.0,244.0,2717.0,2.0,508.0,2288.0
958,1831.0,4400.0,244.0,2717.0,2.0,508.0,2288.0
959,1811.0,4400.0,245.0,2639.0,2.0,495.0,2376.0
960,1778.0,4403.0,244.0,2592.0,2.0,495.0,2429.0
961,1791.0,4401.0,243.0,2577.0,2.0,491.0,2440.0
962,1789.0,4399.0,240.0,2557.0,2.0,490.0,2485.0
963,1824.0,4403.0,239.0,2594.0,2.0,473.0,2500.0
964,1824.0,4403.0,239.0,2594.0,2.0,473.0,2500.0
965,1824.0,4403.0,239.0,2594.0,2.0,473.0,2500.0
966,1837.0,4402.0,244.0,2610.0,2.0,388.0,2712.0
967,1845.0,4400.0,246.0,2636.0,2.0,383.0,2777.0
968,1874.0,4400.0,245.0,2676.0,2.0,371.0,2816.0
969,1909.0,4401.0,247.0,2731.0,2.0,369.0,2792.0
970,1927.0,4401.0,244.0,2734.0,2.0,372.0,2804.0
971,1947.0,4403.0,247.0,2711.0,2.0,373.0,2898.0
972,1972.0,4400.0,248.0,2686.0,2.0,385.0,3001.0
973,2009.0,4400.0,246.0,2672.0,2.0,386.0,3029.0
974,1979.0,4401.0,241.0,2633.0,2.0,380.0,2962.0
975,1973.0,4401.0,242.0,2644.0,2.0,377.0,2931.0
976,2022.0,4399.0,244.0,2640.0,2.0,381.0,3016.0
977,1995.0,4402.0,242.0,2667.0,2.0,367.0,3063.0
978,1999.0,4401.0,245.0,2693.0,2.0,363.0,3050.0
979,2084.0,4401.0,246.0,2801.0,2.0,363.0,3011.0
980,2122.0,4403.0,243.0,2821.0,2.0,361.0,3009.0
981,2123.0,4400.0,239.0,2817.0,2.0,351.0,3107.0
982,2123.0,4400.0,241.0,2844.0,2.0,343.0,3142.0
983,2168.0,4400.0,243.0,2868.0,2.0,349.0,3169.0
984,2216.0,4400.0,240.0,2901.0,2.0,353.0,3128.0
985,2210.0,4398.0,237.0,2926.0,2.0,359.0,3166.0
986,2192.0,4400.0,236.0,2984.0,2.0,363.0,3130.0
987,2194.0,4399.0,238.0,3016.0,2.0,354.0,3076.0
988,2228.0,4401.0,240.0,3163.0,2.0,342.0,3023.0
989,2255.0,4400.0,236.0,3243.0,2.0,321.0,3013.0
990,2280.0,4400.0,235.0,3177.0,2.0,301.0,3111.0
991,2364.0,4401.0,240.0,3213.0,2.0,300.0,3140.0
992,2445.0,4399.0,239.0,3236.0,2.0,301.0,3121.0
993,2510.0,4399.0,240.0,3276.0,2.0,297.0,3125.0
994,2580.0,4397.0,239.0,3305.0,2.0,293.0,3130.0
995,2615.0,4399.0,239.0,3348.0,2.0,284.0,3139.0
996,2661.0,4399.0,235.0,3368.0,2.0,272.0,3138.0
997,2745.0,4399.0,240.0,3372.0,2.0,258.0,3132.0
998,2768.0,4399.0,236.0,3381.0,2.0,248.0,3139.0
999,2839.0,4398.0,234.0,3398.0,2.0,254.0,3255.0
