,hospital-er-wait-minutes-piedmont_atlanta,hospital-er-wait-minutes-piedmont_fayette,hospital-er-wait-minutes-piedmont_henry,hospital-er-wait-minutes-piedmont_newton,hospital-er-wait-minutes-piedmont_athens,hospital-er-wait-minutes-piedmont_rockdale,hospital-er-wait-minutes-piedmont_newnan,hospital-er-wait-minutes-piedmont_walton,hospital-er-wait-minutes-piedmont_mountainside,hospital-er-wait-minutes-piedmont_mountside_ellijay
647,209.0,82.0,1125.0,259.0,133.0,92.0,28.0,0.0,16.0,0.0
648,164.0,82.0,1125.0,220.0,266.0,92.0,28.0,0.0,26.0,0.0
649,164.0,82.0,577.0,220.0,266.0,136.0,28.0,0.0,26.0,0.0
650,144.0,42.0,577.0,233.0,179.0,136.0,0.0,0.0,37.0,0.0
651,144.0,42.0,832.0,233.0,179.0,129.0,0.0,0.0,37.0,0.0
652,157.0,49.0,832.0,258.0,38.0,129.0,1.0,0.0,18.0,0.0
653,157.0,49.0,689.0,258.0,38.0,145.0,1.0,0.0,18.0,0.0
654,125.0,43.0,689.0,393.0,52.0,145.0,1.0,1.0,18.0,0.0
655,125.0,43.0,588.0,393.0,52.0,160.0,1.0,1.0,18.0,0.0
656,44.0,49.0,588.0,393.0,46.0,160.0,4.0,5.0,4.0,5.0
657,44.0,49.0,628.0,393.0,46.0,122.0,4.0,5.0,4.0,5.0
658,6.0,94.0,628.0,308.0,53.0,122.0,3.0,7.0,9.0,21.0
659,6.0,94.0,1025.0,308.0,53.0,178.0,3.0,7.0,9.0,21.0
660,8.0,98.0,1025.0,119.0,67.0,178.0,4.0,2.0,19.0,19.0
661,8.0,98.0,1055.0,119.0,67.0,115.0,4.0,2.0,19.0,19.0
662,20.0,92.0,1055.0,126.0,81.0,115.0,6.0,4.0,16.0,8.0
663,20.0,92.0,739.0,126.0,81.0,102.0,6.0,4.0,16.0,8.0
664,17.0,94.0,739.0,128.0,88.0,102.0,7.0,6.0,13.0,16.0
665,17.0,94.0,382.0,128.0,88.0,90.0,7.0,6.0,13.0,16.0
666,7.0,82.0,382.0,155.0,92.0,90.0,6.0,3.0,20.0,51.0
667,7.0,82.0,363.0,155.0,92.0,72.0,6.0,3.0,20.0,51.0
668,5.0,80.0,363.0,137.0,82.0,72.0,5.0,3.0,24.0,51.0
669,5.0,80.0,306.0,137.0,82.0,77.0,5.0,3.0,24.0,51.0
670,9.0,77.0,306.0,155.0,69.0,77.0,6.0,4.0,22.0,50.0
671,9.0,77.0,220.0,155.0,69.0,122.0,6.0,4.0,22.0,50.0
672,14.0,86.0,220.0,178.0,71.0,122.0,6.0,3.0,28.0,59.0
673,14.0,86.0,167.0,178.0,71.0,126.0,6.0,3.0,28.0,59.0
674,13.0,96.0,167.0,102.0,79.0,126.0,3.0,5.0,29.0,99.0
675,13.0,96.0,140.0,102.0,79.0,88.0,3.0,5.0,29.0,99.0
676,9.0,78.0,140.0,106.0,82.0,88.0,7.0,8.0,30.0,62.0
677,9.0,78.0,150.0,106.0,82.0,90.0,7.0,8.0,30.0,62.0
678,9.0,77.0,150.0,158.0,77.0,90.0,6.0,6.0,46.0,41.0
679,9.0,77.0,131.0,158.0,77.0,25.0,6.0,6.0,46.0,41.0
680,11.0,93.0,131.0,192.0,71.0,25.0,3.0,4.0,63.0,49.0
681,11.0,93.0,122.0,192.0,71.0,29.0,3.0,4.0,63.0,49.0
682,15.0,104.0,122.0,172.0,74.0,29.0,5.0,6.0,84.0,64.0
683,15.0,104.0,84.0,172.0,74.0,40.0,5.0,6.0,84.0,64.0
684,18.0,110.0,84.0,133.0,85.0,40.0,11.0,5.0,27.0,50.0
685,18.0,110.0,103.0,133.0,85.0,46.0,11.0,5.0,27.0,50.0
686,15.0,135.0,103.0,59.0,76.0,46.0,9.0,5.0,28.0,50.0
687,15.0,135.0,82.0,59.0,76.0,64.0,9.0,5.0,28.0,50.0
688,14.0,140.0,82.0,9.0,59.0,64.0,8.0,4.0,26.0,30.0
689,14.0,140.0,75.0,9.0,59.0,138.0,8.0,4.0,26.0,30.0
690,24.0,140.0,75.0,12.0,50.0,138.0,8.0,3.0,18.0,46.0
691,24.0,140.0,87.0,12.0,50.0,93.0,8.0,3.0,18.0,46.0
692,24.0,155.0,87.0,24.0,45.0,93.0,6.0,2.0,14.0,64.0
693,24.0,155.0,91.0,24.0,45.0,72.0,6.0,2.0,14.0,64.0
694,20.0,165.0,91.0,50.0,39.0,72.0,7.0,6.0,32.0,109.0
695,20.0,165.0,109.0,50.0,39.0,70.0,7.0,6.0,32.0,109.0
696,15.0,177.0,109.0,71.0,23.0,70.0,10.0,8.0,49.0,163.0
697,15.0,177.0,128.0,71.0,23.0,85.0,10.0,8.0,49.0,163.0
698,15.0,185.0,128.0,73.0,24.0,85.0,12.0,6.0,49.0,169.0
699,15.0,185.0,156.0,73.0,24.0,131.0,12.0,6.0,49.0,169.0
700,16.0,175.0,156.0,79.0,23.0,131.0,17.0,3.0,20.0,192.0
701,16.0,175.0,155.0,79.0,23.0,149.0,17.0,3.0,20.0,192.0
702,16.0,170.0,155.0,96.0,22.0,149.0,19.0,3.0,20.0,142.0
703,16.0,170.0,94.0,96.0,22.0,100.0,19.0,3.0,20.0,142.0
704,14.0,204.0,94.0,113.0,15.0,100.0,11.0,7.0,19.0,142.0
705,14.0,204.0,106.0,113.0,15.0,90.0,11.0,7.0,19.0,142.0
706,16.0,213.0,106.0,129.0,16.0,90.0,8.0,7.0,12.0,206.0
707,16.0,213.0,138.0,129.0,16.0,66.0,8.0,7.0,12.0,206.0
708,15.0,212.0,138.0,211.0,15.0,66.0,7.0,11.0,13.0,191.0
709,15.0,212.0,145.0,211.0,15.0,82.0,7.0,11.0,13.0,191.0
710,16.0,184.0,145.0,200.0,14.0,82.0,13.0,7.0,16.0,324.0
711,16.0,184.0,146.0,200.0,14.0,131.0,13.0,7.0,16.0,324.0
712,25.0,194.0,146.0,200.0,21.0,131.0,14.0,3.0,23.0,227.0
713,25.0,194.0,272.0,200.0,21.0,137.0,14.0,3.0,23.0,227.0
714,44.0,229.0,272.0,205.0,27.0,137.0,12.0,5.0,19.0,11.0
715,44.0,229.0,274.0,205.0,27.0,119.0,12.0,5.0,19.0,11.0
716,43.0,236.0,274.0,200.0,29.0,119.0,9.0,6.0,14.0,13.0
717,43.0,236.0,196.0,200.0,29.0,115.0,9.0,6.0,14.0,13.0
718,49.0,177.0,196.0,197.0,22.0,115.0,12.0,7.0,10.0,13.0
719,49.0,177.0,296.0,197.0,22.0,148.0,12.0,7.0,10.0,13.0
720,49.0,183.0,296.0,185.0,14.0,148.0,11.0,7.0,12.0,0.0
721,49.0,183.0,325.0,185.0,14.0,21.0,11.0,7.0,12.0,0.0
722,36.0,200.0,325.0,195.0,16.0,21.0,10.0,6.0,16.0,0.0
723,36.0,200.0,252.0,195.0,16.0,18.0,10.0,6.0,16.0,0.0
724,28.0,235.0,252.0,248.0,19.0,18.0,15.0,2.0,21.0,0.0
725,28.0,235.0,275.0,248.0,19.0,14.0,15.0,2.0,21.0,0.0
726,13.0,240.0,275.0,129.0,24.0,14.0,9.0,1.0,0.0,0.0
727,13.0,240.0,308.0,129.0,24.0,26.0,9.0,1.0,0.0,0.0
728,13.0,250.0,308.0,161.0,31.0,26.0,4.0,0.0,2.0,0.0
729,13.0,250.0,328.0,161.0,31.0,30.0,4.0,0.0,2.0,0.0
730,16.0,339.0,328.0,175.0,23.0,30.0,0.0,3.0,10.0,0.0
731,16.0,339.0,478.0,175.0,23.0,55.0,0.0,3.0,10.0,0.0
732,14.0,348.0,478.0,208.0,22.0,55.0,1.0,3.0,10.0,10.0
733,14.0,348.0,399.0,208.0,22.0,50.0,1.0,3.0,10.0,10.0
734,13.0,374.0,399.0,182.0,26.0,50.0,9.0,0.0,9.0,10.0
735,13.0,374.0,370.0,182.0,26.0,48.0,9.0,0.0,9.0,10.0
736,6.0,360.0,370.0,278.0,28.0,48.0,12.0,2.0,0.0,0.0
737,6.0,360.0,393.0,278.0,28.0,85.0,12.0,2.0,0.0,0.0
738,35.0,360.0,393.0,293.0,20.0,85.0,9.0,1.0,11.0,0.0
739,35.0,360.0,423.0,293.0,20.0,98.0,9.0,1.0,11.0,0.0
740,39.0,418.0,423.0,113.0,25.0,98.0,22.0,2.0,15.0,0.0
741,39.0,418.0,480.0,113.0,25.0,136.0,22.0,2.0,15.0,0.0
742,37.0,349.0,480.0,179.0,36.0,136.0,21.0,2.0,22.0,12.0
743,37.0,349.0,547.0,179.0,36.0,135.0,21.0,2.0,22.0,12.0
744,30.0,162.0,547.0,185.0,15.0,135.0,19.0,0.0,12.0,12.0
745,30.0,162.0,679.0,185.0,15.0,156.0,19.0,0.0,12.0,12.0
746,22.0,82.0,679.0,441.0,16.0,156.0,10.0,7.0,29.0,0.0
747,22.0,82.0,669.0,441.0,16.0,193.0,10.0,7.0,29.0,0.0
748,20.0,71.0,669.0,441.0,19.0,193.0,6.0,4.0,29.0,0.0
749,20.0,71.0,719.0,441.0,19.0,178.0,6.0,4.0,29.0,0.0
750,17.0,62.0,719.0,190.0,20.0,178.0,7.0,4.0,0.0,22.0
751,17.0,62.0,759.0,190.0,20.0,143.0,7.0,4.0,0.0,22.0
752,13.0,47.0,759.0,167.0,21.0,143.0,14.0,10.0,3.0,22.0
753,13.0,47.0,628.0,167.0,21.0,188.0,14.0,10.0,3.0,22.0
754,13.0,39.0,628.0,176.0,21.0,188.0,14.0,12.0,7.0,24.0
755,13.0,39.0,505.0,176.0,21.0,147.0,14.0,12.0,7.0,24.0
756,17.0,34.0,505.0,152.0,24.0,147.0,13.0,11.0,13.0,20.0
757,17.0,34.0,409.0,152.0,24.0,139.0,13.0,11.0,13.0,20.0
758,21.0,41.0,409.0,128.0,26.0,139.0,19.0,7.0,17.0,19.0
759,21.0,41.0,296.0,128.0,26.0,108.0,19.0,7.0,17.0,19.0
760,29.0,52.0,296.0,139.0,30.0,108.0,31.0,3.0,22.0,24.0
761,29.0,52.0,119.0,139.0,30.0,113.0,31.0,3.0,22.0,24.0
762,40.0,57.0,119.0,200.0,39.0,113.0,34.0,6.0,30.0,31.0
763,40.0,57.0,123.0,200.0,39.0,81.0,34.0,6.0,30.0,31.0
764,46.0,64.0,123.0,280.0,47.0,81.0,27.0,5.0,26.0,31.0
765,46.0,64.0,136.0,280.0,47.0,78.0,27.0,5.0,26.0,31.0
766,45.0,61.0,136.0,195.0,50.0,78.0,19.0,4.0,48.0,42.0
767,45.0,61.0,147.0,195.0,50.0,90.0,19.0,4.0,48.0,42.0
768,40.0,56.0,147.0,158.0,57.0,90.0,26.0,4.0,50.0,85.0
769,40.0,56.0,141.0,158.0,57.0,82.0,26.0,4.0,50.0,85.0
770,45.0,68.0,141.0,152.0,74.0,82.0,18.0,6.0,76.0,94.0
771,45.0,68.0,150.0,152.0,74.0,89.0,18.0,6.0,76.0,94.0
772,55.0,79.0,150.0,143.0,68.0,89.0,11.0,7.0,62.0,114.0
773,55.0,79.0,147.0,143.0,68.0,86.0,11.0,7.0,62.0,114.0
774,66.0,78.0,147.0,100.0,64.0,86.0,5.0,7.0,53.0,140.0
775,66.0,78.0,127.0,100.0,64.0,71.0,5.0,7.0,53.0,140.0
776,71.0,78.0,127.0,139.0,66.0,71.0,10.0,11.0,30.0,0.0
777,71.0,78.0,134.0,139.0,66.0,111.0,10.0,11.0,30.0,0.0
778,65.0,66.0,134.0,101.0,54.0,111.0,16.0,14.0,24.0,16.0
779,65.0,66.0,135.0,101.0,54.0,141.0,16.0,14.0,24.0,16.0
780,64.0,79.0,135.0,90.0,54.0,141.0,15.0,14.0,39.0,31.0
781,64.0,79.0,152.0,90.0,54.0,123.0,15.0,14.0,39.0,31.0
782,66.0,99.0,152.0,114.0,53.0,123.0,19.0,10.0,38.0,27.0
783,66.0,99.0,188.0,114.0,53.0,97.0,19.0,10.0,38.0,27.0
784,74.0,123.0,188.0,88.0,44.0,97.0,20.0,6.0,11.0,36.0
785,74.0,123.0,224.0,88.0,44.0,94.0,20.0,6.0,11.0,36.0
786,67.0,130.0,224.0,94.0,38.0,94.0,22.0,1.0,17.0,46.0
787,67.0,130.0,269.0,94.0,38.0,97.0,22.0,1.0,17.0,46.0
788,59.0,138.0,269.0,83.0,32.0,97.0,20.0,2.0,40.0,50.0
789,59.0,138.0,320.0,83.0,32.0,100.0,20.0,2.0,40.0,50.0
790,56.0,162.0,320.0,80.0,32.0,100.0,24.0,4.0,62.0,104.0
791,56.0,162.0,312.0,80.0,32.0,75.0,24.0,4.0,62.0,104.0
792,67.0,181.0,312.0,81.0,37.0,75.0,30.0,4.0,94.0,82.0
793,67.0,181.0,194.0,81.0,37.0,85.0,30.0,4.0,94.0,82.0
794,80.0,190.0,194.0,64.0,42.0,85.0,35.0,3.0,91.0,95.0
795,80.0,190.0,206.0,64.0,42.0,104.0,35.0,3.0,91.0,95.0
796,18.0,197.0,206.0,65.0,51.0,104.0,29.0,4.0,60.0,137.0
797,18.0,197.0,246.0,65.0,51.0,101.0,29.0,4.0,60.0,137.0
798,23.0,201.0,246.0,66.0,62.0,101.0,31.0,5.0,65.0,161.0
799,23.0,201.0,258.0,66.0,62.0,112.0,31.0,5.0,65.0,161.0
800,26.0,172.0,258.0,73.0,83.0,112.0,28.0,8.0,88.0,138.0
801,26.0,172.0,243.0,73.0,83.0,141.0,28.0,8.0,88.0,138.0
802,33.0,144.0,243.0,96.0,92.0,141.0,29.0,12.0,70.0,167.0
803,33.0,144.0,254.0,96.0,92.0,168.0,29.0,12.0,70.0,167.0
804,39.0,146.0,254.0,83.0,90.0,168.0,33.0,16.0,87.0,197.0
805,39.0,146.0,256.0,83.0,90.0,211.0,33.0,16.0,87.0,197.0
806,42.0,158.0,256.0,92.0,101.0,211.0,43.0,16.0,105.0,362.0
807,42.0,158.0,292.0,92.0,101.0,247.0,43.0,16.0,105.0,362.0
808,55.0,183.0,292.0,84.0,140.0,247.0,66.0,13.0,84.0,362.0
809,55.0,183.0,324.0,84.0,140.0,186.0,66.0,13.0,84.0,362.0
810,68.0,191.0,324.0,91.0,133.0,186.0,48.0,6.0,67.0,292.0
811,68.0,191.0,357.0,91.0,133.0,168.0,48.0,6.0,67.0,292.0
812,125.0,190.0,357.0,166.0,138.0,168.0,55.0,6.0,44.0,291.0
813,125.0,190.0,378.0,166.0,138.0,236.0,55.0,6.0,44.0,291.0
814,104.0,181.0,378.0,258.0,174.0,236.0,95.0,3.0,63.0,322.0
815,104.0,181.0,444.0,258.0,174.0,169.0,95.0,3.0,63.0,322.0
816,101.0,169.0,444.0,130.0,229.0,169.0,96.0,4.0,95.0,271.0
817,101.0,169.0,557.0,130.0,229.0,212.0,96.0,4.0,95.0,271.0
818,110.0,138.0,557.0,133.0,166.0,212.0,101.0,4.0,125.0,0.0
819,110.0,138.0,516.0,133.0,166.0,355.0,101.0,4.0,125.0,0.0
820,127.0,130.0,516.0,102.0,141.0,355.0,88.0,2.0,155.0,0.0
821,127.0,130.0,552.0,102.0,141.0,381.0,88.0,2.0,155.0,0.0
822,106.0,133.0,552.0,260.0,118.0,381.0,93.0,3.0,199.0,0.0
823,106.0,133.0,585.0,260.0,118.0,368.0,93.0,3.0,199.0,0.0
824,88.0,168.0,585.0,251.0,96.0,368.0,61.0,6.0,209.0,0.0
825,88.0,168.0,654.0,251.0,96.0,397.0,61.0,6.0,209.0,0.0
826,120.0,172.0,654.0,185.0,172.0,397.0,38.0,12.0,157.0,12.0
827,120.0,172.0,576.0,185.0,172.0,423.0,38.0,12.0,157.0,12.0
828,121.0,187.0,576.0,159.0,198.0,423.0,14.0,18.0,157.0,12.0
829,121.0,187.0,523.0,159.0,198.0,499.0,14.0,18.0,157.0,12.0
830,109.0,214.0,523.0,187.0,160.0,499.0,10.0,16.0,0.0,0.0
831,109.0,214.0,429.0,187.0,160.0,471.0,10.0,16.0,0.0,0.0
832,84.0,248.0,429.0,212.0,186.0,471.0,10.0,13.0,0.0,0.0
833,84.0,248.0,527.0,212.0,186.0,415.0,10.0,13.0,0.0,0.0
834,156.0,238.0,527.0,223.0,60.0,415.0,11.0,0.0,0.0,0.0
835,156.0,238.0,661.0,223.0,60.0,409.0,11.0,0.0,0.0,0.0
836,153.0,221.0,661.0,235.0,84.0,409.0,0.0,0.0,0.0,0.0
837,153.0,221.0,647.0,235.0,84.0,400.0,0.0,0.0,0.0,0.0
838,113.0,138.0,647.0,282.0,104.0,400.0,0.0,0.0,0.0,2.0
839,113.0,138.0,769.0,282.0,104.0,332.0,0.0,0.0,0.0,2.0
840,114.0,194.0,769.0,291.0,107.0,332.0,0.0,0.0,9.0,32.0
841,114.0,194.0,988.0,291.0,107.0,338.0,0.0,0.0,9.0,32.0
842,31.0,183.0,988.0,274.0,84.0,338.0,1.0,5.0,30.0,49.0
843,31.0,183.0,862.0,274.0,84.0,374.0,1.0,5.0,30.0,49.0
844,30.0,160.0,862.0,354.0,51.0,374.0,4.0,5.0,40.0,36.0
845,30.0,160.0,517.0,354.0,51.0,506.0,4.0,5.0,40.0,36.0
846,12.0,67.0,517.0,308.0,55.0,506.0,6.0,5.0,57.0,39.0
847,12.0,67.0,320.0,308.0,55.0,327.0,6.0,5.0,57.0,39.0
848,12.0,68.0,320.0,350.0,39.0,327.0,4.0,5.0,52.0,38.0
849,12.0,68.0,370.0,350.0,39.0,184.0,4.0,5.0,52.0,38.0
850,14.0,67.0,370.0,495.0,24.0,184.0,4.0,3.0,69.0,43.0
851,14.0,67.0,415.0,495.0,24.0,110.0,4.0,3.0,69.0,43.0
852,26.0,56.0,415.0,329.0,17.0,110.0,7.0,2.0,92.0,49.0
853,26.0,56.0,309.0,329.0,17.0,42.0,7.0,2.0,92.0,49.0
854,31.0,50.0,309.0,290.0,21.0,42.0,13.0,4.0,78.0,74.0
855,31.0,50.0,167.0,290.0,21.0,26.0,13.0,4.0,78.0,74.0
856,25.0,53.0,167.0,479.0,27.0,26.0,8.0,10.0,89.0,104.0
857,25.0,53.0,114.0,479.0,27.0,24.0,8.0,10.0,89.0,104.0
858,44.0,59.0,114.0,381.0,35.0,24.0,6.0,8.0,101.0,97.0
859,44.0,59.0,82.0,381.0,35.0,18.0,6.0,8.0,101.0,97.0
860,44.0,59.0,82.0,381.0,35.0,18.0,6.0,8.0,101.0,97.0
861,44.0,59.0,82.0,381.0,35.0,18.0,6.0,8.0,101.0,97.0
862,66.0,72.0,82.0,296.0,49.0,13.0,9.0,5.0,83.0,83.0
863,66.0,72.0,86.0,296.0,49.0,13.0,9.0,5.0,83.0,83.0
864,90.0,85.0,86.0,84.0,52.0,14.0,15.0,2.0,80.0,77.0
865,90.0,85.0,94.0,84.0,52.0,14.0,15.0,2.0,80.0,77.0
866,109.0,101.0,94.0,72.0,54.0,21.0,16.0,3.0,72.0,79.0
867,109.0,101.0,89.0,72.0,54.0,21.0,16.0,3.0,72.0,79.0
868,102.0,95.0,89.0,71.0,57.0,24.0,14.0,6.0,87.0,66.0
869,102.0,95.0,90.0,71.0,57.0,24.0,14.0,6.0,87.0,66.0
870,84.0,94.0,90.0,80.0,60.0,31.0,13.0,8.0,76.0,40.0
871,84.0,94.0,110.0,80.0,60.0,31.0,13.0,8.0,76.0,40.0
872,69.0,91.0,110.0,59.0,62.0,36.0,13.0,7.0,83.0,14.0
873,69.0,91.0,175.0,59.0,62.0,36.0,13.0,7.0,83.0,14.0
874,69.0,91.0,175.0,59.0,62.0,36.0,13.0,7.0,83.0,14.0
875,80.0,90.0,151.0,20.0,68.0,39.0,15.0,10.0,91.0,17.0
876,80.0,90.0,151.0,20.0,68.0,39.0,15.0,10.0,91.0,17.0
877,101.0,83.0,104.0,19.0,80.0,42.0,23.0,11.0,132.0,26.0
878,101.0,83.0,104.0,19.0,80.0,42.0,23.0,11.0,132.0,26.0
879,114.0,79.0,99.0,23.0,69.0,48.0,26.0,1.0,94.0,26.0
880,114.0,79.0,99.0,23.0,69.0,48.0,26.0,1.0,94.0,26.0
881,114.0,79.0,99.0,23.0,69.0,48.0,26.0,1.0,94.0,26.0
882,32.0,77.0,106.0,20.0,58.0,48.0,24.0,3.0,122.0,29.0
883,32.0,77.0,106.0,20.0,58.0,48.0,24.0,3.0,122.0,29.0
884,14.0,80.0,135.0,22.0,49.0,70.0,26.0,5.0,158.0,34.0
885,14.0,80.0,135.0,22.0,49.0,70.0,26.0,5.0,158.0,34.0
886,14.0,95.0,126.0,29.0,61.0,76.0,37.0,4.0,112.0,30.0
887,14.0,95.0,126.0,29.0,61.0,76.0,37.0,4.0,112.0,30.0
888,23.0,110.0,138.0,34.0,81.0,68.0,34.0,6.0,44.0,32.0
889,23.0,110.0,138.0,34.0,81.0,68.0,34.0,6.0,44.0,32.0
890,27.0,109.0,176.0,43.0,76.0,108.0,42.0,7.0,23.0,13.0
891,27.0,109.0,176.0,43.0,76.0,108.0,42.0,7.0,23.0,13.0
892,25.0,89.0,173.0,53.0,71.0,94.0,63.0,10.0,36.0,22.0
893,25.0,89.0,173.0,53.0,71.0,94.0,63.0,10.0,36.0,22.0
894,28.0,81.0,175.0,44.0,70.0,130.0,63.0,7.0,42.0,28.0
895,28.0,81.0,175.0,44.0,70.0,130.0,63.0,7.0,42.0,28.0
896,41.0,80.0,178.0,35.0,58.0,101.0,69.0,5.0,1.0,22.0
897,41.0,80.0,178.0,35.0,58.0,101.0,69.0,5.0,1.0,22.0
898,47.0,89.0,141.0,38.0,51.0,128.0,136.0,8.0,6.0,22.0
899,47.0,89.0,141.0,38.0,51.0,128.0,136.0,8.0,6.0,22.0
900,42.0,105.0,158.0,41.0,47.0,177.0,123.0,6.0,30.0,25.0
901,42.0,105.0,158.0,41.0,47.0,177.0,123.0,6.0,30.0,25.0
902,58.0,108.0,437.0,45.0,40.0,122.0,111.0,4.0,28.0,23.0
903,58.0,108.0,437.0,45.0,40.0,122.0,111.0,4.0,28.0,23.0
904,60.0,107.0,240.0,52.0,42.0,156.0,108.0,4.0,39.0,28.0
905,60.0,107.0,240.0,52.0,42.0,156.0,108.0,4.0,39.0,28.0
906,43.0,123.0,256.0,46.0,51.0,130.0,92.0,3.0,59.0,34.0
907,43.0,123.0,256.0,46.0,51.0,130.0,92.0,3.0,59.0,34.0
908,49.0,135.0,202.0,70.0,59.0,147.0,98.0,4.0,75.0,0.0
909,49.0,135.0,202.0,70.0,59.0,147.0,98.0,4.0,75.0,0.0
910,100.0,124.0,251.0,72.0,65.0,220.0,103.0,13.0,91.0,0.0
911,100.0,124.0,251.0,72.0,65.0,220.0,103.0,13.0,91.0,0.0
912,96.0,118.0,275.0,87.0,32.0,105.0,145.0,9.0,65.0,0.0
913,96.0,118.0,275.0,87.0,32.0,105.0,145.0,9.0,65.0,0.0
914,116.0,136.0,457.0,77.0,30.0,116.0,108.0,7.0,52.0,0.0
915,116.0,136.0,457.0,77.0,30.0,116.0,108.0,7.0,52.0,0.0
916,186.0,157.0,610.0,92.0,32.0,142.0,91.0,0.0,45.0,0.0
917,186.0,157.0,610.0,92.0,32.0,142.0,91.0,0.0,45.0,0.0
918,153.0,158.0,625.0,142.0,31.0,149.0,88.0,0.0,12.0,11.0
919,153.0,158.0,625.0,142.0,31.0,149.0,88.0,0.0,12.0,11.0
920,142.0,144.0,319.0,216.0,35.0,154.0,91.0,0.0,41.0,18.0
921,142.0,144.0,319.0,216.0,35.0,154.0,91.0,0.0,41.0,18.0
922,202.0,197.0,330.0,249.0,43.0,144.0,122.0,0.0,50.0,15.0
923,202.0,197.0,330.0,249.0,43.0,144.0,122.0,0.0,50.0,15.0
924,206.0,179.0,196.0,156.0,54.0,206.0,85.0,0.0,56.0,19.0
925,206.0,179.0,196.0,156.0,54.0,206.0,85.0,0.0,56.0,19.0
926,175.0,139.0,297.0,227.0,43.0,544.0,17.0,0.0,62.0,44.0
927,175.0,139.0,297.0,227.0,43.0,544.0,17.0,0.0,62.0,44.0
928,225.0,132.0,349.0,235.0,52.0,186.0,19.0,0.0,0.0,44.0
929,225.0,132.0,349.0,235.0,52.0,186.0,19.0,0.0,0.0,44.0
930,263.0,158.0,348.0,295.0,60.0,178.0,23.0,0.0,0.0,0.0
931,263.0,158.0,348.0,295.0,60.0,178.0,23.0,0.0,0.0,0.0
932,306.0,173.0,321.0,206.0,62.0,153.0,31.0,1.0,4.0,16.0
933,306.0,173.0,321.0,206.0,62.0,153.0,31.0,1.0,4.0,16.0
934,377.0,154.0,318.0,182.0,101.0,183.0,33.0,0.0,4.0,24.0
935,377.0,154.0,318.0,182.0,101.0,183.0,33.0,0.0,4.0,24.0
936,316.0,175.0,386.0,254.0,110.0,212.0,12.0,0.0,19.0,24.0
937,316.0,175.0,386.0,254.0,110.0,212.0,12.0,0.0,19.0,24.0
938,177.0,232.0,277.0,86.0,56.0,213.0,33.0,1.0,22.0,0.0
939,177.0,232.0,277.0,86.0,56.0,213.0,33.0,1.0,22.0,0.0
940,70.0,259.0,274.0,110.0,56.0,168.0,33.0,2.0,38.0,2.0
941,70.0,259.0,274.0,110.0,56.0,168.0,33.0,2.0,38.0,2.0
942,52.0,189.0,277.0,110.0,123.0,207.0,20.0,3.0,53.0,21.0
943,52.0,189.0,277.0,110.0,123.0,207.0,20.0,3.0,53.0,21.0
944,56.0,162.0,381.0,51.0,60.0,159.0,12.0,5.0,46.0,17.0
945,56.0,162.0,381.0,51.0,60.0,159.0,12.0,5.0,46.0,17.0
946,46.0,126.0,336.0,100.0,28.0,28.0,4.0,6.0,26.0,13.0
947,46.0,126.0,336.0,100.0,28.0,28.0,4.0,6.0,26.0,13.0
948,5.0,43.0,342.0,107.0,35.0,10.0,6.0,12.0,25.0,1.0
949,5.0,43.0,342.0,107.0,35.0,10.0,6.0,12.0,25.0,1.0
950,6.0,47.0,144.0,88.0,38.0,17.0,6.0,8.0,19.0,1.0
951,6.0,47.0,144.0,88.0,38.0,17.0,6.0,8.0,19.0,1.0
952,9.0,53.0,94.0,78.0,35.0,18.0,6.0,8.0,32.0,3.0
953,9.0,53.0,94.0,78.0,35.0,18.0,6.0,8.0,32.0,3.0
954,13.0,79.0,55.0,69.0,37.0,13.0,6.0,3.0,41.0,13.0
955,13.0,79.0,55.0,69.0,37.0,13.0,6.0,3.0,41.0,13.0
956,15.0,89.0,54.0,86.0,47.0,17.0,10.0,4.0,32.0,26.0
957,15.0,89.0,54.0,86.0,47.0,17.0,10.0,4.0,32.0,26.0
958,20.0,91.0,59.0,121.0,59.0,24.0,18.0,4.0,32.0,20.0
959,20.0,91.0,59.0,121.0,59.0,24.0,18.0,4.0,32.0,20.0
960,26.0,85.0,22.0,117.0,69.0,23.0,19.0,5.0,49.0,18.0
961,26.0,85.0,22.0,117.0,69.0,23.0,19.0,5.0,49.0,18.0
962,32.0,86.0,25.0,99.0,73.0,22.0,22.0,3.0,48.0,24.0
963,32.0,86.0,25.0,99.0,73.0,22.0,22.0,3.0,48.0,24.0
964,30.0,129.0,31.0,93.0,73.0,27.0,31.0,1.0,53.0,22.0
965,30.0,129.0,31.0,93.0,73.0,27.0,31.0,1.0,53.0,22.0
966,26.0,122.0,22.0,86.0,64.0,42.0,30.0,4.0,102.0,22.0
967,26.0,122.0,22.0,86.0,64.0,42.0,30.0,4.0,102.0,22.0
968,19.0,118.0,28.0,113.0,57.0,53.0,21.0,6.0,106.0,21.0
969,19.0,118.0,28.0,113.0,57.0,53.0,21.0,6.0,106.0,21.0
970,15.0,137.0,39.0,109.0,45.0,47.0,10.0,7.0,59.0,14.0
971,15.0,137.0,39.0,109.0,45.0,47.0,10.0,7.0,59.0,14.0
972,17.0,161.0,36.0,160.0,42.0,40.0,6.0,7.0,32.0,20.0
973,17.0,161.0,36.0,160.0,42.0,40.0,6.0,7.0,32.0,20.0
