,electricity-load-nyiso-west,electricity-load-nyiso-centrl,electricity-load-nyiso-hud_valley,electricity-load-nyiso-mhk_valley,electricity-load-nyiso-north,electricity-load-nyiso-longil,electricity-load-nyiso-overall,electricity-load-nyiso-capitl,electricity-load-nyiso-dunwod,electricity-load-nyiso-millwd,electricity-load-nyiso-nyc,electricity-load-nyiso-genese
204,1296.3264,1290.5237,688.1852,554.9631,530.2329,1565.6184,12459.973899999999,972.6417,446.1876,230.7255,4072.4556,812.1138
205,1278.7831,1305.2567,691.0893,554.0086,524.4749,1563.6079,12454.8107,968.7994,441.4072,239.0378,4073.9443,814.4015
206,1288.844,1287.6299,694.1364,562.0485,519.9064,1566.563,12454.1476,979.8325,451.8334,232.7219,4053.8596,816.772
207,1278.3099,1260.7599,682.2459,562.2366,519.8036,1561.7751,12380.1983,965.8622,445.7545,236.1907,4054.629,812.6309
208,1272.7649,1298.837,717.218,547.7052,532.9226,1568.0444,12417.126100000001,964.0048,431.5803,236.0438,4036.2974,811.7077
209,1280.4266,1304.7957,691.7734,545.1752,527.1829,1566.513,12394.979299999999,964.447,429.5517,243.9147,4034.6814,806.5177
210,1275.2169,1302.5266,688.6617,554.2422,517.4405,1559.1302,12380.977499999999,962.124,432.7624,245.1914,4041.4927,802.1889
211,1274.5513,1260.767,684.1307,553.1265,517.1569,1563.1781,12333.922999999999,958.9225,429.5087,255.0313,4031.2842,806.2658
212,1285.1344,1295.0298,679.5732,549.9841,520.9572,1569.0447,12360.6404,960.2573,435.3291,244.0352,4013.625,807.6704
213,1272.5505,1257.5153,704.0698,546.422,513.5739,1552.4536,12298.675,960.4688,432.1113,245.3465,4016.44,797.7233
214,1294.1841,1297.0024,672.8248,552.5756,519.6776,1562.2535,12365.8916,969.2457,432.6577,239.3415,4025.498,800.6307
215,1279.6775,1245.3259,686.2401,544.2223,519.8887,1562.9006,12284.9685,957.7883,424.752,240.4838,4018.3867,805.3026
216,1274.7169,1248.734,681.0374,552.6279,520.5762,1560.0962,12322.040699999998,962.6666,434.6,242.1891,4043.7148,801.0816
217,1261.3499,1268.4363,697.7997,548.416,512.1517,1558.792,12314.0869,964.8251,432.0815,254.8539,4012.2385,803.1423
218,1273.584,1264.6678,692.8024,551.395,520.1067,1560.54,12333.045000000002,961.0604,438.4282,244.921,4021.2268,804.3127
219,1280.4224,1253.0405,665.8991,550.5388,522.536,1559.6245,12299.6909,960.5394,434.84,257.4774,4010.0051,804.7677
220,1284.5222,1261.7617,691.9288,549.1879,523.2562,1561.0242,12332.490299999998,963.8348,435.0419,244.4724,4018.58,798.8802
221,1290.6467,1257.5029,688.0242,541.5873,527.8724,1566.2231,12335.0626,959.7347,432.9304,250.682,4016.7993,803.0596
222,1291.251,1300.4427,672.8292,556.0016,524.5988,1553.773,12331.5036,954.5159,438.3931,245.3861,3994.2197,800.0925
223,1276.378,1298.5615,716.8658,541.5422,521.4811,1559.795,12364.21,970.4088,440.0039,235.7138,4000.268,803.1919
224,1276.5114,1296.2198,691.4009,551.8958,520.1917,1558.2043,12355.093399999998,963.3628,441.5791,232.8701,4016.3025,806.555
225,1258.0659,1307.9381,680.5219,554.3914,524.26,1558.8395,12350.0525,973.5643,439.3016,237.6307,4010.028,805.5111
226,1265.1891,1306.7943,707.5196,567.6431,514.4172,1561.5736,12384.4124,956.9119,436.3098,235.9525,4023.6216,808.4797
227,1286.4323,1300.9508,699.63,563.9601,517.4857,1571.7738,12418.867199999999,972.452,435.3285,242.4853,4020.294,808.0747
228,1265.8344,1331.7628,713.0341,562.9605,510.2587,1574.4155,12438.840999999999,970.4348,438.6858,236.4166,4022.9736,812.0642
229,1286.4092,1317.366,696.1215,561.6888,516.7325,1574.4888,12448.622,972.8778,440.838,240.822,4026.8179,814.4595
230,1282.2008,1322.7704,692.6398,564.2311,529.9589,1570.3408,12460.5826,971.9307,438.4572,245.1256,4030.6548,812.2725
231,1291.7195,1270.7764,697.2475,565.7875,523.6773,1586.5839,12458.352599999998,972.9168,441.3551,252.3487,4038.1392,817.8007
232,1282.014,1277.0721,714.7752,570.6658,521.0596,1578.0078,12457.0779,975.531,442.1178,248.4376,4027.603,819.794
233,1287.4459,1292.0288,710.9703,560.9971,518.6675,1587.9023,12480.8544,973.3215,433.9,257.0677,4038.918,819.6353
234,1295.8774,1312.1566,703.1794,570.5339,529.158,1577.6343,12532.5358,989.0403,446.5916,248.6823,4044.524,815.158
235,1300.799,1323.0356,692.4246,582.8165,523.5241,1577.0984,12531.4205,975.4994,444.633,243.3584,4050.3413,817.8902
236,1297.8857,1328.789,706.9008,556.9047,542.4899,1591.4669,12579.8924,992.689,442.9808,248.3856,4047.5454,823.8546
237,1291.7529,1340.7638,743.3572,605.6135,499.5779,1601.1086,12634.216,986.9657,437.1425,250.1371,4057.857,819.9398
238,1306.5647,1303.2966,713.6066,586.7344,534.684,1611.9165,12663.160100000001,992.7152,451.9619,243.4218,4090.525,827.7334
239,1300.3208,1346.6448,746.5294,597.3568,526.3148,1603.0847,12743.6406,988.2845,449.851,245.1337,4105.5376,834.5825
240,1289.933,1377.9845,725.6765,590.3779,517.9766,1612.1262,12731.888900000002,999.9863,456.3375,236.6916,4092.421,832.3778
241,1309.1938,1364.5037,732.5499,592.4464,528.4264,1617.1753,12790.0373,1004.7105,448.3004,246.8097,4110.1216,835.7996
242,1322.9138,1359.1923,739.0138,587.5358,538.6727,1612.3384,12834.449199999997,1008.6996,456.0593,237.0172,4132.199,840.8073
243,1317.2646,1370.7377,739.9638,602.7109,527.266,1626.1285,12877.564,1009.4564,460.1119,239.4174,4143.122,841.3848
244,1328.9886,1299.929,742.5308,603.9468,544.4163,1628.7183,12862.465200000002,1014.2144,454.4593,248.142,4153.228,843.8917
245,1317.6687,1325.6963,750.0192,601.105,542.5056,1624.8807,12899.452900000002,1017.4195,459.2162,250.4043,4165.1714,845.366
246,1348.2004,1367.7578,742.196,616.5637,544.8947,1646.5725,13025.6144,1014.9857,453.7733,251.1847,4185.861,853.6246
247,1314.7362,1392.2832,739.5284,611.0913,525.1707,1644.286,13012.2073,1028.3411,462.0887,252.2539,4188.224,854.2038
248,1320.2366,1407.8647,727.3998,629.881,530.5275,1650.3857,13080.119700000001,1034.7504,464.7039,259.4363,4194.491,860.4428
249,1288.6627,1365.1952,727.0753,626.7612,553.7705,1649.6249,13037.087300000001,1027.5022,463.9117,267.9268,4205.2007,861.4561
250,1349.9247,1387.3408,770.0194,627.5765,556.4581,1670.0813,13245.7689,1032.7201,478.0204,259.5248,4248.4453,865.6575
251,1338.712,1405.4734,781.2595,622.114,553.5569,1661.5605,13237.070199999998,1035.9456,466.7148,275.6395,4225.0576,871.0364
252,1342.6731,1419.8333,769.6143,631.9209,552.7766,1660.1161,13305.4007,1066.0134,467.9888,265.331,4256.315,872.8182
253,1332.9109,1424.4163,781.3832,635.0394,547.3998,1657.2668,13294.7888,1049.9968,463.4036,271.9788,4256.1367,874.8565
254,1326.6558,1416.1396,771.3668,640.8972,562.6599,1670.2993,13322.7793,1055.6288,469.0882,271.7056,4265.125,873.2131
255,1340.6614,1384.6503,755.3589,638.7823,558.3535,1672.7803,13303.901399999999,1056.8411,466.3402,278.2866,4279.227,872.6198
256,1351.5645,1388.9237,774.2986,649.3538,558.7489,1673.9213,13367.538700000001,1053.0154,483.9874,266.3899,4288.071,879.2642
257,1330.993,1435.1959,777.1516,647.3953,552.7966,1680.4578,13418.954600000001,1062.5769,475.9663,279.9896,4296.9185,879.5131
258,1371.2888,1423.4517,798.3427,643.3673,561.4233,1680.379,13472.2505,1064.6045,477.1401,267.877,4310.788,873.5881
259,1355.4482,1438.7905,791.5582,640.9507,551.5458,1696.6421,13516.1596,1073.0929,481.7047,280.4034,4319.5947,886.4284
260,1358.7646,1452.185,777.5383,658.4117,547.0111,1700.3118,13554.8504,1068.99,490.8551,282.4691,4328.013,890.3007
261,1382.5895,1462.4126,801.9564,663.3937,552.3823,1719.5928,13693.2163,1086.8949,484.5619,277.2045,4368.001,894.2267
262,1374.189,1471.8849,823.2768,667.8327,553.6707,1739.7711,13791.9735,1090.5354,489.7658,271.6826,4408.865,900.4995
263,1385.25,1472.5547,804.506,670.6729,555.9464,1745.2141,13817.2913,1084.699,499.4699,284.205,4412.795,901.9783
264,1392.4092,1483.8076,837.517,676.2059,553.3004,1759.2231,13869.406799999999,1082.885,496.7148,278.5214,4402.994,905.8284
265,1404.4983,1428.5748,817.3793,694.1213,556.2481,1769.6602,13882.133399999999,1088.1086,499.8627,291.8269,4425.5625,906.2907
266,1401.5653,1434.2946,834.3268,697.1505,555.0663,1791.669,13961.6142,1086.7422,494.946,279.5286,4472.0483,914.2766
267,1386.2065,1453.8668,829.6089,696.8589,546.2019,1796.764,14006.929600000001,1087.2881,493.7288,300.4453,4503.782,912.1784
268,1407.8435,1465.5746,857.1588,691.9899,563.7437,1821.4679,14103.1439,1090.9773,502.8406,288.859,4488.6675,924.0211
269,1390.9891,1476.5883,831.6315,692.9638,552.6033,1799.0497,14083.3802,1095.3413,504.7826,292.4556,4517.723,929.252
270,1423.6296,1490.843,846.8303,696.0007,555.3202,1821.4303,14169.3447,1098.4541,501.8607,305.5083,4497.5835,931.884
271,1430.5891,1488.4072,853.0654,718.019,551.5896,1822.4884,14250.0784,1097.1641,501.077,302.577,4544.0586,941.043
272,1428.0768,1454.8673,861.4616,703.0944,557.9929,1835.5746,14256.8675,1096.7605,512.4378,291.6957,4575.423,939.4829
273,1426.5496,1483.2565,845.0796,704.0302,548.1339,1844.9866,14273.674800000003,1103.3695,500.999,310.0951,4568.9253,938.2495
274,1417.9705,1484.0214,868.8721,724.7794,546.9802,1862.6907,14376.5794,1110.2876,515.101,295.5117,4603.634,946.7308
275,1424.5789,1462.074,854.4553,709.859,573.2537,1886.8271,14401.1376,1105.6404,515.9111,313.8994,4607.4727,947.166
276,1432.2708,1464.7072,842.8671,712.9415,568.048,1911.9451,14430.9572,1106.1652,517.4792,310.7778,4613.0176,950.7377
277,1435.9716,1459.0162,884.0222,714.7385,568.1391,1913.1335,14521.497700000002,1105.4337,526.2969,318.8536,4646.9277,948.9647
278,1422.4163,1463.0198,861.0192,716.7455,561.7175,1915.0471,14475.4819,1098.7139,517.2618,325.9655,4643.414,950.1613
279,1452.9535,1460.6545,896.4732,722.7932,570.2757,1919.2793,14642.416,1109.4973,533.3745,319.9668,4702.638,954.51
280,1423.2336,1462.0074,869.5102,710.696,577.2693,1947.5327,14599.6299,1100.6321,531.7694,326.2204,4702.161,948.5978
281,1428.0663,1458.1511,863.782,706.1278,589.3901,1941.0662,14605.0944,1105.4341,523.7398,320.6689,4710.507,958.1611
282,1411.5667,1462.0271,882.6638,699.5314,587.3413,1951.3853,14621.2157,1096.2527,521.6278,332.1165,4719.95,956.7531
283,1426.5095,1463.4941,883.585,710.4101,578.8611,1983.0387,14709.2726,1097.7148,535.9587,330.452,4738.2285,961.0201
284,1429.3337,1453.7756,900.3968,718.3674,573.3691,1989.7783,14732.0297,1099.1676,540.9898,318.3661,4746.0176,962.4677
285,1426.4966,1459.5171,875.4451,721.2513,571.8109,2008.2441,14749.838000000002,1095.4214,531.2122,326.291,4771.401,962.7473
286,1449.9397,1460.4229,871.13,726.4805,580.6896,2018.5818,14834.9522,1114.3618,544.0638,322.7728,4786.9805,959.5288
287,1455.8726,1451.0414,882.8754,738.872,584.9859,2040.5706,14915.076500000001,1101.4094,552.4475,325.7302,4813.912,967.3595
288,1452.7041,1451.5372,911.8129,724.2983,581.1605,2039.5369,14939.1008,1105.1996,536.2692,329.8549,4839.1235,967.6037
289,1443.4554,1438.4944,912.5325,732.0739,580.0162,2039.321,14958.225400000001,1110.5408,560.3751,318.5616,4849.463,973.3915
290,1477.5245,1447.8816,903.3512,740.4069,580.6847,2044.2183,15043.3211,1105.9875,550.4255,333.5558,4890.9365,968.3486
291,1460.3356,1448.758,897.1811,723.5459,585.2684,2068.1758,15015.080900000003,1099.9448,550.9288,337.1468,4881.961,961.8347
292,1452.9949,1454.1824,916.7776,730.141,583.5901,2043.5808,15031.488,1098.9858,557.988,334.3346,4885.31,973.6028
293,1452.4293,1474.1876,894.6258,730.0316,586.204,2043.4036,15043.1215,1092.2043,542.1079,347.7721,4906.2246,973.9307
294,1466.6235,1456.7373,901.1787,735.0914,582.1335,2050.2407,15068.6032,1100.6597,553.8127,351.5143,4900.4746,970.1368
295,1469.1252,1463.77,892.4756,718.76,586.3427,2054.5864,15055.628700000001,1086.863,557.6718,335.8059,4914.197,976.0311
296,1460.0636,1465.6637,902.7239,720.4871,589.0255,2072.4253,15065.8795,1082.7682,549.3335,345.0311,4900.971,977.3866
297,1453.9806,1476.034,900.7402,711.7869,590.7893,2057.0796,15068.071600000001,1076.9517,555.4805,343.7602,4933.463,968.0056
298,1461.8601,1517.713,907.4684,719.0502,586.1825,2081.6868,15147.6973,1072.933,540.6358,343.656,4942.1597,974.3518
299,1494.1986,1512.9259,910.5336,731.9706,586.3742,2070.786,15195.4584,1074.8551,557.8063,339.5024,4942.9214,973.5843
300,1483.8977,1478.3822,913.0872,730.1661,584.3469,2090.331,15180.6798,1089.9807,553.3896,336.4728,4947.425,973.2006
301,1473.6853,1509.8551,941.6143,724.978,581.5525,2095.0176,15229.557499999999,1083.1194,551.4761,333.2885,4964.8213,970.1494
302,1471.7646,1509.9896,911.1097,734.5957,581.1416,2086.3389,15194.2595,1092.2869,551.5538,332.5983,4963.8066,959.0738
303,1493.3506,1475.7548,900.488,717.7391,589.6484,2097.0974,15229.9562,1094.865,559.5999,340.2299,4999.8877,961.2954
304,1498.888,1476.7665,933.9624,713.8327,587.8081,2097.4487,15261.835600000002,1097.2832,558.1382,337.0226,5006.775,953.9102
305,1489.8295,1497.8583,929.5166,721.6182,581.8358,2109.2156,15256.14,1101.1809,556.9288,342.2914,4981.2827,944.5822
306,1480.8557,1507.3003,948.7628,702.4385,586.4321,2108.1445,15278.436200000002,1104.7583,564.3976,339.7089,4985.5024,950.1351
307,1497.7407,1498.1941,922.9074,713.915,583.6467,2108.3618,15260.217400000001,1092.2439,565.2609,334.1402,5003.3213,940.4854
308,1500.3394,1502.0065,924.1907,709.3279,581.2592,2131.0022,15315.157500000001,1088.4531,558.2405,340.127,5035.3447,944.8663
309,1505.0581,1486.2069,951.0809,697.8505,584.91,2125.37,15297.172700000001,1097.8728,553.7881,339.0051,5011.502,944.5283
310,1505.0581,1486.2069,951.0809,697.8505,584.91,2125.37,15297.172700000001,1097.8728,553.7881,339.0051,5011.502,944.5283
311,1507.821,1502.0941,942.2165,707.5371,593.7026,2127.4146,15367.812300000001,1098.205,573.5609,331.2754,5039.4976,944.4875
312,1508.498,1495.577,942.4252,713.5037,587.0408,2146.5703,15394.426000000001,1100.5092,571.6406,329.4936,5054.835,944.3326
313,1514.3232,1512.2039,915.639,715.4691,590.3203,2119.8247,15399.359999999999,1112.6096,577.8492,346.1319,5046.3613,948.6278
314,1519.3723,1460.9045,906.1978,722.8346,585.7395,2128.4373,15358.956900000001,1100.6814,567.6852,355.6401,5067.433,944.0312
315,1503.718,1490.5402,952.1943,713.3882,585.7856,2137.5085,15397.7504,1084.6233,568.6167,338.7006,5067.5825,955.0925
316,1503.718,1490.5402,952.1943,713.3882,585.7856,2137.5085,15397.7504,1084.6233,568.6167,338.7006,5067.5825,955.0925
317,1535.9456,1466.8357,928.2446,697.1227,585.535,2126.5432,15368.7389,1117.2308,568.5331,341.0593,5043.879,957.8099
318,1524.2983,1508.6277,923.3304,697.1063,589.7438,2141.762,15426.622400000002,1116.406,576.3358,339.7537,5051.058,958.2004
319,1534.9094,1490.5709,929.9994,689.3868,589.8543,2130.4626,15416.688300000002,1113.0977,583.655,329.9949,5060.795,963.9623
320,1534.9094,1490.5709,929.9994,689.3868,589.8543,2130.4626,15416.688300000002,1113.0977,583.655,329.9949,5060.795,963.9623
321,1516.0698,1508.0514,944.4029,691.8804,584.5083,2131.6255,15457.877999999999,1105.9879,564.9845,349.6441,5085.5522,975.171
322,1536.7474,1493.3119,910.5039,702.2813,591.5434,2134.7114,15507.6612,1111.042,585.9992,340.3663,5120.2764,980.878
323,1528.9846,1486.5544,930.5368,710.0975,574.762,2117.1245,15452.4032,1107.487,572.0035,347.9063,5094.1577,982.7889
324,1555.2865,1480.2863,962.6827,706.9943,582.0076,2139.2126,15527.344900000002,1119.156,582.5637,331.5778,5085.0327,982.5447
325,1545.5612,1481.5487,942.0069,707.8339,580.742,2138.3843,15507.8958,1118.3939,559.5278,333.9555,5105.4688,994.4728
326,1570.4663,1502.6919,949.2401,708.6424,585.4929,2125.4468,15581.9581,1111.2283,568.6645,342.3551,5117.412,1000.3178
327,1530.0474,1508.9464,949.0043,712.1229,579.1193,2132.2112,15579.568099999999,1120.6332,582.6523,333.714,5124.0205,1007.0966
328,1531.3008,1506.3115,938.5787,674.166,607.2455,2136.1257,15548.4015,1127.7329,579.8214,335.5735,5114.989,996.5565
329,1525.5159,1513.5092,945.1637,710.212,553.7193,2133.7283,15527.374600000001,1133.0244,577.1411,327.7475,5106.332,1001.2812
330,1539.3628,1477.9786,958.8765,711.4667,573.9567,2123.1365,15556.946300000001,1121.5835,578.0618,329.3109,5134.8765,1008.3358
331,1527.1304,1508.6422,961.9711,725.6202,559.4685,2123.2246,15578.6311,1121.2358,577.8283,334.119,5125.16,1014.231
332,1545.2725,1519.453,933.231,714.2206,561.4288,2117.3499,15560.5413,1128.0845,573.4981,332.2925,5114.693,1021.0174
333,1562.9124,1542.0332,941.2534,717.6924,559.7985,2109.2073,15627.3312,1124.5046,578.2542,335.4771,5138.053,1018.1451
334,1542.7494,1501.2485,962.7625,718.2679,544.3431,2113.9631,15561.5199,1122.8612,579.0834,324.9267,5133.2793,1018.0348
335,1540.748,1495.3314,944.7502,717.2714,562.351,2093.2744,15557.8535,1135.8372,558.337,339.1198,5151.2827,1019.5504
336,1544.3365,1486.2375,947.4922,719.6641,556.4156,2105.2583,15548.404199999997,1145.5488,581.8108,319.1835,5120.4517,1022.0052
337,1539.9585,1498.9751,947.7649,725.7004,550.1646,2097.4846,15555.136700000001,1142.7463,576.3403,336.2227,5127.5337,1012.2456
338,1558.7235,1504.1931,945.0245,706.8348,550.9611,2112.272,15592.5231,1145.571,573.3733,333.8911,5146.716,1014.9627
339,1571.6382,1495.196,944.7021,704.0757,565.2579,2100.6335,15585.3767,1135.8871,575.4381,331.9919,5138.107,1022.4492
340,1580.8568,1487.1561,946.3339,709.7248,573.3173,2112.1797,15610.4056,1149.7559,571.078,337.2856,5114.5815,1028.136
341,1561.1558,1488.947,951.7268,713.0797,571.3698,2105.8677,15593.878600000002,1149.7942,567.1873,326.9834,5123.3477,1034.4192
342,1556.4707,1486.8739,952.4092,711.3989,569.9871,2101.0854,15627.2168,1150.5127,569.9966,329.9043,5161.1963,1037.3817
343,1562.2847,1483.0853,947.0172,722.329,570.5447,2104.1262,15612.978800000003,1139.5281,578.7793,324.1643,5140.816,1040.304
344,1570.852,1498.9883,956.6978,711.9179,568.5264,2097.9993,15644.063400000003,1130.6235,577.1642,333.0974,5156.0654,1042.1312
345,1562.5537,1509.1016,946.8795,711.8031,570.0391,2106.58,15622.9858,1132.3885,569.0054,326.7097,5142.422,1045.5032
346,1558.5947,1519.1377,935.4857,706.2145,566.1959,2106.2751,15627.393199999999,1126.6302,579.9829,335.9552,5148.413,1044.5083
347,1550.161,1522.1848,954.9023,707.2037,570.9112,2105.5984,15614.0551,1121.9851,562.2169,329.2767,5153.79,1035.825
348,1559.0177,1505.1831,951.829,704.7693,572.8853,2105.2886,15609.266899999999,1143.1104,570.8713,324.9474,5126.7256,1044.6392
349,1545.8342,1550.808,958.6466,704.2004,573.1176,2109.1323,15683.1597,1146.979,578.7496,322.092,5145.4688,1048.1312
350,1555.3246,1536.4078,933.6203,720.7061,573.5919,2115.493,15671.9244,1139.727,564.5966,331.7386,5149.644,1051.0745
351,1550.4359,1571.2302,947.333,716.6395,568.5339,2116.9841,15722.3153,1141.32,574.2709,323.0147,5166.0117,1046.5414
352,1551.0908,1570.3276,968.2671,722.9329,571.5637,2114.8164,15749.935200000002,1155.335,573.1426,310.8341,5153.6875,1057.9375
353,1551.6216,1542.0154,961.7617,712.0272,567.6859,2116.1074,15720.3785,1168.989,583.6223,316.8644,5134.8726,1064.811
354,1566.8019,1512.1282,933.835,725.4421,577.1302,2129.505,15717.300000000001,1172.667,581.8464,326.176,5132.1143,1059.6539
355,1563.0659,1528.0729,958.8645,718.7819,576.9789,2139.0063,15724.8128,1172.7651,569.6686,312.524,5124.216,1060.8687
356,1562.3997,1547.5896,951.165,710.5671,578.8812,2147.958,15730.0447,1175.3442,580.3827,318.7834,5095.599,1061.3748
357,1550.514,1564.3103,952.9706,721.5769,562.4952,2133.2932,15752.781799999999,1185.3909,569.8118,320.8803,5128.1265,1063.4121
358,1558.0037,1582.5513,965.4235,717.0613,560.9085,2152.0938,15851.946499999998,1192.1791,591.814,336.2969,5133.0645,1062.5499
359,1586.4651,1570.043,987.6196,731.6002,560.2452,2148.5996,15851.1775,1189.3115,570.4649,316.1167,5129.293,1061.4187
360,1581.9269,1556.445,991.9719,717.4796,561.6505,2174.663,15865.8142,1184.3318,580.9536,324.7893,5128.6016,1063.001
361,1588.924,1565.2097,973.2306,707.5878,576.4131,2167.963,15898.6496,1209.8517,593.5183,335.2886,5113.633,1067.0298
362,1571.7708,1570.5111,956.1028,741.9352,560.6495,2166.0781,15918.3715,1213.262,583.6923,336.9966,5143.0073,1074.3658
363,1579.418,1577.106,972.6603,728.8727,582.4979,2157.954,15941.024800000001,1214.4341,578.7401,334.7687,5142.6934,1071.8796
364,1576.4823,1594.0769,989.4107,736.446,576.1725,2168.4775,16025.538500000002,1223.5935,578.6572,334.3148,5169.228,1078.6791
365,1605.1133,1589.9664,989.3433,741.417,583.3752,2173.1995,16079.481500000002,1236.8813,583.6614,333.28,5162.6396,1080.6045
366,1613.3591,1593.5073,977.5431,746.8962,578.759,2177.2441,16098.413799999998,1244.2988,595.7896,333.4539,5156.192,1081.3707
367,1596.8937,1604.9279,1002.6662,745.0855,575.655,2173.6414,16128.430300000002,1252.3666,574.2182,326.0707,5193.585,1083.3201
368,1606.1976,1603.7328,1012.3751,751.8149,574.0613,2189.6514,16165.7078,1254.8407,568.4491,335.457,5184.956,1084.1719
369,1616.5443,1613.7439,999.7785,752.6398,581.5564,2161.068,16169.867400000001,1251.706,591.1144,334.3518,5183.4683,1083.896
370,1627.0977,1650.8407,977.6908,754.9523,591.4564,2186.9932,16266.9416,1260.9553,592.7441,342.6794,5199.925,1081.6067
371,1624.7708,1653.057,998.064,746.1138,590.5342,2152.2754,16238.567299999999,1275.731,601.22,336.5366,5175.164,1085.1005
372,1619.5205,1660.2798,998.7034,755.6826,587.9871,2168.665,16276.888600000002,1266.6523,603.9121,339.7476,5189.449,1086.2892
373,1634.5906,1660.4609,1013.7063,764.2379,589.3541,2152.983,16351.8087,1272.4723,603.9663,344.35,5222.6772,1093.0101
374,1625.3823,1680.3436,1025.9186,768.5892,572.7267,2165.069,16328.032700000002,1261.6376,594.5596,338.3489,5200.273,1095.1842
375,1638.7883,1673.8661,1026.7212,768.3561,575.2979,2163.8198,16375.585299999999,1281.4476,588.3129,336.7509,5220.921,1101.3035
376,1636.4573,1668.8859,1028.3339,763.2396,584.207,2182.9639,16389.1686,1289.0042,595.1592,329.6064,5205.4546,1105.8566
377,1639.1062,1614.4812,1011.6727,786.1721,594.3206,2190.023,16388.175399999996,1287.5963,599.275,322.0988,5227.418,1116.0115
378,1638.7422,1633.7598,1054.4528,773.6181,601.2142,2192.4443,16463.8395,1288.2961,592.2723,341.8723,5233.0376,1114.1298
379,1630.2429,1620.0735,1017.5842,783.7645,601.3574,2209.6016,16420.9481,1300.5015,601.4716,330.6114,5211.0503,1114.6892
380,1639.7544,1665.6919,1042.6547,772.9871,589.744,2197.9038,16495.793700000002,1297.2587,600.2316,332.4587,5238.992,1118.1168
381,1621.9375,1664.663,1003.6624,779.4937,592.8763,2213.9297,16433.805,1289.9282,604.0124,350.7823,5196.132,1116.3875
382,1639.6794,1668.093,1034.856,785.7832,588.3836,2208.7683,16503.161999999997,1304.5138,596.7636,346.1328,5212.225,1117.9633
383,1647.5952,1697.2031,1046.9436,777.7714,590.5979,2233.3005,16576.0573,1305.4967,599.2296,339.5276,5217.557,1120.8347
384,1645.2667,1680.5587,1061.4463,786.0616,581.0847,2237.7964,16607.9227,1322.7084,616.79,355.141,5199.62,1121.4489
385,1633.3694,1685.1642,1042.4594,801.5573,579.1318,2242.6538,16587.8429,1307.2805,607.28,355.8526,5203.2466,1129.8473
386,1645.1547,1715.56,1048.651,803.0045,594.1631,2250.3367,16706.0484,1315.0054,617.5093,356.9033,5234.6895,1125.0709
387,1646.8236,1722.8982,1067.157,804.9101,591.3106,2286.6064,16795.693900000002,1319.3218,625.4448,352.271,5244.1934,1134.757
388,1642.4324,1724.1654,1061.2834,816.9719,572.0966,2283.1885,16820.245300000002,1334.9631,628.6848,355.4596,5260.6357,1140.3639
389,1675.4739,1677.9591,1058.2979,814.3367,597.3613,2292.1738,16859.3651,1318.9631,632.8613,352.7505,5289.8496,1149.3379
390,1670.6729,1682.2894,1059.1016,807.5284,602.3313,2308.231,16879.668999999998,1333.7305,620.9963,356.3953,5286.4536,1151.9387
391,1671.0381,1697.7463,1064.286,812.8999,589.7737,2310.3418,16890.9955,1323.7234,626.1131,358.6122,5279.367,1157.094
392,1694.1132,1714.9291,1053.3927,835.4825,587.4456,2309.1843,16945.5056,1316.2073,614.04,356.7413,5306.5703,1157.3993
393,1696.0768,1722.8206,1036.13,829.0669,596.3309,2326.46,16950.5523,1309.8062,625.0388,353.4664,5296.224,1159.1317
394,1679.7017,1747.0752,1046.83,826.6977,583.6675,2307.1023,16906.1467,1312.1218,627.1767,341.1926,5280.2915,1154.2897
395,1685.1506,1755.0338,1060.7212,825.0676,576.493,2291.337,16899.882,1295.2981,618.5816,347.1612,5289.543,1155.4949
396,1660.7091,1742.1254,1061.3671,825.9729,570.541,2292.071,16857.3661,1305.8192,614.3771,356.0075,5274.1445,1154.2313
397,1687.2041,1732.2269,1048.4402,811.9894,597.3897,2288.199,16878.8488,1308.7418,616.3815,349.4256,5285.1533,1153.6973
398,1670.155,1735.7153,1047.1464,810.1782,584.4137,2294.996,16837.0967,1307.3815,607.2059,346.7513,5284.257,1148.8964
399,1683.8054,1743.7861,1031.8518,814.5275,585.4738,2287.072,16827.3343,1295.8049,619.2998,355.1161,5259.5854,1151.0115
400,1675.7152,1733.1022,1066.464,822.7686,572.1635,2273.9976,16809.4768,1296.2671,604.7145,353.1357,5264.879,1146.2694
401,1682.376,1675.4236,1054.3959,797.2701,590.5098,2272.683,16710.66,1299.3618,606.162,335.3897,5252.0605,1145.0276
402,1661.1367,1671.0609,1030.3689,808.4277,578.7279,2276.5366,16680.733,1290.322,596.7045,352.7221,5269.682,1145.0437
403,1681.0859,1693.3611,1031.716,805.845,584.3889,2277.1277,16699.0651,1294.7736,598.1329,348.4046,5243.6978,1140.5316
404,1664.8899,1703.8522,1007.752,814.912,573.7927,2258.3652,16636.5255,1281.4722,601.5067,365.1773,5232.3086,1132.4967
405,1647.2361,1686.928,1027.854,804.5429,578.4061,2244.2214,16552.0482,1278.6335,615.0861,347.8727,5189.0864,1132.181
406,1650.871,1684.9181,1022.8803,805.6049,581.1975,2237.579,16531.744000000002,1275.8923,600.7388,343.0239,5200.36,1128.6782
407,1660.7422,1687.2867,1035.0316,806.7472,587.7589,2223.0393,16494.1391,1231.6866,601.5108,343.5522,5196.115,1120.6686
