,electricity-lbmp-nyiso-west,electricity-lbmp-nyiso-north,electricity-lbmp-nyiso-capitl,electricity-lbmp-nyiso-h_q,electricity-lbmp-nyiso-genese,electricity-lbmp-nyiso-dunwod,electricity-lbmp-nyiso-nyc,electricity-lbmp-nyiso-mhk_valley,electricity-lbmp-nyiso-pjm,electricity-lbmp-nyiso-centrl,electricity-lbmp-nyiso-o_h,electricity-lbmp-nyiso-longil,electricity-lbmp-nyiso-npx,electricity-lbmp-nyiso-millwd,electricity-lbmp-nyiso-hud_valley
0,43.5,44.21,52.38,43.94,44.8,69.25,68.15,46.41,35.46,45.34,42.06,71.3,55.28,107.01,38.47
1,39.62,39.19,57.39,39.35,40.63,68.79,67.67,42.31,33.17,41.21,38.32,70.68,56.74,106.61,37.93
2,43.21,43.97,52.8,43.7,44.6,72.49,71.16,46.2,33.48,45.09,41.83,74.61,56.32,116.63,36.59
3,44.08,45.0,54.23,44.72,45.54,75.47,74.01,47.23,33.48,46.04,42.71,77.69,58.01,123.1,36.77
4,44.27,45.0,54.23,44.72,45.63,75.43,74.01,47.23,33.57,46.09,42.85,77.69,58.01,123.1,36.77
5,39.7,38.85,60.42,39.15,40.58,73.06,71.71,42.29,32.03,41.25,38.32,75.16,59.37,117.05,37.26
6,37.83,34.4,81.54,35.66,38.19,77.7,76.52,40.54,36.4,39.36,36.51,79.57,70.84,115.59,46.45
7,37.9,32.57,95.16,34.52,37.89,73.16,72.83,40.8,45.51,39.35,36.49,74.59,76.58,90.08,58.81
8,37.91,26.95,142.29,31.09,36.87,85.28,85.53,41.21,59.58,39.22,36.43,86.32,103.71,85.28,83.18
9,37.97,28.7,126.5,20.52,37.23,78.71,79.0,41.14,56.65,39.3,36.45,79.8,94.02,78.68,76.86
10,38.0,28.91,126.29,20.75,37.31,78.75,79.0,41.31,56.67,39.51,36.35,79.77,93.97,78.68,76.9
11,40.4,23.77,195.7,18.44,38.22,109.58,109.85,44.42,72.17,41.8,38.36,110.61,137.76,109.65,106.66
12,38.06,26.39,149.36,30.85,36.85,88.5,88.76,41.59,61.21,39.48,36.31,89.52,108.22,88.52,86.32
13,38.06,26.39,149.36,30.85,36.85,88.5,88.76,41.59,61.21,39.48,36.31,89.52,108.22,88.52,86.32
14,38.06,28.88,126.67,32.32,37.23,78.86,79.14,41.28,56.73,39.46,36.48,79.75,94.16,78.79,77.0
15,36.36,26.31,133.09,30.11,35.36,80.5,80.77,39.62,56.61,37.72,34.76,81.41,97.44,80.49,78.54
16,38.11,27.66,141.05,31.66,37.11,85.16,85.42,41.75,59.71,39.7,36.46,86.09,103.17,85.13,83.09
17,39.99,36.59,77.65,37.81,40.14,59.68,60.01,42.86,48.96,41.51,38.57,60.63,64.77,59.48,58.55
18,48.11,48.16,52.13,0.0,48.79,54.33,54.77,50.8,50.85,49.68,46.44,55.56,52.32,54.04,53.65
19,47.64,47.54,51.51,0.0,48.22,53.74,54.12,50.2,50.35,49.18,45.89,54.95,51.71,53.4,53.01
20,44.12,41.73,73.13,0.0,44.45,60.87,61.28,47.08,51.75,45.76,42.61,61.95,63.86,60.61,59.82
21,47.44,46.51,63.32,46.77,47.97,58.94,59.43,50.45,52.61,49.2,45.69,60.11,59.17,58.63,58.06
22,48.25,47.73,60.53,47.82,48.85,58.28,58.73,51.28,52.74,50.04,46.53,59.47,57.74,57.91,57.39
23,48.26,47.29,64.72,47.56,48.84,59.96,60.46,51.33,53.52,50.05,46.53,61.2,60.28,59.65,59.07
24,52.56,49.65,93.69,50.9,53.49,75.33,75.82,56.64,62.97,55.12,50.47,76.74,80.18,75.09,74.05
25,65.3,53.04,89.75,54.04,56.66,75.55,76.01,59.52,66.64,58.53,47.38,77.03,78.88,75.22,74.31
26,70.54,58.67,63.82,58.44,59.63,66.27,66.74,61.9,64.16,61.15,47.77,67.83,63.88,65.85,65.37
27,48.27,48.63,60.68,48.68,49.74,58.7,59.1,52.08,53.04,50.77,46.45,60.0,58.12,58.41,57.9
28,48.28,48.94,59.51,48.94,49.88,58.36,58.81,52.19,52.89,50.89,46.5,59.67,57.46,58.02,57.53
29,39.98,37.0,77.43,38.3,40.57,59.99,60.36,43.08,49.16,41.84,38.47,61.06,64.88,59.82,58.93
30,36.5,32.1,80.34,33.4,36.61,61.26,61.55,39.73,47.97,38.28,34.99,62.14,67.05,61.09,60.12
31,37.33,33.22,82.82,34.88,37.59,60.26,60.6,40.18,47.81,38.99,35.8,61.17,66.86,60.09,59.05
32,38.05,28.07,132.23,31.88,37.2,81.28,81.63,40.96,57.87,39.39,36.42,82.23,97.37,81.23,79.33
33,36.83,31.77,86.62,33.74,36.9,61.36,61.66,39.41,48.04,38.3,35.41,62.33,68.86,61.21,60.1
34,39.18,29.17,133.44,33.02,38.37,82.54,82.86,42.16,59.07,40.6,37.47,83.52,98.62,82.48,80.58
35,34.29,28.46,90.64,30.71,34.18,61.31,61.6,36.78,46.67,35.63,32.98,62.18,70.28,61.23,59.99
36,35.41,30.39,84.72,25.71,35.52,59.65,59.98,37.94,46.53,36.85,34.07,60.55,67.13,59.51,58.42
37,35.38,30.39,84.65,25.71,35.51,59.62,59.94,37.9,46.48,36.85,34.07,60.55,67.09,59.51,58.38
38,35.7,31.09,81.77,26.32,35.95,58.67,59.0,38.09,46.22,37.21,34.42,59.61,65.48,58.55,57.52
39,33.73,23.58,127.53,27.58,32.83,76.38,76.69,36.01,53.34,34.89,32.41,77.26,92.69,76.4,74.53
40,33.68,27.85,89.04,30.22,33.63,60.29,60.6,35.9,45.89,35.03,32.46,61.17,69.05,60.21,59.02
41,31.73,21.53,125.34,25.57,30.72,74.16,74.42,33.9,51.24,32.8,30.33,75.0,90.52,74.16,72.31
42,33.14,27.62,87.01,29.93,33.15,59.22,59.5,35.47,45.1,34.58,31.88,60.17,67.67,59.11,57.95
43,31.64,25.13,92.33,27.71,31.33,60.28,60.58,33.85,44.79,32.8,30.39,61.18,70.2,60.2,58.91
44,33.03,28.1,54.88,27.47,32.59,57.48,57.77,37.01,44.83,34.76,31.7,58.33,57.15,57.3,56.46
45,26.63,5.35,161.5,8.29,22.18,108.33,108.49,31.75,65.35,27.37,25.09,108.74,128.21,108.45,105.45
46,26.42,16.32,119.52,20.34,25.31,68.14,68.38,28.53,45.62,27.3,25.32,68.88,84.71,68.19,66.34
47,32.56,28.0,81.47,29.99,32.77,56.65,56.95,35.21,43.67,34.21,31.33,57.58,64.14,56.55,55.44
48,31.64,26.25,56.45,25.62,31.02,57.71,57.96,35.58,44.22,33.29,30.33,58.48,57.94,57.56,56.66
49,30.07,23.52,88.85,25.79,29.64,59.46,59.74,32.47,43.65,31.26,28.83,60.29,68.77,59.41,58.11
50,26.39,18.44,101.43,21.64,25.72,60.63,60.87,28.45,42.15,27.4,25.32,61.37,73.64,60.62,59.08
51,30.4,24.2,82.91,25.97,30.0,58.96,59.23,33.11,43.72,31.76,29.17,59.81,66.63,58.86,57.67
52,31.64,25.91,83.52,27.8,31.47,58.96,59.25,34.33,44.32,33.08,30.42,59.87,66.64,58.85,57.68
53,31.64,26.79,53.94,26.11,31.19,56.55,56.81,35.72,43.69,33.45,30.32,59.23,56.28,56.36,55.52
54,31.58,28.64,48.89,28.13,31.77,51.28,51.54,35.48,41.11,33.64,30.37,56.39,50.66,51.07,50.41
55,33.57,32.67,44.08,32.42,34.42,46.14,46.45,36.94,39.59,35.73,32.33,56.42,45.04,45.91,45.44
56,31.29,29.0,44.81,28.65,31.61,46.95,47.22,34.49,38.83,33.12,30.15,60.49,46.16,46.77,46.18
57,26.34,19.93,84.62,22.14,25.93,55.68,55.95,28.59,39.97,27.62,25.35,71.34,64.93,55.66,54.38
58,26.39,20.12,88.98,22.73,26.08,55.52,55.76,28.41,39.82,27.65,25.34,65.82,66.01,55.48,54.18
59,26.42,19.88,90.84,22.58,26.05,56.27,56.51,28.37,40.18,27.63,25.36,76.54,67.13,56.23,54.91
60,26.4,19.79,90.94,22.49,25.97,56.26,56.5,28.29,40.16,27.57,25.32,76.62,67.16,56.23,54.9
61,31.5,28.52,67.01,29.95,32.03,49.94,50.23,33.9,40.01,33.24,30.36,69.16,54.8,49.79,48.95
62,31.51,28.83,63.91,30.16,32.09,48.64,48.94,33.9,39.44,33.25,30.37,66.99,52.92,48.49,47.71
63,26.39,19.63,91.04,22.41,25.93,56.25,56.49,28.19,40.14,27.52,25.29,76.68,67.19,56.24,54.89
64,26.45,19.23,69.69,19.7,25.39,58.02,58.2,29.61,41.5,27.78,25.25,77.13,62.48,57.92,56.78
65,21.98,-2.64,106.65,-5.78,14.93,112.44,112.45,29.64,66.13,22.77,19.91,112.39,116.34,112.47,109.83
66,26.59,17.66,59.33,16.57,24.61,62.41,62.54,30.52,44.02,27.78,25.18,62.99,62.99,62.28,61.15
67,74.75,27.8,88.52,26.19,37.88,93.05,93.29,46.51,73.02,44.05,22.24,106.21,93.82,92.85,91.23
68,26.76,10.1,141.64,13.26,23.54,91.3,91.48,29.96,57.16,27.57,25.18,106.88,109.09,91.4,88.96
69,26.78,9.43,143.77,12.5,23.35,93.55,93.72,30.1,58.25,27.54,25.16,106.87,111.47,93.65,91.17
70,26.64,4.54,160.37,6.98,21.86,111.12,111.25,31.4,66.82,27.55,25.07,111.55,130.0,111.25,108.28
71,26.44,18.27,101.77,21.45,25.63,60.65,60.87,27.98,42.2,27.35,25.3,81.24,73.65,60.66,59.17
72,21.17,10.97,113.25,14.94,19.84,61.76,61.94,22.4,39.88,21.77,20.23,81.12,78.39,61.85,60.13
73,21.27,10.98,113.94,14.96,19.88,62.09,62.26,22.46,40.08,21.84,20.22,66.98,78.84,62.18,60.45
74,22.9,10.81,132.31,15.53,21.23,70.92,71.08,24.27,45.03,23.54,21.73,106.01,90.81,71.04,69.0
75,23.06,10.86,132.3,15.57,21.29,70.92,71.1,24.32,45.11,23.62,21.78,81.13,90.83,71.04,69.01
76,23.69,11.27,135.5,16.1,21.95,72.74,72.91,25.06,46.29,24.32,22.47,73.43,93.08,72.86,70.78
77,21.29,10.64,115.47,14.57,19.8,63.73,63.89,22.68,40.89,21.92,20.2,64.34,80.54,63.81,62.04
78,21.18,10.42,60.53,9.03,18.62,63.74,63.84,25.48,41.95,22.26,20.13,64.09,64.96,63.68,62.41
79,16.29,0.82,69.98,-1.16,11.97,73.82,73.85,21.37,44.38,16.88,14.97,73.87,76.18,73.83,72.15
80,16.94,-9.98,110.29,-13.4,9.29,116.44,116.38,25.47,65.62,17.78,15.4,133.5,121.1,116.52,113.68
81,17.72,-9.99,112.18,-13.47,9.59,118.45,118.4,26.02,66.92,18.22,15.67,133.49,123.17,118.52,115.63
82,17.02,-9.78,110.29,-13.24,9.39,116.45,116.41,25.56,65.67,17.89,15.49,238.79,121.1,116.53,113.69
83,16.69,-9.04,104.95,-12.32,9.14,110.86,110.84,24.51,62.68,17.22,14.77,110.6,115.23,110.92,108.22
84,17.73,-9.8,136.37,-10.93,10.13,118.17,118.17,24.76,66.3,18.04,15.77,118.01,129.76,118.31,115.19
85,18.08,-9.97,138.3,-11.12,10.35,120.14,120.15,25.22,67.43,18.39,16.11,133.53,131.82,120.28,117.11
86,16.71,-9.77,109.06,-13.02,8.95,113.72,113.71,24.69,64.07,17.24,14.77,131.74,118.63,113.8,111.01
87,16.68,-9.44,130.14,-10.46,9.48,111.98,111.98,23.28,62.75,16.95,14.84,186.86,123.23,112.11,109.14
88,17.74,-9.83,136.24,-11.01,10.08,118.17,118.18,24.71,66.3,17.99,15.73,193.29,129.73,118.3,115.18
89,21.69,2.32,138.43,4.57,17.29,94.28,94.38,25.7,56.14,22.15,20.04,184.74,111.09,94.42,91.83
90,26.48,13.18,148.18,18.38,24.75,79.87,80.03,28.41,51.07,27.29,25.28,147.0,101.95,80.0,77.72
91,26.71,11.54,136.84,14.85,23.96,86.07,86.23,30.07,54.55,27.67,25.2,146.57,103.62,86.18,83.9
92,31.71,24.15,108.02,27.28,31.37,67.03,67.27,34.4,47.98,33.33,30.38,154.19,79.84,67.04,65.52
93,51.35,32.66,63.83,31.86,38.06,66.85,67.09,42.9,54.83,41.07,31.03,194.13,66.42,66.65,65.75
94,46.33,31.58,63.76,30.71,37.19,66.85,67.09,42.13,53.6,40.1,31.09,191.03,66.47,66.66,65.73
95,54.14,32.12,63.79,31.27,37.7,66.89,67.09,42.5,55.36,40.87,26.88,250.86,66.46,66.66,65.74
96,46.42,31.54,63.75,30.63,37.16,66.85,67.08,42.04,53.64,40.01,31.09,157.64,66.48,66.66,65.73
97,40.91,24.59,63.68,23.51,31.24,66.84,67.0,37.01,51.02,34.52,26.02,148.56,67.05,66.69,65.63
98,52.04,31.42,63.72,30.55,36.85,66.85,67.11,41.94,54.62,40.09,26.72,250.98,66.49,66.66,65.7
99,38.42,27.63,62.68,26.68,33.51,65.78,65.98,38.87,50.47,36.42,30.64,251.04,65.74,65.61,64.63
100,26.59,16.85,61.87,15.61,24.32,65.07,65.2,30.82,45.28,27.68,25.14,212.39,65.85,64.97,63.8
101,74.05,49.05,64.11,48.74,52.06,67.15,67.41,54.93,63.38,54.49,34.68,757.48,65.36,66.86,66.2
102,137.06,59.37,64.79,59.37,61.32,67.53,67.83,62.72,78.96,65.33,21.14,68.93,65.03,67.16,66.73
103,136.58,58.91,64.41,58.91,60.9,67.19,67.55,62.3,78.39,64.72,21.03,68.7,64.65,66.82,66.41
104,66.71,44.43,64.09,44.03,48.25,67.09,67.42,51.63,60.86,50.68,34.17,67.7,65.72,66.83,66.13
105,87.81,50.54,64.22,50.28,53.61,67.16,67.52,56.11,66.63,56.19,34.49,68.02,65.3,66.85,66.27
106,55.15,55.08,60.1,55.08,56.6,62.75,63.15,58.19,58.59,57.34,53.07,63.74,60.38,62.41,61.97
107,39.01,32.85,65.96,31.98,38.36,69.19,69.43,43.64,53.59,40.97,37.42,70.22,68.82,68.99,67.99
108,38.1,33.04,60.84,32.32,37.7,63.78,63.99,42.25,50.48,39.97,36.54,64.8,63.25,63.58,62.7
109,37.01,33.12,55.9,32.55,37.0,58.53,58.77,40.82,47.37,38.84,35.69,59.55,57.83,58.33,57.58
110,44.13,42.3,56.35,41.97,44.8,59.0,59.35,47.69,51.16,46.18,42.43,59.96,57.5,58.74,58.15
111,39.35,36.08,55.59,35.64,39.53,58.3,58.6,42.92,48.43,41.16,37.89,59.12,57.28,58.08,57.39
112,44.12,42.3,55.95,42.02,44.81,58.63,58.97,47.62,51.03,46.16,42.43,59.62,57.07,58.37,57.78
113,44.03,41.48,55.48,41.31,44.44,58.21,58.55,46.99,50.73,45.63,42.38,59.54,56.64,57.96,57.37
114,43.93,42.3,50.39,42.4,44.6,52.88,53.23,46.12,48.06,45.24,42.39,133.73,51.06,52.62,52.17
115,43.98,42.43,50.37,42.49,44.67,52.81,53.17,46.25,48.1,45.38,42.44,114.86,51.03,52.56,52.11
116,44.04,33.76,81.32,32.59,42.06,85.48,85.73,49.03,64.11,45.61,42.03,157.45,85.51,85.27,83.92
117,40.24,35.71,57.39,35.29,39.87,60.17,60.43,43.31,49.8,41.56,38.57,119.41,59.26,59.95,59.25
118,41.4,29.92,80.81,28.7,38.96,84.98,85.23,46.18,62.54,42.64,39.48,85.8,85.3,84.79,83.42
119,38.99,34.02,55.95,33.63,38.48,58.66,58.91,41.74,48.42,40.07,37.48,59.51,57.83,58.45,57.76
120,39.25,26.53,83.65,25.1,36.41,87.95,88.16,44.49,62.91,40.59,37.35,88.63,88.68,87.79,86.28
121,38.32,32.87,57.38,32.43,37.68,60.18,60.46,41.36,48.87,39.53,36.88,61.04,59.52,59.98,59.23
122,37.1,31.86,55.8,31.46,36.58,58.53,58.8,40.13,47.42,38.35,35.77,59.43,57.86,58.33,57.6
123,37.1,31.86,55.76,31.46,36.55,58.55,58.82,40.13,47.45,38.34,35.73,59.42,57.85,58.35,57.62
124,36.97,31.65,55.74,31.24,36.39,58.54,58.81,39.97,47.36,38.17,35.6,59.4,57.86,58.34,57.61
125,46.07,44.03,53.37,44.01,46.58,55.92,56.33,48.34,50.68,47.45,44.45,57.14,54.14,55.64,55.21
126,37.8,33.73,53.55,33.25,37.52,56.28,56.56,40.7,46.68,39.04,36.47,57.15,55.34,56.08,55.39
127,37.63,35.83,45.03,35.69,37.97,47.24,47.57,39.68,42.17,38.76,36.33,48.01,45.86,47.01,46.61
128,38.41,38.44,41.7,38.4,39.31,43.67,44.02,40.46,40.82,39.79,37.15,44.49,42.02,43.43,43.16
129,37.58,37.26,41.91,37.19,38.37,43.7,44.0,39.64,40.45,38.89,36.34,44.5,42.3,43.47,43.21
130,37.64,37.3,40.54,37.26,38.33,42.18,42.44,39.24,39.7,38.67,36.38,42.94,40.73,41.95,41.68
131,37.29,37.17,40.36,37.1,38.04,42.03,42.29,39.03,39.45,38.46,36.07,42.71,40.59,41.8,41.54
132,37.6,37.37,40.58,37.3,38.33,42.26,42.52,39.24,39.7,38.67,36.38,42.87,40.85,42.03,41.76
133,37.6,37.37,40.58,37.3,38.33,42.26,42.52,39.24,39.7,38.67,36.38,42.87,40.85,42.03,41.76
134,37.6,37.37,40.58,37.3,38.33,42.26,42.52,39.24,39.7,38.67,36.38,42.87,40.85,42.03,41.76
135,36.13,34.32,45.64,34.01,36.4,47.6,47.85,38.5,41.62,37.38,34.89,48.13,46.66,47.39,46.95
136,39.63,39.66,43.07,39.59,40.48,44.81,45.13,41.61,41.97,40.96,38.33,45.54,43.39,44.57,44.29
137,20.12,9.11,60.22,7.66,17.35,63.39,63.48,24.58,41.24,21.05,19.1,63.64,64.78,63.33,62.05
138,23.27,17.96,45.33,17.16,22.24,47.6,47.76,26.52,35.11,24.44,22.22,48.13,47.77,47.48,46.71
139,41.05,33.16,39.67,32.98,34.06,41.36,41.66,35.82,38.73,35.38,27.1,42.3,40.17,41.15,40.79
140,28.34,26.63,39.0,26.34,28.55,40.72,40.96,30.94,34.33,29.8,27.32,41.43,40.08,40.55,40.12
141,27.31,25.1,39.93,24.83,27.35,40.89,41.1,29.82,33.88,28.62,26.35,41.54,40.63,40.74,40.24
142,26.16,24.0,50.34,24.92,26.35,38.85,39.07,27.78,32.03,27.21,25.25,39.5,42.14,38.72,38.14
143,27.29,25.3,40.85,25.22,27.39,39.89,40.1,29.56,33.33,28.52,26.38,40.5,40.15,39.74,39.24
144,20.06,13.51,79.85,16.03,19.21,46.85,47.0,21.31,32.41,20.59,19.24,47.28,57.48,46.86,45.66
145,23.2,18.57,66.83,20.35,22.79,43.55,43.73,24.56,32.61,23.93,22.31,44.05,50.88,43.5,42.58
146,27.16,25.73,42.98,26.12,27.49,37.67,37.92,29.02,32.09,28.36,26.27,38.28,39.03,37.53,37.05
147,28.2,26.57,40.92,26.61,28.39,38.88,39.13,30.13,33.23,29.3,27.24,39.47,39.31,38.73,38.27
148,29.96,28.81,41.91,29.02,30.3,38.84,39.12,31.68,34.09,31.08,28.96,39.54,39.37,38.68,38.25
149,20.0,15.68,37.17,15.11,19.19,38.89,39.03,22.45,29.18,20.85,19.22,39.31,39.04,38.79,38.17
150,0.11,-9.86,33.98,-11.14,-2.81,35.99,35.9,3.12,17.71,0.16,-0.27,35.71,37.87,36.04,35.05
151,16.84,13.02,40.06,12.75,16.2,36.39,36.52,18.48,26.11,17.63,16.2,36.81,38.33,36.32,35.39
152,22.86,20.48,49.45,21.56,23.01,36.3,36.49,24.43,29.07,23.92,22.07,36.98,40.26,36.22,35.58
153,16.93,11.79,62.84,13.77,16.25,37.66,37.8,17.89,26.51,17.36,16.17,38.14,45.76,37.67,36.71
154,16.91,11.84,62.77,13.81,16.29,37.64,37.78,17.93,26.5,17.4,16.22,38.12,45.73,37.64,36.7
155,16.94,12.04,62.54,13.98,16.34,37.62,37.76,18.06,26.5,17.5,16.16,38.09,45.63,37.62,36.68
156,6.4,-2.55,85.15,0.88,4.8,39.94,39.99,7.02,21.86,6.34,5.95,40.08,54.97,40.08,38.59
157,5.42,-3.9,87.22,-0.32,3.72,40.15,40.2,6.0,21.42,5.31,4.98,40.26,55.83,40.31,38.76
158,8.55,0.57,79.28,3.64,7.19,38.93,39.0,9.26,22.56,8.62,8.05,39.13,52.29,39.04,37.68
159,8.48,3.31,49.5,3.31,7.31,35.72,35.79,8.65,21.05,8.74,8.05,35.89,41.58,35.73,34.04
160,0.58,-6.28,52.54,-6.29,-1.22,34.32,34.3,0.13,16.12,0.41,0.33,34.27,42.25,34.39,32.28
161,43.87,44.6,48.61,44.6,44.92,49.8,50.08,46.47,46.7,45.88,42.46,51.07,48.57,49.53,49.25
162,41.83,42.74,46.35,42.7,42.83,47.22,47.4,44.31,44.48,43.83,40.43,48.57,46.18,47.01,46.79
163,67.78,49.28,53.36,49.33,48.83,54.67,54.88,51.5,56.86,51.72,35.46,56.08,53.31,54.37,54.12
164,66.82,50.12,54.38,50.18,50.48,55.55,55.81,52.28,56.08,52.51,35.41,56.98,54.27,55.3,55.04
165,56.87,50.13,54.38,50.18,50.23,55.5,55.76,52.23,53.82,51.85,41.42,56.98,54.27,55.25,54.99
166,41.87,42.27,54.65,42.27,43.0,52.9,53.12,44.98,47.12,44.3,40.47,54.12,53.03,52.68,52.1
167,24.12,20.78,56.85,20.76,23.81,46.91,47.07,25.52,34.71,25.23,23.3,47.59,50.89,46.82,45.47
168,34.51,33.02,55.09,32.95,34.81,49.91,50.13,36.45,41.68,35.97,33.37,50.86,51.65,49.75,48.88
169,2.62,-6.28,70.19,-6.26,0.36,46.77,46.79,2.38,22.96,2.57,2.25,46.74,56.94,46.81,44.08
170,26.3,23.12,55.76,23.1,25.99,47.02,47.18,27.53,35.93,27.25,25.42,47.71,50.43,46.91,45.68
171,23.17,19.34,56.19,19.32,22.61,46.02,46.17,24.16,33.75,23.95,22.37,46.62,50.08,45.91,44.54
172,23.19,19.48,56.25,19.46,22.69,46.08,46.22,24.29,33.8,24.08,22.39,46.7,50.14,45.98,44.62
173,19.03,14.61,56.71,14.6,18.25,44.67,44.79,19.88,30.89,19.75,18.3,45.19,49.61,44.59,43.04
174,1.78,-6.54,64.51,-6.53,-0.34,42.71,42.72,1.49,20.65,1.69,1.45,42.63,52.2,42.76,40.23
175,16.57,11.8,56.89,11.79,15.67,43.91,44.02,17.28,29.2,17.17,15.96,44.37,49.35,43.86,42.18
176,17.9,13.47,55.62,13.46,17.1,43.57,43.68,18.68,29.76,18.56,17.24,44.06,48.6,43.51,41.94
177,16.85,12.05,56.38,12.05,15.92,43.61,43.71,17.48,29.22,17.41,16.2,44.07,48.98,43.56,41.91
178,16.84,12.3,55.63,12.3,16.02,43.16,43.25,17.6,29.0,17.49,16.22,43.6,48.39,43.11,41.49
179,17.89,13.6,55.62,13.6,17.16,43.59,43.71,18.77,29.78,18.64,17.25,44.09,48.6,43.54,41.97
180,17.9,13.49,56.24,13.48,17.13,44.03,44.13,18.75,29.99,18.62,17.24,44.51,49.12,43.97,42.36
181,18.93,14.92,55.44,14.9,18.32,43.92,44.03,19.94,30.49,19.77,18.28,44.42,48.7,43.85,42.32
182,18.97,14.93,55.55,14.93,18.33,43.99,44.11,19.96,30.54,19.82,18.29,44.49,48.77,43.92,42.38
183,19.96,16.13,55.52,16.11,19.41,44.4,44.53,21.05,31.29,20.89,19.25,44.95,48.97,44.33,42.83
184,18.95,14.74,55.54,14.74,18.24,43.94,44.06,19.8,30.51,19.68,18.29,44.44,48.75,43.86,42.34
185,26.3,23.82,52.62,23.79,26.19,44.94,45.08,27.71,34.94,27.45,25.48,45.64,47.9,44.82,43.71
186,26.31,23.55,52.18,23.53,26.05,44.44,44.58,27.42,34.71,27.23,25.47,45.19,47.44,44.35,43.25
187,18.91,14.43,56.45,14.41,18.1,44.4,44.52,19.65,30.7,19.51,18.26,44.9,49.42,44.35,42.78
188,17.87,13.31,56.21,13.31,17.05,43.91,44.02,18.64,29.91,18.5,17.24,44.38,49.05,43.85,42.26
189,17.9,13.32,56.17,13.32,17.05,43.91,44.02,18.64,29.92,18.5,17.24,44.37,49.03,43.85,42.25
190,17.89,13.38,56.17,13.38,17.08,43.92,44.02,18.69,29.92,18.56,17.24,44.38,49.03,43.86,42.27
191,18.84,14.56,55.61,14.56,18.1,43.91,44.03,19.7,30.43,19.53,18.18,44.4,48.76,43.84,42.31
192,18.9,14.67,55.57,14.67,18.19,43.92,44.02,19.8,30.47,19.62,18.24,44.4,48.74,43.85,42.33
193,18.91,14.67,55.59,14.67,18.19,43.9,44.02,19.8,30.47,19.62,18.25,44.4,48.74,43.84,42.31
194,18.83,14.59,55.58,14.59,18.12,43.91,44.03,19.73,30.43,19.55,18.17,44.38,48.74,43.84,42.31
195,18.77,14.51,55.59,14.51,18.03,43.9,44.02,19.66,30.4,19.49,18.11,44.38,48.76,43.84,42.3
196,17.88,13.44,55.62,13.44,17.07,43.55,43.67,18.67,29.75,18.52,17.24,44.0,48.59,43.5,41.92
197,18.93,14.67,55.59,14.67,18.19,43.96,44.08,19.79,30.52,19.61,18.27,44.45,48.78,43.89,42.36
198,22.0,18.14,55.46,18.14,21.39,44.95,45.05,22.93,32.65,22.73,21.25,45.5,49.23,44.89,43.48
199,26.31,23.39,53.41,23.39,26.01,45.32,45.44,27.41,35.14,27.24,25.47,45.99,48.49,45.21,44.08
200,18.96,14.59,56.32,14.59,18.19,44.42,44.54,19.71,30.75,19.64,18.29,44.93,49.39,44.37,42.82
201,18.75,14.48,55.52,14.47,18.01,43.89,44.01,19.52,30.39,19.44,18.1,44.38,48.75,43.82,42.29
202,18.92,14.71,55.5,14.71,18.21,43.93,44.06,19.72,30.5,19.62,18.29,44.42,48.76,43.86,42.35
203,18.85,14.62,55.52,14.6,18.12,43.91,44.03,19.61,30.45,19.53,18.19,44.4,48.76,43.84,42.32
204,18.86,14.61,55.53,14.61,18.13,43.92,44.02,19.64,30.47,19.56,18.2,44.41,48.77,43.85,42.32
205,18.82,14.57,55.54,14.57,18.09,43.91,44.03,19.59,30.45,19.52,18.16,44.4,48.76,43.84,42.32
206,18.96,14.8,55.55,14.8,18.27,44.01,44.13,19.79,30.58,19.71,18.29,44.51,48.81,43.94,42.43
207,17.87,13.0,58.63,13.0,16.96,45.59,45.69,18.52,30.7,18.49,17.23,46.02,51.07,45.53,43.83
208,18.95,14.19,58.98,14.19,18.07,46.24,46.36,19.66,31.58,19.61,18.27,46.71,51.57,46.17,44.51
209,17.87,13.85,51.94,13.84,17.16,41.16,41.3,18.52,28.65,18.47,17.26,41.58,45.65,41.09,39.68
210,17.86,13.35,54.68,13.35,17.01,42.84,42.95,18.4,29.41,18.36,17.24,43.2,47.8,42.78,41.25
211,16.83,11.97,55.55,11.97,15.83,43.01,43.1,17.43,28.93,17.21,16.2,43.35,48.3,42.97,41.33
212,17.91,13.39,55.52,13.38,17.05,43.53,43.63,18.71,29.75,18.46,17.26,43.89,48.57,43.48,41.88
213,17.9,13.17,56.72,13.51,16.98,44.32,44.43,18.66,30.46,18.42,17.24,44.71,49.89,44.29,42.64
214,18.77,14.4,55.53,14.73,17.96,43.9,44.02,19.63,30.75,19.38,18.08,44.32,49.12,43.85,42.29
215,17.91,13.37,55.57,13.71,17.05,43.57,43.7,18.71,30.13,18.48,17.24,43.96,48.96,43.53,41.94
216,18.99,14.7,55.45,14.7,18.23,43.9,44.02,19.89,30.52,19.63,18.31,44.33,48.73,43.85,42.3
217,18.99,14.7,55.45,14.7,18.23,43.9,44.02,19.89,30.52,19.63,18.31,44.33,48.73,43.85,42.3
218,18.99,14.7,55.45,14.7,18.23,43.9,44.02,19.89,30.52,19.63,18.31,44.33,48.73,43.85,42.3
219,18.99,14.7,55.45,14.7,18.23,43.9,44.02,19.89,30.52,19.63,18.31,44.33,48.73,43.85,42.3
