,hospital-er-wait-minutes-piedmont_walton,hospital-er-wait-minutes-piedmont_mountainside,hospital-er-wait-minutes-piedmont_atlanta,hospital-er-wait-minutes-piedmont_newton,hospital-er-wait-minutes-piedmont_rockdale,hospital-er-wait-minutes-piedmont_fayette,hospital-er-wait-minutes-piedmont_henry,hospital-er-wait-minutes-piedmont_athens,hospital-er-wait-minutes-piedmont_newnan,hospital-er-wait-minutes-piedmont_mountside_ellijay
628,6.0,82.0,22.0,132.0,38.0,64.0,305.0,42.0,32.0,232.0
629,6.0,82.0,22.0,132.0,38.0,64.0,305.0,42.0,32.0,232.0
630,8.0,94.0,18.0,144.0,49.0,45.0,308.0,35.0,45.0,266.0
631,8.0,94.0,18.0,144.0,49.0,45.0,308.0,35.0,45.0,266.0
632,7.0,74.0,9.0,149.0,46.0,44.0,322.0,49.0,28.0,166.0
633,7.0,74.0,9.0,149.0,46.0,44.0,322.0,49.0,28.0,166.0
634,3.0,35.0,20.0,160.0,46.0,51.0,379.0,75.0,31.0,65.0
635,3.0,35.0,20.0,160.0,46.0,51.0,379.0,75.0,31.0,65.0
636,3.0,18.0,27.0,149.0,21.0,77.0,395.0,68.0,120.0,0.0
637,3.0,18.0,27.0,149.0,21.0,77.0,395.0,68.0,120.0,0.0
638,0.0,48.0,49.0,153.0,21.0,82.0,416.0,62.0,25.0,10.0
639,0.0,48.0,49.0,153.0,21.0,82.0,416.0,62.0,25.0,10.0
640,0.0,41.0,30.0,141.0,18.0,87.0,363.0,54.0,7.0,7.0
641,0.0,41.0,30.0,141.0,18.0,87.0,363.0,54.0,7.0,7.0
642,0.0,41.0,18.0,148.0,26.0,75.0,411.0,65.0,15.0,4.0
643,0.0,41.0,18.0,148.0,26.0,75.0,411.0,65.0,15.0,4.0
644,0.0,0.0,19.0,195.0,38.0,61.0,493.0,72.0,23.0,0.0
645,0.0,0.0,19.0,195.0,38.0,61.0,493.0,72.0,23.0,0.0
646,0.0,0.0,32.0,210.0,44.0,40.0,569.0,84.0,17.0,0.0
647,0.0,0.0,32.0,210.0,44.0,40.0,569.0,84.0,17.0,0.0
648,0.0,0.0,60.0,90.0,74.0,50.0,646.0,77.0,21.0,0.0
649,0.0,0.0,60.0,90.0,74.0,50.0,646.0,77.0,21.0,0.0
650,0.0,0.0,76.0,170.0,84.0,46.0,505.0,37.0,21.0,2.0
651,0.0,0.0,76.0,170.0,84.0,46.0,505.0,37.0,21.0,2.0
652,2.0,18.0,73.0,148.0,84.0,52.0,524.0,18.0,5.0,32.0
653,2.0,18.0,73.0,148.0,84.0,52.0,524.0,18.0,5.0,32.0
654,8.0,42.0,98.0,117.0,0.0,63.0,390.0,23.0,9.0,42.0
655,8.0,42.0,98.0,117.0,0.0,63.0,390.0,23.0,9.0,42.0
656,5.0,26.0,9.0,149.0,13.0,53.0,373.0,23.0,6.0,42.0
657,5.0,26.0,9.0,149.0,13.0,53.0,373.0,23.0,6.0,42.0
658,2.0,10.0,9.0,165.0,21.0,21.0,633.0,25.0,3.0,0.0
659,2.0,10.0,9.0,165.0,21.0,21.0,633.0,25.0,3.0,0.0
660,2.0,24.0,16.0,143.0,22.0,25.0,391.0,33.0,4.0,3.0
661,2.0,24.0,16.0,143.0,22.0,25.0,391.0,33.0,4.0,3.0
662,4.0,17.0,26.0,110.0,23.0,35.0,299.0,29.0,6.0,26.0
663,4.0,17.0,26.0,110.0,23.0,35.0,299.0,29.0,6.0,26.0
664,4.0,14.0,26.0,108.0,21.0,28.0,325.0,20.0,8.0,26.0
665,4.0,14.0,26.0,108.0,21.0,28.0,325.0,20.0,8.0,26.0
666,3.0,23.0,18.0,104.0,22.0,19.0,249.0,17.0,14.0,17.0
667,3.0,23.0,18.0,104.0,22.0,19.0,249.0,17.0,14.0,17.0
668,1.0,41.0,20.0,107.0,25.0,23.0,171.0,15.0,23.0,17.0
669,1.0,41.0,20.0,107.0,25.0,23.0,171.0,15.0,23.0,17.0
670,1.0,49.0,22.0,92.0,13.0,25.0,184.0,15.0,19.0,16.0
671,1.0,49.0,22.0,92.0,13.0,25.0,184.0,15.0,19.0,16.0
672,4.0,42.0,26.0,40.0,17.0,33.0,236.0,21.0,10.0,17.0
673,4.0,42.0,26.0,40.0,17.0,33.0,236.0,21.0,10.0,17.0
674,4.0,52.0,36.0,18.0,24.0,35.0,280.0,20.0,9.0,17.0
675,4.0,52.0,36.0,18.0,24.0,35.0,280.0,20.0,9.0,17.0
676,2.0,62.0,41.0,17.0,31.0,40.0,209.0,22.0,14.0,18.0
677,2.0,62.0,41.0,17.0,31.0,40.0,209.0,22.0,14.0,18.0
678,6.0,101.0,34.0,17.0,30.0,44.0,228.0,25.0,14.0,0.0
679,6.0,101.0,34.0,17.0,30.0,44.0,228.0,25.0,14.0,0.0
680,6.0,99.0,29.0,23.0,27.0,38.0,305.0,25.0,15.0,0.0
681,6.0,99.0,29.0,23.0,27.0,38.0,305.0,25.0,15.0,0.0
682,2.0,74.0,22.0,31.0,25.0,39.0,215.0,24.0,13.0,0.0
683,2.0,74.0,22.0,31.0,25.0,39.0,215.0,24.0,13.0,0.0
684,2.0,68.0,26.0,29.0,34.0,52.0,178.0,18.0,10.0,7.0
685,2.0,68.0,26.0,29.0,34.0,52.0,178.0,18.0,10.0,7.0
686,2.0,92.0,23.0,34.0,37.0,66.0,231.0,22.0,15.0,5.0
687,2.0,92.0,23.0,34.0,37.0,66.0,231.0,22.0,15.0,5.0
688,3.0,100.0,21.0,53.0,43.0,78.0,214.0,27.0,19.0,4.0
689,3.0,100.0,21.0,53.0,43.0,78.0,214.0,27.0,19.0,4.0
690,1.0,115.0,33.0,59.0,77.0,82.0,199.0,32.0,22.0,4.0
691,1.0,115.0,33.0,59.0,77.0,82.0,199.0,32.0,22.0,4.0
692,1.0,108.0,65.0,60.0,74.0,94.0,187.0,36.0,20.0,14.0
693,1.0,108.0,65.0,60.0,74.0,94.0,187.0,36.0,20.0,14.0
694,2.0,82.0,30.0,71.0,81.0,110.0,228.0,41.0,20.0,17.0
695,2.0,82.0,30.0,71.0,81.0,110.0,228.0,41.0,20.0,17.0
696,2.0,65.0,26.0,67.0,94.0,115.0,266.0,45.0,21.0,31.0
697,2.0,65.0,26.0,67.0,94.0,115.0,266.0,45.0,21.0,31.0
698,3.0,53.0,16.0,50.0,76.0,111.0,253.0,59.0,21.0,59.0
699,3.0,53.0,16.0,50.0,76.0,111.0,253.0,59.0,21.0,59.0
700,6.0,58.0,13.0,58.0,73.0,126.0,295.0,64.0,19.0,70.0
701,6.0,58.0,13.0,58.0,73.0,126.0,295.0,64.0,19.0,70.0
702,7.0,66.0,11.0,40.0,97.0,114.0,215.0,54.0,21.0,97.0
703,7.0,66.0,11.0,40.0,97.0,114.0,215.0,54.0,21.0,97.0
704,0.0,51.0,17.0,43.0,84.0,82.0,200.0,41.0,31.0,125.0
705,0.0,51.0,17.0,43.0,84.0,82.0,200.0,41.0,31.0,125.0
706,4.0,35.0,22.0,48.0,54.0,68.0,256.0,54.0,27.0,131.0
707,4.0,35.0,22.0,48.0,54.0,68.0,256.0,54.0,27.0,131.0
708,3.0,29.0,19.0,57.0,58.0,62.0,260.0,51.0,30.0,100.0
709,3.0,29.0,19.0,57.0,58.0,62.0,260.0,51.0,30.0,100.0
710,4.0,30.0,17.0,80.0,43.0,67.0,245.0,42.0,27.0,77.0
711,4.0,30.0,17.0,80.0,43.0,67.0,245.0,42.0,27.0,77.0
712,4.0,23.0,13.0,100.0,33.0,78.0,299.0,33.0,18.0,104.0
713,4.0,23.0,13.0,100.0,33.0,78.0,299.0,33.0,18.0,104.0
714,3.0,17.0,16.0,126.0,16.0,84.0,295.0,24.0,19.0,104.0
715,3.0,17.0,16.0,126.0,16.0,84.0,295.0,24.0,19.0,104.0
716,3.0,20.0,24.0,142.0,21.0,75.0,403.0,20.0,26.0,30.0
717,3.0,20.0,24.0,142.0,21.0,75.0,403.0,20.0,26.0,30.0
718,3.0,33.0,56.0,160.0,18.0,80.0,308.0,14.0,29.0,48.0
719,3.0,33.0,56.0,160.0,18.0,80.0,308.0,14.0,29.0,48.0
720,3.0,53.0,38.0,192.0,17.0,90.0,375.0,18.0,33.0,51.0
721,3.0,53.0,38.0,192.0,17.0,90.0,375.0,18.0,33.0,51.0
722,4.0,73.0,29.0,239.0,18.0,89.0,386.0,27.0,34.0,70.0
723,4.0,73.0,29.0,239.0,18.0,89.0,386.0,27.0,34.0,70.0
724,6.0,80.0,27.0,138.0,22.0,93.0,379.0,36.0,37.0,0.0
725,6.0,80.0,27.0,138.0,22.0,93.0,379.0,36.0,37.0,0.0
726,5.0,59.0,11.0,101.0,24.0,84.0,425.0,47.0,45.0,25.0
727,5.0,59.0,11.0,101.0,24.0,84.0,425.0,47.0,45.0,25.0
728,6.0,0.0,6.0,128.0,19.0,80.0,468.0,46.0,59.0,42.0
729,6.0,0.0,6.0,128.0,19.0,80.0,468.0,46.0,59.0,42.0
730,6.0,0.0,9.0,138.0,11.0,84.0,350.0,30.0,58.0,42.0
731,6.0,0.0,9.0,138.0,11.0,84.0,350.0,30.0,58.0,42.0
732,7.0,17.0,11.0,106.0,15.0,96.0,395.0,25.0,48.0,0.0
733,7.0,17.0,11.0,106.0,15.0,96.0,395.0,25.0,48.0,0.0
734,11.0,18.0,10.0,150.0,19.0,107.0,602.0,25.0,49.0,0.0
735,11.0,18.0,10.0,150.0,19.0,107.0,602.0,25.0,49.0,0.0
736,0.0,24.0,13.0,205.0,11.0,104.0,795.0,30.0,42.0,0.0
737,0.0,24.0,13.0,205.0,11.0,104.0,795.0,30.0,42.0,0.0
738,0.0,29.0,24.0,155.0,19.0,100.0,861.0,41.0,42.0,16.0
739,0.0,29.0,24.0,155.0,19.0,100.0,861.0,41.0,42.0,16.0
740,4.0,17.0,17.0,149.0,65.0,103.0,515.0,55.0,30.0,40.0
741,4.0,17.0,17.0,149.0,65.0,103.0,515.0,55.0,30.0,40.0
742,4.0,17.0,17.0,230.0,38.0,131.0,521.0,73.0,28.0,40.0
743,4.0,17.0,17.0,230.0,38.0,131.0,521.0,73.0,28.0,40.0
744,0.0,0.0,24.0,242.0,55.0,106.0,627.0,70.0,36.0,0.0
745,0.0,0.0,24.0,242.0,55.0,106.0,627.0,70.0,36.0,0.0
746,0.0,0.0,50.0,257.0,84.0,82.0,460.0,60.0,23.0,0.0
747,0.0,0.0,50.0,257.0,84.0,82.0,460.0,60.0,23.0,0.0
748,7.0,11.0,38.0,222.0,92.0,82.0,342.0,52.0,24.0,5.0
749,7.0,11.0,38.0,222.0,92.0,82.0,342.0,52.0,24.0,5.0
750,7.0,28.0,10.0,151.0,55.0,66.0,330.0,54.0,24.0,32.0
751,7.0,28.0,10.0,151.0,55.0,66.0,330.0,54.0,24.0,32.0
752,1.0,28.0,3.0,78.0,49.0,64.0,296.0,53.0,26.0,32.0
753,1.0,28.0,3.0,78.0,49.0,64.0,296.0,53.0,26.0,32.0
754,2.0,19.0,4.0,20.0,15.0,31.0,137.0,45.0,23.0,17.0
755,2.0,19.0,4.0,20.0,15.0,31.0,137.0,45.0,23.0,17.0
756,8.0,17.0,7.0,26.0,25.0,29.0,103.0,45.0,20.0,17.0
757,8.0,17.0,7.0,26.0,25.0,29.0,103.0,45.0,20.0,17.0
758,9.0,13.0,7.0,33.0,20.0,23.0,63.0,20.0,25.0,24.0
759,9.0,13.0,7.0,33.0,20.0,23.0,63.0,20.0,25.0,24.0
760,2.0,13.0,7.0,35.0,26.0,23.0,70.0,21.0,38.0,19.0
761,2.0,13.0,7.0,35.0,26.0,23.0,70.0,21.0,38.0,19.0
762,2.0,30.0,5.0,40.0,33.0,30.0,61.0,30.0,55.0,16.0
763,2.0,30.0,5.0,40.0,33.0,30.0,61.0,30.0,55.0,16.0
764,3.0,32.0,7.0,42.0,34.0,38.0,61.0,41.0,59.0,15.0
765,3.0,32.0,7.0,42.0,34.0,38.0,61.0,41.0,59.0,15.0
766,2.0,34.0,10.0,52.0,31.0,44.0,54.0,48.0,58.0,15.0
767,2.0,34.0,10.0,52.0,31.0,44.0,54.0,48.0,58.0,15.0
768,2.0,30.0,14.0,36.0,37.0,46.0,55.0,62.0,55.0,14.0
769,2.0,30.0,14.0,36.0,37.0,46.0,55.0,62.0,55.0,14.0
770,3.0,26.0,20.0,41.0,47.0,50.0,42.0,80.0,49.0,25.0
771,3.0,26.0,20.0,41.0,47.0,50.0,42.0,80.0,49.0,25.0
772,1.0,33.0,26.0,51.0,52.0,58.0,44.0,90.0,52.0,42.0
773,1.0,33.0,26.0,51.0,52.0,58.0,44.0,90.0,52.0,42.0
774,1.0,56.0,25.0,46.0,50.0,61.0,55.0,93.0,57.0,31.0
775,1.0,56.0,25.0,46.0,50.0,61.0,55.0,93.0,57.0,31.0
776,1.0,68.0,26.0,52.0,48.0,67.0,64.0,100.0,62.0,28.0
777,1.0,68.0,26.0,52.0,48.0,67.0,64.0,100.0,62.0,28.0
778,0.0,62.0,27.0,57.0,27.0,74.0,67.0,112.0,55.0,36.0
779,0.0,62.0,27.0,57.0,27.0,74.0,67.0,112.0,55.0,36.0
780,1.0,58.0,12.0,38.0,28.0,85.0,71.0,111.0,64.0,15.0
781,1.0,58.0,12.0,38.0,28.0,85.0,71.0,111.0,64.0,15.0
782,2.0,49.0,8.0,36.0,28.0,87.0,74.0,120.0,99.0,11.0
783,2.0,49.0,8.0,36.0,28.0,87.0,74.0,120.0,99.0,11.0
784,2.0,35.0,10.0,28.0,24.0,87.0,71.0,119.0,98.0,33.0
785,2.0,35.0,10.0,28.0,24.0,87.0,71.0,119.0,98.0,33.0
786,2.0,18.0,12.0,40.0,22.0,96.0,75.0,102.0,70.0,54.0
787,2.0,18.0,12.0,40.0,22.0,96.0,75.0,102.0,70.0,54.0
788,2.0,23.0,15.0,28.0,22.0,101.0,71.0,81.0,80.0,68.0
789,2.0,23.0,15.0,28.0,22.0,101.0,71.0,81.0,80.0,68.0
790,3.0,34.0,14.0,27.0,25.0,80.0,84.0,69.0,56.0,111.0
791,3.0,34.0,14.0,27.0,25.0,80.0,84.0,69.0,56.0,111.0
792,3.0,31.0,15.0,42.0,33.0,87.0,83.0,91.0,80.0,164.0
793,3.0,31.0,15.0,42.0,33.0,87.0,83.0,91.0,80.0,164.0
794,3.0,45.0,16.0,47.0,34.0,97.0,78.0,90.0,86.0,94.0
795,3.0,45.0,16.0,47.0,34.0,97.0,78.0,90.0,86.0,94.0
796,2.0,54.0,23.0,62.0,38.0,96.0,46.0,75.0,87.0,94.0
797,2.0,54.0,23.0,62.0,38.0,96.0,46.0,75.0,87.0,94.0
798,2.0,69.0,24.0,22.0,45.0,81.0,34.0,59.0,111.0,8.0
799,2.0,69.0,24.0,22.0,45.0,81.0,34.0,59.0,111.0,8.0
800,2.0,62.0,26.0,18.0,43.0,81.0,49.0,58.0,128.0,11.0
801,2.0,62.0,26.0,18.0,43.0,81.0,49.0,58.0,128.0,11.0
802,2.0,56.0,33.0,29.0,22.0,74.0,42.0,87.0,113.0,16.0
803,2.0,56.0,33.0,29.0,22.0,74.0,42.0,87.0,113.0,16.0
804,2.0,55.0,35.0,36.0,16.0,83.0,29.0,75.0,107.0,21.0
805,2.0,55.0,35.0,36.0,16.0,83.0,29.0,75.0,107.0,21.0
806,3.0,68.0,40.0,40.0,21.0,98.0,28.0,59.0,120.0,27.0
807,3.0,68.0,40.0,40.0,21.0,98.0,28.0,59.0,120.0,27.0
808,3.0,91.0,55.0,64.0,23.0,121.0,25.0,54.0,129.0,27.0
809,3.0,91.0,55.0,64.0,23.0,121.0,25.0,54.0,129.0,27.0
810,3.0,113.0,47.0,104.0,28.0,125.0,28.0,53.0,186.0,40.0
811,3.0,113.0,47.0,104.0,28.0,125.0,28.0,53.0,186.0,40.0
812,3.0,148.0,60.0,114.0,37.0,133.0,51.0,50.0,203.0,109.0
813,3.0,148.0,60.0,114.0,37.0,133.0,51.0,50.0,203.0,109.0
814,3.0,135.0,63.0,109.0,42.0,139.0,69.0,50.0,215.0,75.0
815,3.0,135.0,63.0,109.0,42.0,139.0,69.0,50.0,215.0,75.0
816,2.0,146.0,36.0,105.0,47.0,153.0,80.0,53.0,211.0,75.0
817,2.0,146.0,36.0,105.0,47.0,153.0,80.0,53.0,211.0,75.0
818,2.0,103.0,43.0,102.0,47.0,148.0,88.0,55.0,270.0,86.0
819,2.0,103.0,43.0,102.0,47.0,148.0,88.0,55.0,270.0,86.0
820,2.0,50.0,50.0,98.0,31.0,110.0,108.0,62.0,241.0,119.0
821,2.0,50.0,50.0,98.0,31.0,110.0,108.0,62.0,241.0,119.0
822,2.0,14.0,60.0,131.0,32.0,96.0,109.0,60.0,184.0,192.0
823,2.0,14.0,60.0,131.0,32.0,96.0,109.0,60.0,184.0,192.0
824,1.0,0.0,70.0,167.0,47.0,82.0,146.0,70.0,137.0,221.0
825,1.0,0.0,70.0,167.0,47.0,82.0,146.0,70.0,137.0,221.0
826,1.0,0.0,85.0,59.0,51.0,48.0,230.0,82.0,188.0,195.0
827,1.0,0.0,85.0,59.0,51.0,48.0,230.0,82.0,188.0,195.0
828,2.0,11.0,85.0,72.0,39.0,53.0,169.0,109.0,135.0,123.0
829,2.0,11.0,85.0,72.0,39.0,53.0,169.0,109.0,135.0,123.0
830,2.0,11.0,71.0,122.0,41.0,52.0,176.0,92.0,74.0,99.0
831,2.0,11.0,71.0,122.0,41.0,52.0,176.0,92.0,74.0,99.0
832,0.0,10.0,64.0,128.0,5.0,32.0,362.0,9.0,24.0,0.0
833,0.0,10.0,64.0,128.0,5.0,32.0,362.0,9.0,24.0,0.0
834,1.0,10.0,58.0,128.0,7.0,28.0,324.0,9.0,17.0,4.0
835,1.0,10.0,58.0,128.0,7.0,28.0,324.0,9.0,17.0,4.0
836,2.0,0.0,39.0,65.0,7.0,40.0,252.0,9.0,17.0,4.0
837,2.0,0.0,39.0,65.0,7.0,40.0,252.0,9.0,17.0,4.0
838,0.0,6.0,60.0,93.0,12.0,71.0,275.0,11.0,23.0,14.0
839,0.0,6.0,60.0,93.0,12.0,71.0,275.0,11.0,23.0,14.0
840,0.0,14.0,76.0,108.0,33.0,70.0,419.0,13.0,13.0,44.0
841,0.0,14.0,76.0,108.0,33.0,70.0,419.0,13.0,13.0,44.0
842,1.0,14.0,95.0,51.0,50.0,72.0,405.0,17.0,22.0,34.0
843,1.0,14.0,95.0,51.0,50.0,72.0,405.0,17.0,22.0,34.0
844,1.0,27.0,111.0,50.0,36.0,74.0,355.0,20.0,23.0,34.0
845,1.0,27.0,111.0,50.0,36.0,74.0,355.0,20.0,23.0,34.0
846,0.0,31.0,81.0,25.0,24.0,60.0,292.0,24.0,26.0,7.0
847,0.0,31.0,81.0,25.0,24.0,60.0,292.0,24.0,26.0,7.0
848,3.0,31.0,58.0,14.0,16.0,59.0,199.0,22.0,27.0,27.0
849,3.0,31.0,58.0,14.0,16.0,59.0,199.0,22.0,27.0,27.0
850,3.0,10.0,24.0,18.0,22.0,55.0,126.0,31.0,29.0,37.0
851,3.0,10.0,24.0,18.0,22.0,55.0,126.0,31.0,29.0,37.0
852,3.0,10.0,17.0,43.0,24.0,72.0,111.0,39.0,34.0,39.0
853,3.0,10.0,17.0,43.0,24.0,72.0,111.0,39.0,34.0,39.0
854,5.0,25.0,22.0,57.0,20.0,78.0,69.0,28.0,31.0,36.0
855,5.0,25.0,22.0,57.0,20.0,78.0,69.0,28.0,31.0,36.0
856,4.0,58.0,26.0,69.0,15.0,59.0,62.0,25.0,34.0,43.0
857,4.0,58.0,26.0,69.0,15.0,59.0,62.0,25.0,34.0,43.0
858,1.0,79.0,30.0,55.0,15.0,43.0,64.0,16.0,38.0,36.0
859,1.0,79.0,30.0,55.0,15.0,43.0,64.0,16.0,38.0,36.0
860,1.0,108.0,48.0,70.0,18.0,40.0,51.0,21.0,48.0,36.0
861,1.0,108.0,48.0,70.0,18.0,40.0,51.0,21.0,48.0,36.0
862,3.0,81.0,41.0,89.0,22.0,41.0,45.0,31.0,63.0,63.0
863,3.0,81.0,41.0,89.0,22.0,41.0,45.0,31.0,63.0,63.0
864,5.0,70.0,43.0,70.0,27.0,48.0,36.0,38.0,61.0,69.0
865,5.0,70.0,43.0,70.0,27.0,48.0,36.0,38.0,61.0,69.0
866,4.0,64.0,46.0,59.0,26.0,47.0,43.0,35.0,44.0,85.0
867,4.0,64.0,46.0,59.0,26.0,47.0,43.0,35.0,44.0,85.0
868,4.0,48.0,51.0,45.0,12.0,55.0,52.0,53.0,44.0,126.0
869,4.0,48.0,51.0,45.0,12.0,55.0,52.0,53.0,44.0,126.0
870,4.0,37.0,57.0,43.0,8.0,63.0,63.0,77.0,42.0,130.0
871,4.0,37.0,57.0,43.0,8.0,63.0,63.0,77.0,42.0,130.0
872,2.0,25.0,48.0,45.0,12.0,66.0,80.0,81.0,47.0,137.0
873,2.0,25.0,48.0,45.0,12.0,66.0,80.0,81.0,47.0,137.0
874,2.0,22.0,47.0,33.0,12.0,68.0,86.0,63.0,22.0,158.0
875,2.0,22.0,47.0,33.0,12.0,68.0,86.0,63.0,22.0,158.0
876,2.0,12.0,85.0,22.0,8.0,76.0,91.0,54.0,10.0,164.0
877,2.0,12.0,85.0,22.0,8.0,76.0,91.0,54.0,10.0,164.0
878,3.0,17.0,85.0,21.0,8.0,81.0,100.0,62.0,18.0,144.0
879,3.0,17.0,85.0,21.0,8.0,81.0,100.0,62.0,18.0,144.0
880,4.0,25.0,60.0,36.0,12.0,84.0,116.0,56.0,30.0,122.0
881,4.0,25.0,60.0,36.0,12.0,84.0,116.0,56.0,30.0,122.0
882,4.0,23.0,57.0,41.0,18.0,86.0,151.0,51.0,31.0,48.0
883,4.0,23.0,57.0,41.0,18.0,86.0,151.0,51.0,31.0,48.0
884,4.0,30.0,41.0,44.0,28.0,83.0,107.0,56.0,31.0,37.0
885,4.0,30.0,41.0,44.0,28.0,83.0,107.0,56.0,31.0,37.0
886,5.0,36.0,29.0,37.0,31.0,75.0,71.0,71.0,35.0,48.0
887,5.0,36.0,29.0,37.0,31.0,75.0,71.0,71.0,35.0,48.0
888,7.0,14.0,15.0,27.0,33.0,73.0,102.0,80.0,60.0,84.0
889,7.0,14.0,15.0,27.0,33.0,73.0,102.0,80.0,60.0,84.0
890,8.0,17.0,19.0,19.0,23.0,90.0,76.0,56.0,62.0,59.0
891,8.0,17.0,19.0,19.0,23.0,90.0,76.0,56.0,62.0,59.0
892,7.0,23.0,21.0,34.0,14.0,93.0,40.0,52.0,75.0,34.0
893,7.0,23.0,21.0,34.0,14.0,93.0,40.0,52.0,75.0,34.0
894,5.0,14.0,33.0,51.0,15.0,70.0,30.0,57.0,86.0,20.0
895,5.0,14.0,33.0,51.0,15.0,70.0,30.0,57.0,86.0,20.0
896,5.0,14.0,38.0,39.0,22.0,76.0,37.0,75.0,94.0,20.0
897,5.0,14.0,38.0,39.0,22.0,76.0,37.0,75.0,94.0,20.0
898,5.0,49.0,44.0,26.0,30.0,77.0,51.0,87.0,110.0,8.0
899,5.0,49.0,44.0,26.0,30.0,77.0,51.0,87.0,110.0,8.0
900,4.0,47.0,56.0,31.0,66.0,75.0,63.0,75.0,76.0,10.0
901,4.0,47.0,56.0,31.0,66.0,75.0,63.0,75.0,76.0,10.0
902,3.0,37.0,51.0,35.0,83.0,93.0,73.0,72.0,95.0,16.0
903,3.0,37.0,51.0,35.0,83.0,93.0,73.0,72.0,95.0,16.0
904,3.0,22.0,39.0,49.0,75.0,110.0,75.0,86.0,103.0,21.0
905,3.0,22.0,39.0,49.0,75.0,110.0,75.0,86.0,103.0,21.0
906,4.0,18.0,50.0,49.0,82.0,122.0,95.0,84.0,133.0,22.0
907,4.0,18.0,50.0,49.0,82.0,122.0,95.0,84.0,133.0,22.0
908,7.0,18.0,38.0,50.0,96.0,134.0,161.0,63.0,132.0,11.0
909,7.0,18.0,38.0,50.0,96.0,134.0,161.0,63.0,132.0,11.0
910,8.0,0.0,57.0,50.0,89.0,145.0,136.0,52.0,107.0,9.0
911,8.0,0.0,57.0,50.0,89.0,145.0,136.0,52.0,107.0,9.0
912,5.0,14.0,91.0,48.0,88.0,173.0,136.0,46.0,120.0,15.0
913,5.0,14.0,91.0,48.0,88.0,173.0,136.0,46.0,120.0,15.0
914,2.0,14.0,76.0,58.0,64.0,153.0,154.0,59.0,140.0,24.0
915,2.0,14.0,76.0,58.0,64.0,153.0,154.0,59.0,140.0,24.0
916,2.0,7.0,54.0,89.0,64.0,152.0,197.0,64.0,177.0,62.0
917,2.0,7.0,54.0,89.0,64.0,152.0,197.0,64.0,177.0,62.0
918,1.0,19.0,45.0,98.0,84.0,159.0,218.0,107.0,268.0,92.0
919,1.0,19.0,45.0,98.0,84.0,159.0,218.0,107.0,268.0,92.0
920,2.0,14.0,2.0,63.0,112.0,166.0,279.0,99.0,164.0,117.0
921,2.0,14.0,2.0,63.0,112.0,166.0,279.0,99.0,164.0,117.0
922,2.0,9.0,2.0,64.0,108.0,176.0,172.0,99.0,140.0,117.0
923,2.0,9.0,2.0,64.0,108.0,176.0,172.0,99.0,140.0,117.0
924,3.0,0.0,8.0,74.0,138.0,194.0,202.0,142.0,171.0,0.0
925,3.0,0.0,8.0,74.0,138.0,194.0,202.0,142.0,171.0,0.0
926,4.0,0.0,14.0,77.0,131.0,220.0,296.0,119.0,68.0,0.0
927,4.0,0.0,14.0,77.0,131.0,220.0,296.0,119.0,68.0,0.0
928,0.0,0.0,16.0,108.0,131.0,232.0,325.0,108.0,21.0,0.0
929,0.0,0.0,16.0,108.0,131.0,232.0,325.0,108.0,21.0,0.0
930,0.0,0.0,20.0,112.0,114.0,287.0,323.0,118.0,41.0,0.0
931,0.0,0.0,20.0,112.0,114.0,287.0,323.0,118.0,41.0,0.0
932,4.0,3.0,25.0,131.0,114.0,253.0,291.0,112.0,37.0,0.0
933,4.0,3.0,25.0,131.0,114.0,253.0,291.0,112.0,37.0,0.0
934,3.0,12.0,24.0,153.0,91.0,265.0,223.0,92.0,37.0,18.0
935,3.0,12.0,24.0,153.0,91.0,265.0,223.0,92.0,37.0,18.0
936,1.0,12.0,27.0,90.0,50.0,235.0,422.0,117.0,14.0,22.0
937,1.0,12.0,27.0,90.0,50.0,235.0,422.0,117.0,14.0,22.0
938,0.0,4.0,11.0,129.0,55.0,257.0,285.0,69.0,18.0,22.0
939,0.0,4.0,11.0,129.0,55.0,257.0,285.0,69.0,18.0,22.0
940,0.0,10.0,11.0,82.0,43.0,410.0,202.0,60.0,29.0,25.0
941,0.0,10.0,11.0,82.0,43.0,410.0,202.0,60.0,29.0,25.0
942,2.0,23.0,9.0,36.0,18.0,331.0,157.0,35.0,29.0,31.0
943,2.0,23.0,9.0,36.0,18.0,331.0,157.0,35.0,29.0,31.0
944,2.0,46.0,6.0,0.0,9.0,291.0,46.0,35.0,8.0,31.0
945,2.0,46.0,6.0,0.0,9.0,291.0,46.0,35.0,8.0,31.0
946,3.0,48.0,11.0,9.0,7.0,191.0,42.0,33.0,11.0,23.0
947,3.0,48.0,11.0,9.0,7.0,191.0,42.0,33.0,11.0,23.0
948,5.0,28.0,27.0,10.0,5.0,159.0,33.0,36.0,16.0,23.0
949,5.0,28.0,27.0,10.0,5.0,159.0,33.0,36.0,16.0,23.0
950,4.0,7.0,41.0,8.0,6.0,95.0,30.0,8.0,5.0,0.0
951,4.0,7.0,41.0,8.0,6.0,95.0,30.0,8.0,5.0,0.0
952,2.0,13.0,47.0,12.0,11.0,79.0,31.0,11.0,14.0,0.0
953,2.0,13.0,47.0,12.0,11.0,79.0,31.0,11.0,14.0,0.0
954,3.0,17.0,57.0,22.0,12.0,64.0,40.0,18.0,22.0,20.0
